capture,actorId,instanceName,baseClass,classPath,zoneTag,x,y,z,rotation,hadInstantiate,hadAddActor
party_battle_leve.pcapng,0x50e11db2,glirulusSt_fst0Fld01a_rA@0A200,GlirulusStandard,/Chara/Npc/Monster/Lemming/GlirulusStandard,fst0Fld01a,107.880,16.697,-476.234,-2.9304,true,true
party_battle_leve.pcapng,0x50e11db7,glirulusSt_fst0Fld01a_rA@0A200,GlirulusStandard,/Chara/Npc/Monster/Lemming/GlirulusStandard,fst0Fld01a,107.880,16.697,-476.234,-2.9304,true,true
party_battle_leve.pcapng,0x50e11dc0,miningPoin_fst0Fld01a_0u@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,115.170,16.690,-473.950,0.0000,true,true
party_battle_leve.pcapng,0x50e11dc7,ladybugStd_fst0Fld01a_Qb@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,-4.261,4.023,-580.918,2.4632,true,true
party_battle_leve.pcapng,0x50e11dcf,guildleveW_fst0Fld01a_QT@0A200,GuildleveWarpPoint,/Chara/Npc/Object/GuildleveWarpPoint,fst0Fld01a,44.486,17.137,-517.702,0.0000,true,true
party_battle_leve.pcapng,0x50e11de3,,,,,-92.768,4.040,-548.968,-0.4300,false,false
party_battle_leve.pcapng,0x50e11de8,crabLesser_fst0Fld01a_E1@0A200,CrabLesserStandard,/Chara/Npc/Monster/Crab/CrabLesserStandard,fst0Fld01a,-93.881,4.040,-549.095,-0.4300,true,true
return_to_inn.pcapng,0x50e0ede1,objItemStor_prv0Inn01_0e@0F400,ObjectItemStorage,/Chara/Npc/Object/ObjectItemStorage,prv0Inn01,159.969,0.010,156.234,0.0000,true,true
small_talk_louisoix.pcapng,0x50e0ed13,pplStd_fst0Twn01a_1B@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,92.740,24.920,-1573.540,1.9700,true,true
teleport_to_camp_nine_ivies.pcapng,0x50e0f7f8,goblinBomme_fst0Fld02_2g@09700,GoblinBommerGlaStandard,/Chara/Npc/Monster/Goblin/GoblinBommerGlaStandard,fst0Fld02,1709.375,20.290,-864.942,-1.4800,true,true
teleport_to_camp_tranquil.pcapng,0x50e0eb17,miningPoint_fst0Fld05_16@09A00,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld05,737.596,-12.000,1119.106,-0.4900,true,true
teleport_to_gridania.pcapng,0x50e0ec5f,monkeyLesse_fst0Fld05_2i@09A00,MonkeyLesserStandard,/Chara/Npc/Monster/Monkey/MonkeyLesserStandard,fst0Fld05,897.900,-11.731,1084.380,-0.5151,true,true
teleport_to_gridania.pcapng,0x50e0ec6b,pplStd_fst0Twn01a_27@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-120.317,16.020,-1333.430,-0.4900,true,true
war_quest_update2.pcapng,0x50e15a9a,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15a9b,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15a9c,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15a9d,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15a9e,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15a9f,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa0,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa1,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa2,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa3,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa4,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa5,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa6,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa7,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa8,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aa9,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aaa,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aab,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aac,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aad,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aae,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aaf,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab0,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab1,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab2,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab3,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab4,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab5,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab6,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ab8,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aba,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15abb,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15abc,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15abd,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15abe,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15abf,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac0,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac1,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac2,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac3,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac4,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac5,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac6,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac7,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac8,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ac9,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aca,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15acb,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15acc,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15acd,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ace,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15acf,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad0,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad1,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad2,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad3,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad5,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad6,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad7,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad8,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ad9,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ada,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15adb,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15adc,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15add,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ade,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15adf,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae0,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae1,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae2,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae3,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae4,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae5,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae6,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae7,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae8,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15ae9,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aea,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aeb,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aec,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aee,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aef,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af0,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af1,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af2,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af3,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af4,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af5,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af6,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af7,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af8,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15af9,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15afa,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15afb,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15afc,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15afd,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15afe,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15aff,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15b01,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15b03,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15b04,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15b05,,,,,-1089.930,55.670,9.490,0.0000,false,false
war_quest_update2.pcapng,0x50e15b06,ogreLesserS_wil0Fld03_6T@0AC00,OgreLesserStandard,/Chara/Npc/Monster/Ogre/OgreLesserStandard,wil0Fld03,-2004.871,28.125,-313.950,0.0000,true,true
war_quest_update3.pcapng,0x50e15b5f,petitghostL_wil0Fld03_5q@0AC00,PetitghostLesserStandard,/Chara/Npc/Monster/Petitghost/PetitghostLesserStandard,wil0Fld03,-1042.120,50.969,266.912,0.9271,true,true
war_quest_update3.pcapng,0x50e15b65,orebeetleLe_wil0Fld03_Qk@0AC00,OrebeetleLesserStandard,/Chara/Npc/Monster/Orebeetle/OrebeetleLesserStandard,wil0Fld03,-1158.483,56.914,222.022,0.5421,true,true
