ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,npc_name,race,clan,gender,occupation,affiliation,zones,locations,map_coords,npc_type,sells,source
Sosoze,423150,2010-09-05T02:53:41Z,0,Sosoze,Lalafell,Plainsfolk,Female,,Limsa Lominsa,Limsa Lominsa,Upper Decks,7-7,,,ge-npc-pages
Soulward Spriggan (Gridania),159062,2012-03-29T06:36:25Z,0,Soulward Spriggan,Spriggan,,,Event NPC,,Gridania,,5-5,,,ge-npc-pages
Spaerfedar,475674,2012-04-21T20:08:17Z,0,Spaerfedar,Roegadyn,Sea Wolves,Male,Merchant,Gridania,Gridania,Atelier Fen-Yll,7-3,,"{{Sells|Sheepskin Targe|23,664}} {{Sells|Leather Jacket|105,000}} {{Sells|Sheep Leather|1,200}} {{Sells|Dodo Leather|2,400}} {{Sells|Aldgoat Leather|4,000}} {{Sells|Toad Leather|6,000}} {{Sells|Mole Sinew|240}} {{Sells|Antelope Sinew|720}} {{Sells|Diremite Sinew|1,987}} {{Sells|Alumen|640}}",ge-npc-pages
Spiraling Path,474164,2010-11-08T02:19:43Z,0,Spiraling Path,Roegadyn,Hellsguard,Male,,,Western Thanalan,Ferry Docks Western Thanalan,5-26,,,ge-npc-pages
Sprightly Miner,437981,2012-05-09T04:58:09Z,0,Sprightly Miner,Elezen,Duskwight Elezen,Female,Miner,Ul'dah,Ul'dah,Amajina & Sons Mineral Concern,6-6,Instance,,ge-npc-pages
Spry Salesman,472662,2010-09-24T15:59:52Z,0,Spry Salesman,Hyur,Midlanders,Male,,Ul'dah,Ul'dah,The Hourglass,4-6,Instance,,ge-npc-pages
Sreda,179880,2012-04-29T03:53:28Z,0,Sreda,Hyur,Midlander,Female,Merchant,Ul'dah,Ul'dah,Merchant Strip,6-6,,"{{Sells|Weathered Chaser Hammer|636}} {{Sells|Bronze Ornamental Hammer|26,600}} {{Sells|Iron Ornamental Hammer|69,600}} {{Sells|Mythril Ornamental Hammer|163,400}} {{Sells|Ragstone Grinding Wheel|17,248}} {{Sells|Siltstone Grinding Wheel|122,892}} {{Sells|Hempen Coif|546}} {{Sells|Brass Circlet (Fluorite)|51,336}} {{Sells|Silver Circlet (Goshenite)|114,576}} {{Sells|Mythril Spectacles|137,200}} {{Sells|Hempen Dalmatica|780}} {{Sells|Cotton Shepherd's Tunic|48,620}} {{Sells|Cotton Dalmatica|70,980}} {{Sells|Linen Shirt|218,400}} {{Sells|Hempen Breeches|234}} {{Sells|Cotton Shepherd's Slops|17,952}} {{Sells|Cotton Breeches|21,294}} {{Sells|Linen Sarouel|65,520}} {{Sells|Hempen Halfgloves|315}} {{Sells|Cotton Halfgloves|15,750}} {{Sells|Fingerless Leather Gloves|40,950}} {{Sells|Fingerless Boarskin Gloves|76,440}} {{Sells|Sheepskin Shoes|192}} {{Sells|Dodoskin Shoes|5,632}} {{Sells|Padded Sheepskin Duckbills|28,392}} {{Sells|Boarskin Crakows|87,360}}",ge-npc-pages
Stangyth,242890,2012-04-28T01:53:07Z,0,Stangyth,Hyur,Midlander,Female,,Ul'dah,Ul'dah,Airship Landing,1-1,,,ge-npc-pages
Stanilde,475790,2012-07-13T04:21:54Z,0,Stanilde,Hyur,Midlander,Female,Merchant,Gridania,Gridania,Rosewood Stalls,8-4,,{{Sells|Weathered Skillet|624}} {{Sells|Bronze Culinary Knife|13728}} {{Sells|Chicken Egg|32}} {{Sells|Mineral Water|60}} {{Sells|Sour Red|678}} {{Sells|Table Salt|11}} {{Sells|Aldgoat Milk|108}} {{Sells|Buffalo Milk|252}} {{Sells|Kukuru Bean|202}},ge-npc-pages
Steamer,362314,2012-06-14T00:14:00Z,0,Steamer,Chocobo,,,Caravan Chocobo,Ul'dah,Eastern Thanalan,Drybone,32-25,,,ge-npc-pages
Stemn,102454,2011-10-06T16:23:19Z,0,Stemn,,,,,,,,,,,ge-npc-pages
Stephannot (1.0),423182,2012-05-04T18:59:25Z,0,Stephannot,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Limsa Lominsa,"The Drowning Wench, Mizzenmast Inn, Upper Decks",7-5,,,ge-npc-pages
Stern-faced Sea Wolf,321706,2012-06-01T03:18:07Z,0,Stern-faced Sea Wolf,Roegadyn,Sea Wolf,Male,,Ul'dah,Ul'dah,The Coliseum,5-5,,,ge-npc-pages
Sthalmann,423211,2010-08-23T19:24:06Z,0,Sthalmann,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Coral Tower,2-6,Cutscene,,ge-npc-pages
Stitch,326434,2012-06-03T17:03:00Z,0,Stitch,Chocobo,,Male,Caravan Chocobo,Gridania,North Shroud,Treespeak,21-16,,,ge-npc-pages
Storm Captain (1.x),346040,2012-06-07T04:17:24Z,0,Storm Captain,Hyur,Midlander,Male,Storm Captain,Limsa Lominsa,Limsa Lominsa,Stateroom,0-0,Instance,,ge-npc-pages
Storm Captain Loetahlsyn,31128,2012-07-30T01:24:28Z,0,Storm Captain Loetahlsyn,Roegadyn,Sea Wolves,Male,Storm Captain,Limsa Lominsa,Limsa Lominsa,Lower Decks,5-7,,,ge-npc-pages
Storm Captain Roemannsyn,354453,2012-06-08T22:12:40Z,0,Storm Captain Roemannsyn,Roegadyn,Sea Wolves,Male,Storm Captain,Limsa Lominsa,Mor Dhona,Jagged Crest Cave,9-13,,,ge-npc-pages
Storm Commander Bharbennsyn,259265,2012-05-06T18:50:19Z,0,Storm Lieutenant Bharbennsyn,Roegadyn,Sea Wolves,Male,Storm Lieutenant,Limsa Lominsa,Limsa Lominsa,Maelstrom Command,1-1,,,ge-npc-pages
Storm Commander Rhiki,354508,2012-06-08T22:14:31Z,0,Storm Commander Rhiki,Miqo'te,Keepers of the Moon,Female,Storm Commander,Limsa Lominsa,Mor Dhona,Jagged Crest Cave,9-13,,,ge-npc-pages
Storm Lieutenant Guincum,89254,2012-05-06T18:43:33Z,0,Guincum,Hyur,Midlander,Male,Storm Lieutenant,Limsa Lominsa,Limsa Lominsa,Maelstrom Command,,,,ge-npc-pages
Storm Lieutenant Hidden Sunset,354400,2012-06-08T22:10:22Z,0,Storm Lieutenant Hidden Sunset,Roegadyn,Sea Wolves,Male,Storm Private,Limsa Lominsa,Mor Dhona,Jagged Crest Cave,9-13,,,ge-npc-pages
Storm Lieutenant Taqa,259202,2012-05-06T18:44:23Z,0,Storm Lieutenant Taqa,Miqo'te,Keepers of the Moon,Female,Storm Lieutenant,Limsa Lominsa,Limsa Lominsa,Maelstrom Command,1-1,,,ge-npc-pages
Storm Marshal Slafyrsyn,353780,2012-06-08T20:39:02Z,0,Storm Marshal Slafyrsyn,Roegadyn,Sea Wolves,Male,Storm Marshal,Limsa Lominsa,Gridania,The Lotus Stand,3-2,Instance,,ge-npc-pages
Storm Private Abel,258710,2012-05-06T16:37:31Z,0,Storm Private Abel,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,Lower Decks,5-6,,,ge-npc-pages
Storm Private Gardner,256345,2012-05-10T00:44:43Z,0,Storm Private Gardner,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,Upper Decks,7-6,,,ge-npc-pages
Storm Private Holt,258830,2012-05-06T18:02:27Z,0,Storm Private Holt,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,Lower Decks,9-5,,,ge-npc-pages
Storm Private Hunt,258209,2012-05-05T18:06:08Z,0,Storm Private Hunt,Hyur,Midlander,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,Lower Decks,4-5,,,ge-npc-pages
Storm Private Klinmoersyn,259293,2012-05-06T18:52:38Z,0,Storm Private Klinmoersyn,Roegadyn,Sea Wolves,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,Maelstrom Command,1-1,,,ge-npc-pages
Storm Private Potter,257877,2012-05-04T20:04:45Z,0,Storm Private Potter,Hyur,Midlander,Male,Storm Private,Limsa Lominsa,Limsa Lominsa,Upper Decks,7-3,,,ge-npc-pages
Storm Private Rhof,259243,2012-05-06T18:47:34Z,0,Storm Private Rhof,Miqo'te,Seekers of the Sun,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,Maelstrom Command,1-1,,,ge-npc-pages
Storm Private Rich,256485,2012-05-04T18:54:11Z,0,Storm Private Rich,Hyur,Midlander,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,Upper Decks,7-5,,,ge-npc-pages
Storm Private Stone,258807,2012-05-06T17:38:03Z,0,Storm Private Stone,Hyur,Midlander,Female,Storm Private,Limsa Lominsa,Limsa Lominsa,Lower Decks,6-4,,,ge-npc-pages
Storm Sergeant Grizzly Gnat,90626,2012-06-21T04:15:50Z,0,Storm Sergeant Grizzly Gnat,Roegadyn,Hellsguard,Male,Storm Sergeant,Limsa Lominsa,Limsa Lominsa,Maelstrom Command,1-1,,"{{Sells|Dried Prunes|Quantity=10|20 Storm Seals}} {{Sells|Ginger Cookie|Quantity=10|30 Storm Seals}} {{Sells|Kiss of the Morning Meadow|50 Storm Seals}} {{Sells|Blood Drops|Quantity=20|10 Storm Seals}} {{Sells|Dawn Drops|Quantity=10|15 Storm Seals}} {{Sells|Throat Drops|Quantity=5|60 Storm Seals}} {{Sells|Spine Drops|Quantity=5|100 Storm Seals}} {{Sells|Hi-potion of Piety|Quantity=5|50 Storm Seals}} {{Sells|Hi-potion of Vitality|Quantity=5|50 Storm Seals}} {{Sells|Company-issue Expectorant|15 Storm Seals}} {{Sells|Company-issue Tonic|200 Storm Seals}} {{Sells|Company-issue Engineering Manual|200 Storm Seals}} {{Sells|Company-issue Survival Manual|200 Storm Seals}} {{Sells|Grade 1 Dark Matter|Quantity=20|5 Storm Seals}} {{Sells|Grade 2 Dark Matter|Quantity=20|25 Storm Seals}} {{Sells|Grade 3 Dark Matter|Quantity=20|45 Storm Seals}} {{Sells|Grade 4 Dark Matter|Quantity=20|100 Storm Seals}} {{Sells|Grade 5 Dark Matter|Quantity=20|150 Storm Seals}} {{Sells|Iron Throwing Dagger|Quantity=99|85 Storm Seals}} {{Sells|Iron Chakram|Quantity=99|120 Storm Seals}} {{Sells|Iron Francisca|Quantity=99|120 Storm Seals}} {{Sells|Bronze Azagai|Quantity=99|85 Storm Seals}} {{Sells|Bronze Arrow|Quantity=999|25 Storm Seals}} {{Sells|Iron Arrow|Quantity=999|70 Storm Seals}} {{Sells|Steel Arrow|Quantity=999|115 Storm Seals}} {{Sells|Levinstone|Quantity=99|75 Storm Seals}} {{Sells|Firepot|Quantity=99|90 Storm Seals}} {{Sells|Midge Basket|Quantity=20|20 Storm Seals}} {{Sells|Rat Tail|Quantity=20|30 Storm Seals}} {{Sells|Inferno Axe|500 Storm Seals}} {{Sells|Lominsan Labrys|1,000 Storm Seals}} {{Sells|Steel Bhuj|1,400 Storm Seals}} {{Sells|Buccaneer's Bardiche|3,000 Storm Seals}} {{Sells|Lominsan Bhuj|4,000 Storm Seals}} {{Sells|Steel Halberd|950 Storm Seals}} {{Sells|Lominsan Spear|1,000 Storm Seals}} {{Sells|Mythril Lance|2,000 Storm Seals}} {{Sells|Lominsan Halberd|4,000 Storm Seals}} {{Sells|Silver Scepter|900 Storm Seals}} {{Sells|Lominsan Brand|1,000 Storm Seals}} {{Sells|Fire Brand|1,600 Storm Seals}} {{Sells|Lominsan Cudgel|4,000 Storm Seals}} {{Sells|Lominsan Chainmail|750 Storm Seals}} {{Sells|Lominsan Dalmatica|750 Storm Seals}} {{Sells|Lominsan Doublet Vest|750 Storm Seals}} {{Sells|Lominsan Apron|750 Storm Seals}} {{Sells|Silver Ring|900 Storm Seals}} {{Sells|Pearl Ring|1,900 Storm Seals}} {{Sells|Sunstone Choker|950 Storm Seals}} {{Sells|Mythril Gorget|1,500 Storm Seals}} {{Sells|Storm Tracer|Quantity=20|5 Storm Seals}} {{Sells|Lominsan Soldier's Cap|1,000 Storm Seals}} {{Sells|Lominsan Soldier's Overcoat|1,000 Storm Seals}} {{Sells|Lominsan Soldier's Gloves|1,000 Storm Seals}} {{Sells|Lominsan Soldier's Boots|1,000 Storm Seals}} {{Sells|Lominsan Kecks|1,200 Storm Seals}} {{Sells|Lominsan Breeches|1,200 Storm Seals}} {{Sells|Lominsan Chausses|1,200 Storm Seals}} {{Sells|Lominsan Slops|1,200 Storm Seals}} {{Sells|Lominsan Sash|1,200 Storm Seals}} {{Sells|Patriot's Choker|1,000 Storm Seals}} {{Sells|Storm Chocobo Issuance|3,000 Storm Seals}} {{Sells|Lominsan Shortsword|2,500 Storm Seals}} {{Sells|Lominsan Baghnakhs|2,500 Storm Seals}} {{Sells|Lominsan War Axe|2,500 Storm Seals}} {{Sells|Lominsan Guisarme|2,500 Storm Seals}} {{Sells|Lominsan Composite Bow|2,500 Storm Seals}} {{Sells|Lominsan Radical|2,500 Storm Seals}} {{Sells|Lominsan Staff|2,500 Storm Seals}} {{Sells|Lominsan Kite Shield|2,000 Storm Seals}} {{Sells|Company-issue Engineering Manual II|400 Storm Seals}} {{Sells|Company-issue Survival Manual II|400 Storm Seals}} {{Sells|Storm Private's Sallet|3,000 Storm Seals}} {{Sells|Storm Private's Bliaud|3,000 Storm Seals}} {{Sells|Storm Private's Wristguards|3,000 Storm Seals}} {{Sells|Storm Private's Trousers|3,000 Storm Seals}} {{Sells|Storm Private's Leggings|3,000 Storm Seals}} {{Sells|Lominsan Aetherpass|3,000 Storm Seals}} {{Sells|Lominsan Baselard|4,500 Storm Seals}} {{Sells|Lominsan Knuckles|4,500 Storm Seals}} {{Sells|Lominsan Bill|4,500 Storm Seals}} {{Sells|Lominsan Lance|4,500 Storm Seals}} {{Sells|Lominsan Bow|4,500 Storm Seals}} {{Sells|Lominsan Cane|4,500 Storm Seals}} {{Sells|Lominsan Scepter|4,500 Storm Seals}} {{Sells|Lominsan Lantern Shield|4,000 Storm Seals}} {{Sells|Storm Sergeant's Sallet|5,000 Storm Seals}} {{Sells|Storm Sergeant's Bliaud|5,000 Storm Seals}} {{Sells|Storm Sergeant's Wristguards|5,000 Storm Seals}} {{Sells|Storm Sergeant's Trousers|5,000 Storm Seals}} {{Sells|Storm Sergeant's Sarouel|5,000 Storm Seals}} {{Sells|Storm Sergeant's Leggings|5,000 Storm Seals}} {{Sells|Storm Sergeant's Crakows|5,000 Storm Seals}} {{Sells|Storm Sergeant's Belt|5,000 Storm Seals}} {{Sells|Stormbringer's Ring|1,000 Storm Seals}} {{Sells|Stormcarrier's Ring|1,000 Storm Seals}} {{Sells|Patriot's Bracelet|1,000 Storm Seals}} {{Sells|Lominsan Half Barding|2,000 Storm Seals}} {{Sells|Lominsan Barding|3,000 Storm Seals}} {{Sells|Lominsan Crested Barding|4,000 Storm Seals}} {{Sells|Storm Sergeant's Targe|5,500 Storm Seals}} {{Sells|Storm Sergeant's Circlet|5,500 Storm Seals}} {{Sells|Storm Sergeant's Tabard|5,500 Storm Seals}} {{Sells|Storm Sergeant's Hose|5,500 Storm Seals}} {{Sells|Storm Sergeant's Mitts|5,500 Storm Seals}} {{Sells|Storm Sergeant's Earrings|5,500 Storm Seals}} {{Sells|Storm Sergeant's Ring|5,500 Storm Seals}} {{Sells|Storm Sergeant's Mask|6,000 Storm Seals}} {{Sells|Storm Sergeant's Beret|6,000 Storm Seals}} {{Sells|Storm Sergeant's Apron|6,000 Storm Seals}} {{Sells|Storm Sergeant's Shortgloves|6,000 Storm Seals}} {{Sells|Storm Sergeant's Jackboots|6,000 Storm Seals}} {{Sells|Storm Sergeant's Choker|6,000 Storm Seals}} {{Sells|Storm Sergeant's Bracelets|6,000 Storm Seals}} {{Sells|Storm Sergeant's Hoplon|6,500 Storm Seals}} {{Sells|Storm Sergeant's Hooks|6,500 Storm Seals}} {{Sells|Storm Sergeant's Axe|6,500 Storm Seals}} {{Sells|Storm Sergeant's Spear|6,500 Storm Seals}} {{Sells|Storm Sergeant's Bow|6,500 Storm Seals}} {{Sells|Storm Sergeant's Radical|6,500 Storm Seals}} {{Sells|Storm Sergeant's Cudgel|6,500 Storm Seals}} {{Sells|On the Properties of Beastmen|25,000 Storm Seals}} {{Sells|Storm Lieutenant's Hooks|25,000 Storm Seals}} {{Sells|Storm Lieutenant's Cutlass|25,000 Storm Seals}} {{Sells|Storm Lieutenant's Labrys|25,000 Storm Seals}} {{Sells|Storm Lieutenant's Bow|25,000 Storm Seals}} {{Sells|Storm Lieutenant's Trident|25,000 Storm Seals}} {{Sells|Storm Lieutenant's Scepter|25,000 Storm Seals}} {{Sells|Storm Lieutenant's Wand|25,000 Storm Seals}} {{Sells|Lominsan Officer's Cap|6,000 Storm Seals}} {{Sells|Lominsan Officer's Overcoat|6,000 Storm Seals}} {{Sells|Lominsan Officer's Gloves|6,000 Storm Seals}} {{Sells|Lominsan Officer's Boots|6,000 Storm Seals}}",ge-npc-pages
Storm Sergeant Hammil,102233,2012-05-31T22:14:32Z,0,Storm Sergeant Hammil,Hyur,Highlander,Male,Storm Sergeant,Limsa Lominsa,Cassiopeia Hollow,Cerulean Garden,7-5,,,ge-npc-pages
Strapping Resistance Member,302116,2012-05-21T18:55:59Z,0,Strapping Resistance Member,Roegadyn,,Male,,Ala Mhigo,,,,Instance,,ge-npc-pages
Styrmoeya,480462,2010-11-08T01:39:34Z,0,Styrmoeya,Roegadyn,Sea Wolves,Male,,Ul'dah,Ul'dah,The Quicksand,6-4,,,ge-npc-pages
Sultry Strumpet,309240,2012-05-26T15:17:42Z,0,Sultry Strumpet,Elezen,Wildwood Elezen,Female,,Ul'dah,Ul'dah,Eshtaime's Lapidaries,6-6,Instance,,ge-npc-pages
Sundhimal,423243,2012-05-04T03:00:32Z,0,Sundhimal,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Aetheryte Plaza,8-6,,,ge-npc-pages
Sungi Kelungi,484671,2012-04-29T04:11:52Z,0,Sungi Kelungi,Lalafell,,Male,,Ul'dah,Ul'dah,Eshtaime's Lapidaries,6-6,,,ge-npc-pages
Sungyve,329867,2012-04-22T00:45:44Z,0,Sungyve,Hyur,Midlander,Female,Merchant,,Lower La Noscea,Camp Bearded Rock,25-29,,"{{Sells|Warped Arrow|2}} {{Sells|Lugworm|2}} {{Sells|Moth Pupa|2}} {{Sells|Mineral Water|60}} {{Sells|Orange Juice|168}} {{Sells|Salt Cod|84}} {{Sells|Eye Drops|1,463}} {{Sells|Boiled Egg|112}} {{Sells|Potion|650}} {{Sells|Throat Drops|7,400}} {{Sells|Dawn Drops|2,850}} {{Sells|Blood Drops|413}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3500}}",ge-npc-pages
Sure-voiced Barracuda Knight,423284,2012-05-05T18:21:50Z,0,Sure-voiced Barracuda Knight,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,Lower Decks,4-6,,,ge-npc-pages
Suspicious-looking Traveler,423294,2012-05-04T20:38:39Z,0,Suspicious-looking Traveler,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,Upper Decks,6-3,,,ge-npc-pages
Swaenhylt,231004,2012-05-15T16:07:09Z,0,Swaenhylt,Roegadyn,Sea Wolf,Male,,Gridania,Gridania,,6-3,,,ge-npc-pages
Sweetnix Rosycheeks,232132,2012-01-14T12:44:26Z,0,Sweetnix Rosycheeks,Goblin,,,,,Limsa Lominsa,,7-4,,,ge-npc-pages
Swerdahrm,491497,2012-06-01T02:13:24Z,0,Swerdahrm,Roegadyn,Hellsguard,Male,,Ul'dah,Ul'dah,Coliseum,5-5,,,ge-npc-pages
Swethyna,5574,2012-05-10T16:00:27Z,0,Swethyna,Hyur,Midlander,Female,Wood Wailer,Gridania,,,,Instance,,ge-npc-pages
Swynbroes,413492,2012-05-08T21:45:39Z,0,Swynbroes,Roegadyn,,Male,Cauldron Carrier,,Central Thanalan,Black Brush,29-20,,,ge-npc-pages
Sybell,465522,2012-05-15T15:01:39Z,0,Sybell,Hyur,Midlander,Female,Wood Wailer,Gridania,Gridania,Gridania Aetheryte Plaza,4-4,,,ge-npc-pages
Syhrdaeg,423304,2010-10-02T16:36:20Z,0,Syhrdaeg,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Coral Tower,6-2,,,ge-npc-pages
Sylbyrt,484398,2010-09-04T19:39:29Z,0,Sylbyrt,Roegadyn,,Male,,Gridania,Gridania,Carline Canopy,6-6,,,ge-npc-pages
Sylskaetsyn,344596,2010-08-11T20:39:25Z,0,Sylskaetsyn,,,,,,,,,,,ge-npc-pages
Sylviel,509003,2010-11-08T02:17:50Z,0,Sylviel,Elezen,Wildwood Elezen,Male,,,Western Thanalan,Ferry Docks Western Thanalan,4-26,,,ge-npc-pages
Syneyhil,177976,2012-05-06T18:14:00Z,0,Syneyhil,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,Fieldcraft Ward,1-1,,"{{Sells|Weathered Pickaxe|600}} {{Sells|Plumed Bronze Pickaxe|8,512}} {{Sells|Weathered Sledgehammer|480}} {{Sells|Weathered Hatchet|636}} {{Sells|Iron Hatchet|9,540}} {{Sells|Weathered Scythe|504}} {{Sells|Weathered Fishing Rod|660}} {{Sells|Elm Fishing Rod|9,900}} {{Sells|Weathered Gig|468}} {{Sells|Bloodworm|3}}",ge-npc-pages
Syngsmyd,423316,2012-05-04T14:50:13Z,0,Syngsmyd,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Upper Decks,7-7,,,ge-npc-pages
Synnove,191280,2012-06-23T11:53:35Z,0,Synnove,,,,Merchant,,Coerthas Western Highlands,Camp Riversmeet,19-19,,"{{Sells|Warped Arrow|2}} {{Sells|Moth Pupa|2}} {{Sells|Lugworm|2}} {{Sells|Mineral Water|60}} {{Sells|Knight's Bread|4,411}} {{Sells|Mustard Eggs|2,227}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3,500}}",ge-npc-pages
Syntberk,447946,2012-05-06T17:58:28Z,0,Syntberk,Roegadyn,Sea Wolves,Male,Yellowjacket,Limsa Lominsa,Limsa Lominsa,Lower Decks,9-5,,,ge-npc-pages
Sysley,334625,2012-04-21T18:51:38Z,0,Sysley,Hyur,Midlander,Female,Merchant,Limsa Lominsa,Limsa Lominsa,West Hawkers' Alley,5-5,,{{Sells|Weathered Saw|660}} {{Sells|Bronze Claw Hammer|14784}} {{Sells|Maple Lumber|1350}} {{Sells|Ash Lumber|3024}} {{Sells|Elm Lumber|4500}} {{Sells|Walnut Lumber|6750}},ge-npc-pages
Syvinmhas,380518,2012-01-21T05:50:46Z,0,Syvinmhas,Roegadyn,Sea Wolf,Male,Repair Merchant,Limsa Lominsa,Eastern La Noscea,Red Rooster Stead,36-25,,,ge-npc-pages
Syzfrusk,449634,2012-02-07T10:44:09Z,0,Syzfrusk,Roegadyn,Sea Wolves,Male,,,Eastern La Noscea,Wineport,31-18,,,ge-npc-pages
T'mokkri,423337,2012-05-04T18:46:44Z,0,T'mokkri,Miqo'te,,Female,Local Guildleve Master,Limsa Lominsa,Limsa Lominsa,The Drowning Wench,7-5,,,ge-npc-pages
T'nbulea,502321,2012-05-15T16:44:03Z,0,T'nbulea,Miqo'te,Seekers of the Sun,Female,,Gridania,Gridania,Stillglade Fane,2-1,,,ge-npc-pages
T'noggya,169989,2012-05-01T01:36:07Z,0,T'noggya,Miqo'te,Seeker of the Sun,Female,Merchant,,Limsa Lominsa,Airship Landing,1-1,,{{Sells| La Noscean Lettuce|459}} {{Sells| Maiden Artichoke|2511 }} {{Sells| La Noscean Orange|120 }} {{Sells| Orange Juice|168 }} {{Sells| Grilled Dodo|660 }},ge-npc-pages
T'zanza,148903,2012-06-06T21:59:02Z,0,T'zanza,Miqo'te,Seekers of the Sun,Female,Merchant,Limsa Lominsa,Lower Tailors Ward,Merchant Wards,1-1,,"{{Sells|Hempen Halfgloves|315}} {{Sells|Sheepskin Wristguards|168}} {{Sells|Hempen Work Gloves|2,922}} {{Sells|Sheepskin Mitts|3,013}} {{Sells|Dodoskin Wristguards|1,872}} {{Sells|Cotton Halfgloves|4,725}} {{Sells|Dodoskin Ringbands|5,592}} {{Sells|Leather Mitts|7,198}} {{Sells|Merchant's Purse|192}} {{Sells|Dodoskin Hunting Belt|4,039}}",ge-npc-pages
Tanguistl,512622,2011-08-01T00:21:34Z,0,Tanguistl,Hyur,Midlander,Female,,Gridania,North Shroud,Hyrstmill,24-13,,,ge-npc-pages
Tarok Magurok,492243,2012-04-30T23:35:41Z,0,Deryk,Lalafell,,Male,,,Coerthas Central Highlands,Camp Dragonhead,18-39,,,ge-npc-pages
Tatagoi,503207,2010-10-11T18:22:35Z,0,Tatagoi,Lalafell,,Male,,Gridania,Gridania,Atelier Fen-Yll,7-3,,,ge-npc-pages
Tataroga,473064,2012-01-02T03:32:39Z,0,Tataroga,Lalafell,Dunesfolk,Male,Merchant,Ul'dah,Ul'dah,Sapphire Avenue Exchange,7-4,,"{{Sells|Weathered Fishing Rod|660}} {{Sells|Bronze Gig|13728}} {{Sells|Weathered Hatchet|636}} {{Sells|Bronze Scythe|14784}} {{Sells|Moth Pupa|2}} {{Sells|Lugworm|2}} {{Sells|Pill Bug|31}} {{Sells|Muddy Water|76}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3,500}}",ge-npc-pages
Tataru,273500,2012-06-01T23:47:54Z,0,Tataru,Lalafell,Dunesfolk,Female,,Ul'dah,Ul'dah,Merchant Wards,4-4,Instance,,ge-npc-pages
Tatasako,423371,2010-10-02T20:22:52Z,0,Tatasako,Lalafell,Plainsfolk,Male,,Limsa Lominsa,Limsa Lominsa,Lower Decks,5-6,,,ge-npc-pages
Tatasha,485529,2012-04-29T03:15:47Z,0,Tatasha,Lalafell,,Female,,Ul'dah,Ul'dah,The Coliseum,5-5,,,ge-npc-pages
Taylor,474128,2011-07-22T08:55:04Z,0,Taylor,Hyur,Midlander,Male,Merchant,,Western Thanalan,Ferry Docks Western Thanalan,4-26,,,ge-npc-pages
Tefh Moshroca,423396,2010-10-02T16:40:25Z,0,Tefh Moshroca,Miqo'te,Keepers of the Moon,Female,,Limsa Lominsa,Limsa Lominsa,Coral Tower,5-2,,,ge-npc-pages
Tegogo,345964,2012-06-07T04:03:17Z,0,Tegogo,Lalafell,Plainsfolk,Female,,Gridania,Gridania,The Lotus Stand,3-2,Instance,,ge-npc-pages
Teledji Adeledji (1.x),346480,2012-06-07T04:33:32Z,0,Teledji Adeledji,Lalafell,Dunesfolk,Male,Syndicate Member,Ul'dah,Ul'dah,The Fragrant Chamber,1-1,Instance,,ge-npc-pages
Telent,502438,2012-05-15T18:42:16Z,0,Telent,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,Stillglade Fane,2-1,,,ge-npc-pages
