npc_name,ge_page_title,join_pass,client_display_name,actor_id_count,actor_ids,actor_id_prefixes,race,clan,gender,occupation,affiliation,zones,map_coords
Lolorito,Lolorito,exact,lolorito,1,1060012,10,Lalafell,Dunesfolk,Male,Syndicate Member,Ul'dah,Ul'dah,1-1
Long-legged Lady,Long-legged Lady,exact,long-legged lady,1,1001112,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah Opening,4-7
Lonsygg,Lonsygg,exact,lonsygg,1,1000951,10,Roegadyn,Sea Wolves,Male,Wood Wailer,Gridania,Gridania,7-6
Lorhzant,Lorhzant,exact,lorhzant,1,1500005,15,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,4-5
Lougblaet,Lougblaet,exact,lougblaet,1,1001342,10,Roegadyn,Hellsguard,Male,,Gridania,North Shroud,24-13
Louisoix,Louisoix,exact,louisoix,1,1060022,10,Elezen,Wildwood Elezen,Male,,Sharlayan,Gridania,6-2
Loutish Lad,Loutish Lad,exact,loutish lad,1,1001494,10,Hyur,Midlander,Male,,Ul'dah,Ul'dah Opening,4-7
Louviaune,Louviaune,exact,louviaune,1,1000165,10,Elezen,Wildwood Elezen,Female,Merchant,Limsa Lominsa,Limsa Lominsa,6-6
Ludovraint,Ludovraint (1.x),exact,ludovraint,1,1500073,15,Elezen,Wildwood Elezen,Male,Gatewarden,Ul'dah,Central Thanalan,27-25
Luilda,Luilda,exact,luilda,1,1001082,10,Hyur,Midlander,Female,,Gridania,Gridania,6-3
Luitfrid,Luitfrid,exact,luitfrid,1,1000568,10,Hyur,Highlander,Male,,Gridania,Gridania,8-2
Lulumo,Lulumo,exact,lulumo,1,1001429,10,Lalafell,,Male,,Ul'dah,Ul'dah,5-3
Lulutsu,Lulutsu,exact,lulutsu,1,1000863,10,Lalafell,,Male,,Ul'dah,Ul'dah,
Lunnie,Lunnie (1.x),exact,lunnie,1,1500209,15,Elezen,,Male,,Ul'dah,Ul'dah,
Lycelle,Lycelle (1.x),exact,lycelle,1,1500108,15,Elezen,,Female,,Ishgard,Coerthas Western Highlands,19-19
Lyngsath Doesfalksyn,Lyngsath,exact,lyngsath,1,1000139,10,Roegadyn,Sea Wolves,Male,Guildmaster,Limsa Lominsa,Limsa Lominsa,3-7
Lyngwaek,Lyngwaek,exact,lyngwaek,1,1000647,10,Roegadyn,,Male,,Ul'dah,Ul'dah,
M'septha,M'septha,exact,m'septha,1,1500392,15,Miqo'te,Seekers of the Sun,Female,Mercantile House Representative,Limsa Lominsa,Limsa Lominsa,7-5
M'zimzizi,M'zimzizi (1.x),exact,m'zimzizi,1,1000061,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,7-7
Maddeline,Maddeline,exact,maddeline,1,1001078,10,Hyur,Midlander,Female,,Gridania,Gridania,7-3
Maddened Miner,Maddened Miner,exact,maddened miner,1,1001284,10,,,,,Ul'dah,Ul'dah,6-6
Maenne,Maenne,exact,maenne,1,1600121,16,,,,Merchant,Gridania,North Shroud,20-20
Maetistym,Maetistym,exact,maetistym,1,1000337,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,5-6
Magaswyn,Magaswyn,exact,magaswyn,1,1001308,10,Roegadyn,Sea Wolves,Male,,,Eastern La Noscea,31-18
Maisenta,Maisenta,exact,maisenta,1,1001188,10,Hyur,Midlanders,Female,Wholesale Merchant,Gridania,Gridania,8-5
Maisie,Maisie,exact,maisie,1,1000173,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,6-6
Maladjusted Midlander,Maladjusted Midlander,exact,maladjusted midlander,1,6000343,60,Hyur,Midlander,Female,,Gridania,Gridania,
Malicious Miqo'te,Malicious Miqo'te,exact,malicious miqo'te,1,1001226,10,Miqo'te,Seekers of the Sun,Female,,Ala Mhigo,Western Thanalan,13-35
Mamaza,Mamaza,exact,mamaza,1,1000652,10,Lalafell,,Female,Miner,Ul'dah,Ul'dah,6-6
Mammet,Mammet (Eshtaime's Lapidaries),exact,mammet,5,1001451 1001452 1001453 1001454 1001455,10,Mammet,,,,Ul'dah,Ul'dah,6-6
Mammet,Mammet (Eshtaimes Lapidaries Ladder),exact,mammet,5,1001451 1001452 1001453 1001454 1001455,10,Mammet,,,,Ul'dah,Ul'dah,6-6
Mammet,Mammet (Frondale's Phrontistery),exact,mammet,5,1001451 1001452 1001453 1001454 1001455,10,Mammet,,,,Ul'dah,Ul'dah,5-6
Mammet,Mammet (Merchant Strip),exact,mammet,5,1001451 1001452 1001453 1001454 1001455,10,Mammet,,,,Ul'dah,Ul'dah,5-4
Mammet,Mammet (Sunsilk Tapestries),exact,mammet,5,1001451 1001452 1001453 1001454 1001455,10,Mammet,,,,Ul'dah,Ul'dah,6-5
Manic Miner,Manic Miner,exact,manic miner,1,1001283,10,,,,,Ul'dah,Ul'dah,6-6
Manine,Manine,exact,manine,1,1500068,15,Elezen,Wildwood Elezen,Female,Gatewarden,Gridania,Central Shroud,32-33
Mannskoen,Mannskoen,exact,mannskoen,1,1000142,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,2-6
Marcelain,Marcelain (1.0),exact,marcelain,1,1600082,16,Elezen,Duskwight Elezen,Male,Merchant,Limsa Lominsa,Limsa Lominsa,7-7
Marcelloix,Marcelloix (1.x),exact,marcelloix,1,1000596,10,Elezen,Duskwight Elezen,Male,Carpenter,Gridania,,
Marcette,Marcette,exact,marcette,1,1001583,10,Elezen,Wildwood Elezen,Female,Researcher,Gridania,Gridania,6-5
Mareillie,Mareillie,exact,mareillie,1,1001508,10,Elezen,Wildwood Elezen,Female,Yellowjacket,Limsa Lominsa,Limsa Lominsa,6-4
Marette,Marette,other-locale,serpent lieutenant marette,2,1001620 1002106,10,Elezen,Wildwood Elezen,Female,Event NPC,Gridania,Gridania,6-5
Margerete,Margerete,spelling-folded,margarete,1,1000645,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,7-5
Maroile,Maroile,exact,maroile,1,1000512,10,Elezen,Duskwight Elezen,Male,,Gridania,Gridania,2-1
Martiallais,Martiallais (1.0),exact,martiallais,1,1000134,10,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Limsa Lominsa,7-7
Martine,Martine,exact,martine,1,1000656,10,Hyur,Midlander,Male,,Ul'dah,Ul'dah,6-5
Matheonien,Matheonien,exact,matheonien,1,1600021,16,Elezen,Wildwood Elezen,Male,Merchant,Gridania,Gridania,7-3
Mathye,Mathye,exact,mathye,1,1001432,10,Hyur,Highlander,Male,Wood Wailer,Gridania,Gridania,6-7
Maunie,Maunie,exact,maunie,1,1000271,10,Elezen,,Female,,Limsa Lominsa,Limsa Lominsa,7-5
Meara,Meara,exact,meara,1,1500115,15,Hyur,Midlander,Female,Repair Merchant,Gridania,Gridania,3-8
Meditative Miqo'te,Meditative Miqo'te,exact,meditative miqo'te,1,1000993,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,5-5
Melancholy Miner,Melancholy Miner,exact,melancholy miner,2,1000697 1700020,10 17,Elezen,Wildwood Elezen,Female,Miner,Ul'dah,Ul'dah,6-6
Melisie,Melisie (1.x),exact,melisie,1,1001009,10,Elezen,,Female,,Ul'dah,Ul'dah,5-4
Memama,Memama,exact,memama,1,1001706,10,Lalafell,,Female,,Gridania,Gridania,6-6
Memenugu,Memenugu,exact,memenugu,1,1001913,10,Lalafell,Dunesfolk,Male,,Ishgard,Mor Dhona,17-20
Meredithe,Meredithe,exact,meredithe,1,1001993,10,Hyur,Midlander,Female,Event NPC,,Ul'dah,5-3
Merewina,Merewina,exact,merewina,1,1500125,15,Hyur,Midlander,Female,,,Limsa Lominsa,5-7
Merlwyb Bloefhiswyn,Merlwyb,exact,merlwyb,2,1001568 1002025,10,Roegadyn,Sea Wolves,Female,Admiral,Limsa Lominsa,Limsa Lominsa,0-0
Merlzirn,Merlzirn,exact,merlzirn,1,1000472,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,6-2
Merodaulyn,Merodaulyn,exact,merodaulyn,1,1000008,10,,,Male,,,,
Mestonnaux,Mestonnaux,exact,mestonnaux,1,1001103,10,Elezen,Duskwight Elezen,Male,,Gridania,Gridania,4-3
Mharelak,Mharelak,exact,mharelak,1,1001063,10,Roegadyn,,Male,,Limsa Lominsa,Limsa Lominsa,4-7
Mhustym,Mhustym,exact,mhustym,1,1000678,10,Roegadyn,,Male,,Ishgard,Coerthas Western Highlands,19-19
Mianne,Mianne,exact,mianne,1,1000832,10,Elezen,,Female,,Gridania,Gridania,8-5
Mildthryth,Mildthryth,exact,mildthryth,1,1500078,15,Hyur,Midlander,Female,Gatewarden,Ishgard,Coerthas Central Highlands,18-39
Milgogo,Milgogo,exact,milgogo,1,1001422,10,Lalafell,,Male,Syndicate Bodyguard,Ul'dah,Ul'dah,6-5
Militia Archer,Militia Archer (Aleport),exact,militia archer,3,1002075 1002076 1002077,10,Roegadyn,Sea Wolves,Male,Militia Archer,Limsa Lominsa,Western La Noscea,11-23
Militia Archer,Militia Archer (Hyrstmill),exact,militia archer,3,1002075 1002076 1002077,10,Elezen,Wildwood Elezen,Male,Militia Archer,Gridania,North Shroud,
Militia Captain Carmine,Militia Captain Carmine,exact,militia captain carmine,2,1500317 1500341,15,Hyur,Midlander,Male,Militia Captain,Ul'dah,"Eastern Thanalan, The Battle for the Golden Bazaar",38-19
Militia Captain Rhotblaet,Militia Captain Rhotblaet,exact,militia captain rhotblaet,2,1500315 1500340,15,Roegadyn,Sea Wolves,Male,Militia Captain,Limsa Lominsa,"Western La Noscea, The Battle for Aleport",12-23
Militia Captain Rontremont,Militia Captain Rontremont,exact,militia captain rontremont,2,1500319 1500342,15,Elezen,Wildwood Elezen,Male,Militia Captain,Gridania,"North Shroud, The Battle for Hyrstmill",
Militia Outrider,Militia Outrider,exact,militia outrider,1,1500205,15,Hyur,Midlander,Male,,,"Central Thanalan, Lower La Noscea, Central Shroud","25-26, 26-31, 25-28"
Militia Quartermaster B'davzzi,Militia Quartermaster B'davzzi,exact,militia quartermaster b'davzzi,2,1500433 1500435,15,Miqo'te,Seekers of the Sun,Female,Militia Quartermaster,Limsa Lominsa,"Western La Noscea, The Battle for Aleport",12-23
Militia Quartermaster Dhebi Polaali,Militia Quartermaster Dhebi Polaali,exact,militia quartermaster dhebi polaali,2,1500320 1500387,15,Miqo'te,Keepers of the Moon,Female,Militia Quartermaster,Gridania,North Shroud,
Militia Quartermaster P'lhabgo,Militia Quartermaster P'lhabgo,exact,militia quartermaster p'lhabgo,2,1500434 1500436,15,Miqo'te,Seekers of the Sun,Female,Militia Quartermaster,Ul'dah,"Eastern Thanalan, The Battle for the Golden Bazaar",38-19
Millith Ironheart,Millith Ironheart (1.x),exact,millith ironheart,1,1500278,15,Hyur,Midlander,Female,Archeologist,Gridania,South Shroud,35-43
Mimidoa Nanadoa,Mimidoa,exact,mimidoa,4,1000176 1001518 9114465 9114466,10 91,Lalafell,,Male,Blacksmith,Limsa Lominsa,Limsa Lominsa,x-x
Mimina,Mimina,exact,mimina,1,1500099,15,Lalafell,Plainsfolk,Female,Quartermaster,Ul'dah,Central Thanalan,27-26
Mimio,Mimio,other-locale,flame sergeant mimio mio,2,1001625 1002111,10,Lalafell,Dunesfolk,Male,Event NPC,Ul'dah,Ul'dah,5-3
Mimiroon,Mimiroon,exact,mimiroon,1,1000221,10,Qiqirn,,,,Limsa Lominsa,Limsa Lominsa,4-7
Mimishu,Mimishu,exact,mimishu,1,1001472,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-3
Minerva,Minerva (1.x),exact,minerva,1,1000783,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,6-4
Minfilia,Minfilia,exact,minfilia,1,1000843,10,Hyur,Midlander,Female,Leader,Ul'dah,Ul'dah,4-4
Miounne,Miounne,exact,miounne,2,1000230 1700029,10 17,Elezen,Duskwight Elezen,Female,Tavernkeeper,Gridania,Gridania,6-6
Miraudont,Miraudont,exact,miraudont,1,1000671,10,Elezen,,Male,,Gridania,North Shroud,20-20
Mitainie,Mitainie,exact,mitainie,1,1000072,10,Elezen,Wildwood Elezen,Female,Wood Wailer,Gridania,Gridania,5-6
Miyaya,Miyaya,exact,miyaya,1,1001074,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-6
Moenskaet the Honorbound,Moenskaet the Honorbound,exact,moenskaet the honorbound,1,1000489,10,Roegadyn,,Male,,,,
Mohtfryd,Mohtfryd,exact,mohtfryd,1,1001170,10,Roegadyn,Sea wolves,Male,Miner,Ul'dah,Ul'dah,6-6
Momodi,Momodi,exact,momodi,1,1000841,10,Lalafell,Dunesfolk,Female,Tavernkeeper,Ul'dah,Ul'dah,4-6
Momofu,Momofu,exact,momofu,1,1500418,15,Lalafell,,Female,Repair Merchant,Limsa Lominsa,Lominsan Mercantile House,1-1
Momoga,Momoga,exact,momoga,1,1001848,10,Lalafell,Plainsfolk,Female,Event NPC,,Gridania,6-5
Momoroon,Momoroon,exact,momoroon,1,1500293,15,Qiqirn,,,Black Market Vendor,Limsa Lominsa,Limsa Lominsa,6-5
Momoroto,Momoroto (1.0),exact,momoroto,1,1500080,15,Lalafell,,Male,Gatewarden,,Coerthas Eastern Lowlands,29-52
Monh Mujuuk,Monh Mujuuk,exact,monh mujuuk,1,1500251,15,Miqo'te,Keepers of the Moon,Female,Repair Merchant,Ul'dah,Central Thanalan,27-26
Montorgains,Montorgains,exact,montorgains,1,1600120,16,Elvaan,,Male,,,Northern Thanalan,25-13
Mordyn,Mordyn,exact,mordyn,1,1000492,10,Hyur,Highlander,Male,Pirate,Limsa Lominsa,,
Morgant,Morgant (1.x),exact,morgant,1,1500396,15,Hyur,,Male,Repair Merchant,Limsa Lominsa,Lominsan Mercantile House,1-1
Moruith,Moruith,exact,moruith,1,1000632,10,Hyur,Midlander,Female,Guild Merchant,Ul'dah,Ul'dah,5-4
Morys,Morys,exact,morys,2,1000505 1000506,10,Hume,Midlander,Male,,Gridania,Central Shroud,25-32
Motte,Motte,exact,motte,1,1001592,10,Hyur,Midlander,Female,Event NPC,Limsa Lominsa,Limsa Lominsa,7-6
Morechaux,Mourechaux,exact,mourechaux,1,1000628,10,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,2-1
Mudede,Mudede,exact,mudede,1,1001790,10,Lalafell,Plainsfolk,Female,Event NPC,Gridania,Gridania,6-5
Mumpish Miqo'te,Mumpish Miqo'te,exact,mumpish miqo'te,1,1000992,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah Opening,4-7
Mumuepo,Mumuepo the Beholden,exact,mumuepo,2,1000844 1000845,10,Lalafell,Dunesfolk,Male,,Ul'dah,Ul'dah,
Mumukiya,Mumukiya,exact,mumukiya,3,1001165 1001755 1001763,10,Lalafell,Plainsfolk,Male,Miner,Ul'dah,Ul'dah,6-6
Mumuko,Mumuko,exact,mumuko,1,1600025,16,Lalafell,Plainsfolk,Female,Merchant,Gridania,Gridania,8-3
Mumutano,Mumutano (1.x),exact,mumutano,1,1001423,10,Lalafell,,Male,Syndicate Guard,Ul'dah,Ul'dah,6-5
Mun-Tuy Battlewarden,Mun-Tuy Battlewarden,exact,mun-tuy battlewarden,1,1500042,15,Hyur,Highlander,Male,Battlewarden,Gridania,The Mun-Tuy Cellars,7-6
Murlskylt,Murlskylt,exact,murlskylt,1,1001704,10,Roegadyn,,Male,,Limsa Lominsa,Limsa Lominsa,1-1
Muscle-bound Deckhand,Muscle-bound Deckhand,exact,muscle-bound deckhand,1,1000261,10,lalafell,Plainsfolk,Male,,Limsa Lominsa,Limsa Lominsa,3-5
Muscular Miner,Muscular Miner,exact,muscular miner,2,1000690 1700013,10 17,Roegadyn,Sea Wolves,Male,,,Ul'dah,x-x
Mutamix Bubblypots,Mutamix Bubblypots,exact,mutamix bubblypots,1,1001727,10,Goblin,,Male,Materia Mentor,,Central Thanalan,29-20
Myles,Myles,exact,myles,1,1001348,10,Hyur,Midlanders,Male,,Gridania,South Shroud,44-47
Mynadaeg,Mynadaeg,exact,mynadaeg,1,1000130,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,6-2
Myndeidin,Myndeidin,exact,myndeidin,1,1001300,10,Roegadyn,Sea Wolf,Male,,Limsa Lominsa,Western La Noscea,12-24
Mytesyn,Mytesyn,exact,mytesyn,1,1000167,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,7-5
N'canago,N'canago,exact,n'canago,1,1600063,16,Miqo'te,,Female,Merchant,,Coerthas Central Highlands,
N'nagali,N'nagali,exact,n'nagali,1,1000336,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,5-5
N'nmulika,N'nmulika,exact,n'nmulika,1,1000153,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,6-6
Nahctahr,Nahctahr,exact,nahctahr,1,1000613,10,Roegadyn,Sea Wolves,Male,Quartermaster,Limsa Lominsa,Lower La Noscea,25-29
Naida Zamaida,Naida Zamaida,exact,naida zamaida,1,1000955,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-4
Naih Khamazom,Naih Khamazom,exact,naih khamazom,1,1600119,16,Miqote,Keepers of the Moon,Female,Merchant,Gridania,Gridania,6-6
Nanaka,Nanaka,exact,nanaka,1,1000276,10,Lalafell,,Female,,Limsa Lominsa,Limsa Lominsa,7-5
Nanapiri,Nanapiri,exact,nanapiri,1,1000136,10,Lalafell,,Male,,Limsa Lominsa,Limsa Lominsa,4-7
Nanawa Mines Battlewarden,Nanawa Mines Battlewarden,exact,nanawa mines battlewarden,1,1500031,15,Lalafell,,Male,Battlewarden,Ul'dah,Nanawa Mines,6-6
Nashu Mhakaracca,Nashu Mhakaracca,exact,nashu mhakaracca,2,1001996 1002100,10,Miqo'te,Keepers of the Moon,Female,Inspector's Aide,,"Ul'dah, Gridania","5-5, 5-5"
Nathaniel,Nathaniel,exact,nathaniel,1,1001349,10,Hyur,Midlanders,Male,,Gridania,South Shroud,44-47
Navarre,Navarre,exact,navarre,1,1500391,15,Hyur,Midlander,Male,Mercantile House Representative,Limsa Lominsa,Lominsan Mercantile House,1-1
Ndha Jakkya,Ndha Jakkya,exact,ndha jakkya,1,1500107,15,Miqo'te,,Female,,,Coerthas Central Lowlands,33-35
Neale,Neale,exact,neale,1,1000090,10,Hyur,Midlander,Male,,Limsa Lominsa,Limsa Lominsa,4-7
Nedrick Ironheart,Nedrick Ironheart,exact,nedrick ironheart,1,1500277,15,Hyur,Midlander,Male,Topographer,,Coerthas Eastern Lowlands,63-34
Nellaure,Nellaure,exact,nellaure,1,1000821,10,Elezen,Wildwood Elezen,Female,,Gridania,Gridania,5-5
Nenekani,Nenekani,exact,nenekani,1,1001374,10,Lalafell,,Male,,,Ul'dah,4-4
Nenekko,Nenekko,exact,nenekko,2,1000604 1000888,10,Lalafell,,Female,,Ul'dah,Ul'dah,
Nervous Barracuda Knight,Nervous Barracuda Knight,exact,nervous barracuda knight,1,1000096,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,2-6
Neymi Funomi,Neymi Funomi,exact,neymi funomi,1,1001716,10,Lalafell,,Male,,Ul'dah,Ul'dah,
Neymumu,Neymumu,exact,neymumu,1,1001419,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-6
Nhagi Amariyo,Nhagi Amariyo,exact,nhagi amariyo,1,1000653,10,Miqo'te,Keepers of the Moon,Female,Dancer,Ul'dah,Ul'dah,6-6
Nheu Jawantal,Nheu Jawantal,exact,nheu jawantal,1,1000248,10,Miqo'te,Keepers of the Moon,Female,,Limsa Lominsa,Limsa Lominsa,6-2
Nicia,Nicia,exact,nicia,1,1001434,10,Hyur,Midlander,Female,Wood Wailer,Gridania,Gridania,5-6
Nicolaa,Nicolaa,exact,nicolaa,1,1001841,10,Hyur,Midlander,Female,Event NPC,,Limsa Lominsa,7-6
Nicoliaux,Nicoliaux,exact,nicoliaux,3,1000409 1002071 1700025,10 17,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,5-5
Nine Ivies Battlewarden,Nine Ivies Battlewarden,exact,nine ivies battlewarden,1,1500035,15,Hyur,Highlander,Male,Battlewarden,Gridania,East Shroud,48-29
Ninianne,Ninianne,exact,ninianne,1,1000473,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,5-2
Ninipu,Ninipu,exact,ninipu,1,1001824,10,Lalafell,Dunesfolk,Male,Event NPC,,Limsa Lominsa,7-6
Niublaet,Niublaet,exact,niublaet,1,1000488,10,Roegadyn,,Male,,,,
Noes,Noes,exact,noes,1,1000630,10,Hyur,Midlander,Male,,Gridania,Gridania,6-2
Nogeloix,Nogeloix,exact,nogeloix,1,1000597,10,Elezen,Wildwood Elezen,Male,,Ul'dah,Ul'dah,5-6
Nokksu Shanksu,Nokksu Shanksu,exact,nokksu shanksu,1,1001438,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-5
Noline,Noline,exact,noline,1,1000158,10,Elezen,,Female,Guild Merchant,Limsa Lominsa,Limsa Lominsa,7-3
Nomomo,Nomomo,exact,nomomo,1,1001392,10,Lalafell,Plainsfolk,Female,,Ul'dah,Central Thanalan,27-25
Nonco Menanco,Nonco Menanco,exact,nonco menanco,1,1000430,10,Lalafell,Plainsfolk,Male,,Gridania,Gridania,6-6
Nonolato,Nonolato,exact,nonolato,1,1000463,10,Lalafell,Plainsfolk,Male,,Gridania,Gridania,8-5
Nonoru,Nonoru,exact,nonoru,1,1001377,10,Lalafell,,Female,,,Ul'dah,4-4
Nonosu,Nonosu,exact,nonosu,1,1600078,16,Lalafell,,Female,Merchant,Ul'dah,Ul'dah,4-5
Nonowato,Nonowato (1.x),exact,nonowato,1,1500409,15,Lalafell,,Male,Repair Merchant,Ul'dah,Ul'dahn Mercantile House,1-1
Norbettaux,Norbettaux (1.x),exact,norbettaux,1,1600041,16,Elezen,Wildwood Elezen,Male,Merchant,Ul'dah,Ul'dah,7-6
Norlaise,Norlaise,exact,norlaise,1,1600117,16,,,,Merchant,Gridania,West Shroud,32-12
Nortmoen,Nortmoen (1.0),exact,nortmoen,1,1600042,16,Roegadyn,Sea Wolves,Male,Merchant,Ul'dah,Ul'dah,6-6
Notrelchamps,Notrelchamps,exact,notrelchamps,1,1001461,10,Elezen,Duskwight Elezen,Male,Guild Merchant,Limsa Lominsa,Limsa Lominsa,7-7
Nuala,Nuala,exact,nuala,1,1000681,10,Hyur,Midlander,Female,,Gridania,Gridania,8-2
Nunuba,Nunuba,exact,nunuba,1,1000004,10,Lalafell,Dunesfolk,Female,,Limsa Lominsa,Limsa Lominsa,7-4
Nymiene,Nymiene,exact,nymiene,1,1001578,10,,,Female,,,Thanalan,22-29
Nystbyrm,Nystbyrm,exact,nystbyrm,1,1600007,16,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,5-5
Nyunoeya,Nyunoeya,exact,nyunoeya,1,1000633,10,Roegadyn,,Male,Guild Merchant,Ul'dah,Ul'dah,4-5
O'adebh,O'adebh,exact,o'adebh,1,1001299,10,Miqote,Seekers of the Sun,Female,,Limsa Lominsa,Western La Noscea,11-24
O'dhinek,O'dhinek,exact,o'dhinek,1,1000829,10,Miqo'te,Seekers of the Sun,Female,,Gridania,Gridania,8-5
O'kalkaya,O'kalkaya,exact,o'kalkaya,1,1000491,10,,,,,,,
O'pondhao,O'pondhao,exact,o'pondhao,1,1000781,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,4-6
O-App-Pesi,O-App-Pesi,exact,o-app-pesi,3,1000033 1000235 1000679,10,Padjal,,Male,Conjurer,Gridania,,
Obili Tambili,Obili Tambili,exact,obili tambili,1,1001073,10,Lalafell,,Male,,Ul'dah,Ul'dah,5-6
Ococo,Ococo,exact,ococo,1,1000666,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-3
Odeve,Odeve,exact,odeve,1,1001360,10,Elezen,,Female,,,,61-33
Odibrand,Odibrand,exact,odibrand,1,1500152,15,Hyur,Midlander,Male,Merchant,Gridania,Armorfitters Den,1-1
Odilie,Odilie,exact,odilie,1,1000434,10,Elezen,Wildwood Elezen,Female,,Gridania,Gridania,6-6
Oefyrblaet,Oefyrblaet,exact,oefyrblaet,1,1000642,10,Roegadyn,,Male,,Ul'dah,Ul'dah,5-6
Oha-Sok,Oha-Sok,exact,oha-sok,1,1060030,10,Elemental,,,,,North Shroud,
Olyffe,Olyffe,exact,olyffe,1,1001842,10,Hyur,Midlander,Female,Event NPC,,Gridania,6-5
Onguen,Onguen,exact,onguen,1,1000074,10,Hyur,Midlander,Female,,Gridania,Gridania,4-3
Onyx-haired Adventurer,Onyx-haired Adventurer,exact,onyx-haired adventurer,1,1000098,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,5-7
Ophellia,Ophellia,exact,ophellia,1,1001843,10,Hyur,Midlander,Female,Event NPC,,Ul'dah,5-3
Opyltyl,Opyltyl,exact,opyltyl,1,1000236,10,Roegadyn,,Male,,Gridania,Gridania,4-3
Orrick,Orrick,exact,orrick,1,1500274,15,Hyur,Midlander,Male,,,Ul'dah,5-3
Orrick Ballard,Orrick Ballard,surname-dropped,orrick,1,1500274,15,,,,,,,
Ortefauchel,Ortefauchel,exact,ortefauchel,1,1001499,10,Elezen,Duskwight Elezen,Male,Gatekeeper,Ishgard,Coerthas Central Highlands,18-35
Ortolf,Ortolf,exact,ortolf,1,1000348,10,Hyur,Highlander,Male,,Limsa Lominsa,Limsa Lominsa,5-6
Oscarlet,Oscarlet (1.x),exact,oscarlet,1,1500431,15,Elezen,Wildwood Elezen,Male,Merchant,Gridania,North Shroud,
Osgar,Osgar,exact,osgar,1,1600017,16,Hume,Highlander,Male,Merchant,Gridania,Gridania,6-5
Ositha,Ositha,exact,ositha,1,1000194,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,4-7
Ossuary Almstaker,Ossuary Almstaker (NPC),exact,ossuary almstaker,1,1000605,10,Lalafell,Dunesfolk,Female,Almstaker,Ul'dah,Western Thanalan,14-34
Otho,Otho,exact,otho,1,1001333,10,Hyur,Highlander,Male,,Ala Mhigo,Eastern Thanalan,32-38
Otopa Pottopa,Otopa Pottopa,exact,otopa pottopa,1,1000864,10,Lalafell,Plainsfolk,Male,,Ul'dah,Ul'dah,4-6
Ouvielle,Ouvielle,exact,ouvielle,1,1000907,10,Elezen,,Female,,,Eastern Thanalan,
Over Competitive Adventurer,Over Competitive Adventurer,punctuation-folded,overcompetitive adventurer,1,1000807,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,4-6
Over-eager Barracuda Knight,Over-eager Barracuda Knight,punctuation-folded,overeager barracuda knight,1,1000107,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,2-6
Overweening Thaumaturge,Overweening Thaumaturge,exact,overweening thaumaturge,1,1000607,10,Lalafell,,Female,,Ul'dah,Ul'dah,4-5
Overweening Woman,Overweening Woman,exact,overweening woman,1,1000259,10,Lalafell,,Female,,Limsa Lominsa,Limsa Lominsa,6-3
Owyne,Owyne,exact,owyne,1,1001436,10,Hyur,Midlander,Male,Wood Wailer,Gridania,Gridania,4-4
Owyne Cosserand,Owyne Cosserand,surname-dropped,owyne,1,1001436,10,,,,,,,
P'ndolobo,P'ndolobo,exact,p'ndolobo,1,1600006,16,Miqo'te,Seekers of the Sun,Female,Merchant,Limsa Lominsa,Limsa Lominsa,5-5
P'sonjha,P'sonjha,exact,p'sonjha,1,1600043,16,Miqo'te,Seekers of the Sun,Female,Merchant,Ul'dah,Ul'dah,6-4
