mob_name,ge_page_title,join_pass,client_display_name,mob_range_actor_ids,other_range_actor_ids,client_race_id,client_race_name,client_race_block,client_plural,spawn_container,client_leve,client_quest,client_proper_name,ge_family,removed_before_arr,notorious_monster,level_low,level_high,hp_low,hp_high
Lily of the Vale,Lily of the Vale,exact,lily of the vale,2302704,,1027,Flytrap,,lilies of the vale,instanced-dungeon,,,0,Landtrap,0,,53,,,
Lindwurm,Lindwurm,exact,lindwurm,2100203 2100204 2100209 2200202 2200203,,1002,Raptor,,lindwurms,persistent | leve-or-quest,,,0,Raptor,0,,65,74,4124,4923
Little Apkallu,Little Apkallu,exact,little apkallu,2102901,,1029,Apkallu,,little apkallus,persistent,,,0,Apkallu,0,,50,54,2047,2214
Lone Coeurl,Lone Coeurl,exact,lone coeurl,2103203,,1032,Couerl,,lone coeurls,persistent,,,0,Coeurl,0,Yes,22,,3728,
Lone Wolf,Lone Wolf,exact,lone wolf,2101401 2101402,,1014,Wolf/Hyena/Hellhound,,lone wolves,persistent,,,0,Wolf,0,,15,24,1062,1380
Longclaw Galago,Longclaw Galago,exact,longclaw galago,2200503,,1005,Opo-opo,,longclaw galagos,leve-or-quest,,,0,Opo-opo,0,,30,54,439,1234
Longhorn Billygoat,Longhorn Billygoat,exact,longhorn billygoat,2202311,,1023,Aldgoats,,longhorn billygoats,leve-or-quest,,,0,Aldgoat,0,,55,,,
Longhorn Nannygoat,Longhorn Nannygoat,exact,longhorn nannygoat,2202312,,1023,Aldgoats,,longhorn nannygoats,leve-or-quest,,,0,Aldgoat,0,,55,,,
Lost Ewe,Lost Ewe,exact,lost ewe,2106002,,1060,Sheep,,lost ewes,persistent,,,0,Ram,0,,5,9,463,735
Lost Lamb,Lost Lamb (Mob),exact,lost lamb,2106001 2106020 2106021,,1060,Sheep,,lost lamb,persistent,,,0,Ram,0,,1,4,397,606
Lost Wether,Lost Wether,exact,lost wether,2106005 2106006,,1060,Sheep,,lost wethers,persistent,,,0,Ram,0,,1,4,397,735
Loverly Ladybird,Loverly Ladybird,exact,loverly ladybird,2203904,,1039,Weevil,,loverly ladybirds,leve-or-quest,,,0,Beetle,0,,25,29,868,1508
Lowland Billygoat,Lowland Billygoat,exact,lowland billygoat,2202301,,1023,Aldgoats,,lowland billygoats,leve-or-quest,,,0,Aldgoat,0,,30,54,658,1613
Lowland Nannygoat,Lowland Nannygoat,exact,lowland nannygoat,2202304 2202305,,1023,Aldgoats,,lowland nannygoats,leve-or-quest,,,0,Aldgoat,0,,20,54,614,1898
Natalan,Lozol Totoloq the Decapitator,exact,lozol totoloq the decapitator,2106466,,1064,Ixal,,Lozol Totoloq the Decapitator,persistent,,,1,Ixal,0,Yes,59,59,,
Lunar Fragment,Lunar Fragment,exact,lunar fragment,2210903 2210905 2210907 2210908 2210910 2210912 2210913,,1109,アニマオブジェクト,,lunar fragments,leve-or-quest,,,0,Unknown,0,,45,,,
Lunar Golem,Lunar Golem,exact,lunar golem,2208904 2208906 2208907 2208908,,1089,Golem (1.2),,lunar golems,leve-or-quest,,,0,Golem,0,,50,,,
Lunging Lemur,Lunging Lemur,exact,lunging lemur,2200510,,1005,Opo-opo,,lunging lemurs,leve-or-quest,,,0,Opo-opo,0,,40,52,,
Mad Angler,Mad Angler,exact,mad angler,2104504 2104515 2104516 2104517,,1045,Angler,,mad anglers,persistent,,,0,Angler,0,,35,39,1116,1407
Mad Karakul Ewe,Mad Karakul Ewe,exact,mad karakul ewe,2106011 2106012,,1060,Sheep,,mad karakul ewes,persistent,,,0,Ram,0,,45,49,2120,2293
Magicked Bones,Magicked Bones,exact,magicked bones,2101901 2101902,,1019,Wight,,magicked bones,persistent,,,0,Wight,0,,25,34,1578,2054
Magitek Transmitter,Magitek Transmitter,exact,magitek transmitter,2210801,1002063,1108,オブジェクト,,magitek transmitters,leve-or-quest,,,0,Unknown,0,,55,,,
Magitek Vanguard,Magitek Vanguard,exact,magitek vanguard,2109001 2109003 2209001 2209003,,1090,キラーマシン(仮),,magitek vanguards,persistent | leve-or-quest,,,0,Magitek Armor,0,,55,58,,
Maidenbug,Maidenbug,exact,maidenbug,2103907,,1039,Weevil,,maidenbugs,persistent,,,0,Beetle,0,,28,39,1164,1993
Maned Wyrmhound,Maned Wyrmhound,exact,maned wyrmhound,2100713,,1007,Basilisk,,maned wyrmhounds,persistent,,,0,Basilisk,0,,75,79,6455,6984
Manipulated Eye,Manipulated Eye,exact,manipulated eye,2201706,1001976,1017,Ahriman,,manipulated eyes,leve-or-quest,,,0,Ahriman,0,Y,55,,,
Manipulated Ogre,Manipulated Ogre,exact,manipulated ogre,2202503,1001975,1025,Ogre,,manipulated ogres,leve-or-quest,,,0,Ogre,0,Y,55,,,
Marshlight,Marshlight,exact,marshlight,2109902,,1099,妖火 (仮),,marshlights,persistent,,,0,Wisp,0,,25,29,1263,1420
Megalocrab,Megalocrab,exact,megalocrab,2207603,,1076,Crab,,megalocrabs,leve-or-quest,Crabs in a Barrel,,0,Crab,0,,30,54,549,1423
Mickle Mouse,Mickle Mouse,exact,mickle mouse,2204027,,1040,Rat,,mickle mice,leve-or-quest,,,0,Rodent,0,,40,52,,
Midge Cloud,Midge Cloud (1.x),exact,midge cloud,2205307 2205308 2205311,,1053,Swarm,,midge clouds,leve-or-quest,,,0,Swarm,0,,3,26,70,537
Migrating Doe,Migrating Doe,exact,migrating doe,2100303 2100304 2200314,,1003,Antelope,,migrating does,persistent | leve-or-quest,,,0,Antelope,0,,34,42,1798,1993
Mildewed Goobbue,Mildewed Goobbue,exact,mildewed goobbue,2103302,,1033,Goobbue,,mildewed goobbues,persistent,,,0,Goobbue,0,,70,74,6717,7267
Mirror Roselet,Mirror Roselet,exact,mirror roselet,2102708,,1027,Flytrap,,mirror roselets,persistent,,A Forbidden Love,0,Landtrap,0,,25,29,921,1154
Mistbeard Buccaneer,Mistbeard Buccaneer,exact,mistbeard buccaneer,2180202 2180203 2180205 2180206 2180208 2180209,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",Mistbeard buccaneers,persistent,,,1,Enemy Humanoid,0,,,,,
Miteling,Miteling,exact,miteling,2101109 2101110 2101113 2201109,,1011,Crab,,mitelings,persistent | leve-or-quest,,Seeds of Initiative,0,Diremite,0,,20,29,1160,1508
Miteling Straggler,Miteling Straggler,exact,miteling straggler,2201114,,1011,Crab,,miteling stragglers,leve-or-quest,,,0,Diremite,0,,33,,,
Mitetrap,Mitetrap,exact,mitetrap,2302702,,1027,Flytrap,,mitetraps,instanced-dungeon,,,0,Landtrap,0,,39,39,,
Moiling Mole,Moiling Mole,exact,moiling mole,2105717,,1057,Hedgemole,,moiling moles,persistent,,Besmitten and Besmirched,0,Mole,0,,15,15,,
Molting Megalocrab,Molting Megalocrab,exact,molting megalocrab,2207601,,1076,Crab,,molting megalocrabs,leve-or-quest,,,0,Crab,0,,25,45,789,1722
Molting Miteling,Molting Miteling,exact,molting miteling,2101111 2101112 2101117 2101118 2101119,,1011,Crab,,molting mitelings,persistent,,,0,Diremite,0,,30,39,1553,1993
Moon-eared Mouse,Moon-eared Mouse,exact,moon-eared mouse,2204023,,1040,Rat,,moon-eared mice,leve-or-quest,,,0,Rodent,0,,25,,1578,
Moon-eyed Mouse,Moon-eyed Mouse,exact,moon-eyed mouse,2204022,,1040,Rat,,moon-eyed mice,leve-or-quest,,,0,Rodent,0,,15,,1179,
Moon-toothed Mouse,Moon-toothed Mouse,exact,moon-toothed mouse,2204024,,1040,Rat,,moon-toothed mice,leve-or-quest,,,0,Rodent,0,,35,,2115,
Moonblind Dodo,Moonblind Dodo,exact,moonblind dodo,2202009,,1020,Cockatrice,,moonblind dodos,leve-or-quest,,,0,Cockatrice,0,,20,,614,
Moraby Mole,Moraby Mole,exact,moraby mole,2105703 2105704,,1057,Hedgemole,,Moraby moles,persistent,,,1,Mole,0,,15,19,1297,1458
Morbol,Morbol,exact,morbol,2101001 2101002 2101009 2201001,,1010,Morbol,,morbols,persistent | leve-or-quest,,,0,Morbol,0,,65,74,5695,6798
Mosshorn Billygoat,Mosshorn Billygoat,exact,mosshorn billygoat,2102309,,1023,Aldgoats,,mosshorn billygoats,persistent,,,0,Aldgoat,0,x,55,,18706,19350
Mosshorn Nannygoat,Mosshorn Nannygoat,exact,mosshorn nannygoat,2102310,,1023,Aldgoats,,mosshorn nannygoats,persistent,,,0,Aldgoat,0,x,55,,18706,19350
Mossy Goobbue,Mossy Goobbue,exact,mossy goobbue,2103303,,1033,Goobbue,,mossy goobbues,persistent,,,0,Goobbue,0,,75,79,7411,8019
Mottled Eft,Mottled Eft,exact,mottled eft,2201301,,1013,Salamander,,mottled efts,leve-or-quest,Off With Their Heads | Slippery Skins,,0,Salamander,0,,40,68,1346,2958
Mountain Peiste,Mountain Peiste,exact,mountain peiste,2100705 2100706 2100720 2100721 2100722,,1007,Basilisk,,mountain peistes,persistent,,,0,Basilisk,0,,50,54,3508,3795
Mudpuppy,Mudpuppy,exact,mudpuppy,2101315 2101316,,1013,Salamander,,mudpuppies,persistent,,,0,Salamander,0,,70,74,7367,7970
Mummer's Lantern,Mummer's Lantern,exact,mummer's lantern,2209904,,1099,妖火 (仮),,mummer's lanterns,leve-or-quest,,,0,Wisp,0,,30,42,,
Mun-Tuy Sapling,Mun-Tuy Sapling,punctuation-folded,muntuy sapling,2302701,,1027,Flytrap,,MunTuy saplings,instanced-dungeon,,,1,Landtrap,0,,39,39,,
Mun-Tuy Squirrel,Mun-Tuy Squirrel,exact,mun-tuy squirrel,2104007,,1040,Rat,,Mun-Tuy squirrels,persistent,,,1,Rodent,0,,30,34,1827,2054
Musk Roseling,Musk Roseling,exact,musk roseling,2102717,,1027,Flytrap,,musk roselings,persistent,,,0,Landtrap,0,,20,20,,
Musk Stag,Musk Stag,exact,musk stag,2200313,,1003,Antelope,,musk stags,leve-or-quest,,,0,Antelope,0,,40,52,,
Myrmidon Drone,Myrmidon Drone,exact,myrmidon drone,2303004,,1030,Antling,,myrmidon drones,instanced-dungeon,,,0,Antling,0,,50,50,,
Myrmidon Guard,Myrmidon Guard,exact,myrmidon guard,2303002,,1030,Antling,,myrmidon guards,instanced-dungeon,,,0,Antling,0,,55,55,,
Myrmidon Princess,Myrmidon Princess,exact,myrmidon princess,2303003,,1030,Antling,,myrmidon princesses,instanced-dungeon,,,0,Antling,0,Y,59,59,,
Myrmidon Sentry,Myrmidon Sentry,exact,myrmidon sentry,2303005,,1030,Antling,,myrmidon sentries,instanced-dungeon,,,0,Antling,0,,56,56,,
Myrmidon Soldier,Myrmidon Soldier,exact,myrmidon soldier,2303001,,1030,Antling,,myrmidon soldiers,instanced-dungeon,,,0,Antling,0,,45,45,,
Naked Mole,Naked Mole,exact,naked mole,2205702 2205704,,1057,Hedgemole,,naked moles,leve-or-quest,Moles for the Mauling | Tunneling Trouble,,0,Mole,0,,3,26,257,780
Napalm,Napalm,exact,napalm,2101607,,1016,Bomb,,napalms,persistent,,,0,Bomb,0,,70,74,,
Natalan Boneknitter,Natalan Boneknitter,exact,natalan boneknitter,2106467 2106468 2106469,,1064,Ixal,,Natalan boneknitters,persistent,,,1,Ixal,0,,50,56,,
Natalan Gatekeeper,Natalan Gatekeeper,exact,natalan gatekeeper,2106449 2106450 2106455 2106456 2106457 2106463 2106464 2106470,,1064,Ixal,,Natalan gatekeepers,persistent,,,1,Ixal,0,,52,56,,
Natalan Logsplitter,Natalan Logsplitter,exact,natalan logsplitter,2106453 2106454,,1064,Ixal,,Natalan logsplitters,persistent,,,1,Ixal,0,,50,56,,
Natalan Pikecarver,Natalan Pikecarver,exact,natalan pikecarver,2106447 2106448,,1064,Ixal,,Natalan pikecarvers,persistent,,,1,Ixal,0,,50,56,,
Natalan Sentry,Natalan Sentry (Gladiator),exact,natalan sentry,2106451 2106458 2106465 2106472,,1064,Ixal,,Natalan sentries,persistent,,,1,Ixal,0,,52,52,,
Natalan Sentry,Natalan Sentry (Lancer),exact,natalan sentry,2106451 2106458 2106465 2106472,,1064,Ixal,,Natalan sentries,persistent,,,1,Ixal,0,,50,56,,
Natalan Sentry,Natalan Sentry (Marauder),exact,natalan sentry,2106451 2106458 2106465 2106472,,1064,Ixal,,Natalan sentries,persistent,,,1,Ixal,0,,53,53,,
Natalan Sentry,Natalan Sentry (Thaumaturge),exact,natalan sentry,2106451 2106458 2106465 2106472,,1064,Ixal,,Natalan sentries,persistent,,,1,Ixal,0,,59,59,,
Natalan Wolftamer,Natalan Wolftamer,exact,natalan wolftamer,2106460 2106461 2106462,,1064,Ixal,,Natalan wolftamers,persistent,,,1,Ixal,0,,50,56,,
Needletail,Needletail,exact,needletail,2101104,,1011,Crab,,needletails,persistent,,,0,Diremite,0,,,,,
Nest Commander,Nest Commander,exact,nest commander,2103005,,1030,Antling,,nest commanders,persistent,,,0,Antling,0,x,36,,15246,
Nestling Buzzard,Nestling Buzzard,exact,nestling buzzard,2101211 2101212 2101213,,1012,Vulture,,nestling buzzards,persistent,,,0,Vulture,0,,37,39,,
Nether Nix,Nether Nix,exact,nether nix,2303102,,1031,Gigantoad,,nether nixes,instanced-dungeon,,,0,Toad,0,,55,,,
Nibbled Toadstool,Nibbled Toadstool,exact,nibbled toadstool,2205907,,1059,Funguar,,nibbled toadstools,leve-or-quest,,,0,Funguar,0,,40,52,,
Nightblade Assassin,Nightblade Assassin,exact,nightblade assassin,2180107 2180108 2180109 2180151 2180152 2280112 2280113 2280114,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Nightblade assassins,persistent | leve-or-quest,,,1,Enemy Humanoid,0,,,,,
Nightwolf,Nightwolf,exact,nightwolf,2201401,,1014,Wolf/Hyena/Hellhound,,nightwolves,leve-or-quest,,,0,Wolf,0,,10,30,276,768
Nix,Nix,exact,nix,2103105 2103106,,1031,Gigantoad,,nixes,persistent,,,0,Toad,0,,65,73,5498,6436
Northern Eft,Northern Eft,exact,northern eft,2201302,,1013,Salamander,,northern efts,leve-or-quest,,,0,Salamander,0,,40,68,1346,2958
Nut Nibbler,Nut Nibbler,exact,nut nibbler,2204026,,1040,Rat,,nut nibblers,leve-or-quest,,,0,Rodent,0,,40,,,
Nutbiter Marmot,Nutbiter Marmot,exact,nutbiter marmot,2204008 2204009,,1040,Rat,,nutbiter marmots,leve-or-quest,,,0,Rodent,0,,3,30,234,823
Nutbreaker Squirrel,Nutbreaker Squirrel,exact,nutbreaker squirrel,2204006,,1040,Rat,,nutbreaker squirrels,leve-or-quest,,,0,Rodent,0,,20,40,410,1081
Nutcracker Squirrel,Nutcracker Squirrel,exact,nutcracker squirrel,2204007,,1040,Rat,,nutcracker squirrels,leve-or-quest,,,0,Rodent,0,,30,54,549,1423
Nutgrabber Marmot,Nutgrabber Marmot,exact,nutgrabber marmot,2104021,,1040,Rat,,nutgrabber marmots,persistent,,Sleepless in Eorzea,0,Rodent,0,,10,10,,
Ocean Roseling,Ocean Roseling (Roselet),exact,ocean roseling,2202701 2202703,,1027,Flytrap,,ocean roselings,leve-or-quest,A Roseling by Any Other Name | Escape Artist,,0,Landtrap,0,,10,40,122,841
Oilbug,Oilbug,exact,oilbug,2103910,,1039,Weevil,,oilbugs,persistent,,A Bitter Oil to Swallow,0,Beetle,0,,17,19,,
Old Six-arms,Old Six-arms,exact,old six-arms,2107614,,1076,Crab,,Old Six-arms,persistent,,Power Struggles,1,Crab,0,x,47,,11020,
Opo-Opo,Opo-opo,exact,opo-opo,2100503 2100504,,1005,Opo-opo,,opo-opos,persistent,,,0,Opo-opo,0,,25,34,1263,1644
Ornery Karakul Ewe,Ornery Karakul Ewe,exact,ornery karakul ewe,2106009 2106010,,1060,Sheep,,ornery karakul ewes,persistent,,,0,Ram,0,,35,39,1693,1876
Orobon,Orobon,exact,orobon,2104505 2104510 2204506,,1045,Angler,,orobon,persistent | leve-or-quest,Bigger Fish to Fry | From the Sea to the Trees | Tickling Whiskers,,0,Angler,0,,35,39,1481,1641
Ossuary Almstaker,Ossuary Almstaker,exact,ossuary almstaker,2289014,1000605,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",Ossuary almstakers,leve-or-quest,,,1,Enemy Humanoid,0,Y,36,36,,
Pack Rat,Pack Rat (1.x),exact,pack rat,2204002,,1040,Rat,,pack rats,leve-or-quest,Send Them Packing,,0,Rodent,0,,10,26,306,732
Painted Ladybug,Painted Ladybug,exact,painted ladybug,2103906,,1039,Weevil,,painted ladybugs,persistent,,,0,Beetle,0,,30,34,1553,1746
Palemoon Parazuzu,Palemoon Parazuzu,exact,palemoon parazuzu,2280108,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Palemoon Parazuzu,leve-or-quest,Wanted: Palemoon Parazuzu,,1,Enemy Humanoid,0,,,,,
Peiste Familiar,Peiste Familiar,exact,peiste familiar,2200708,6500033,1007,Basilisk,,peiste familiars,leve-or-quest,,,0,Basilisk,0,,19,,3181,
Phaia,Phaia,exact,phaia,2101509,,1015,Boar,,Phaia,persistent,,Bard's-Eye View,1,Boar,0,x,47,,28928,
Phantasma,Phantasma,exact,phantasma,2104307 2104308,,1043,Ghost,,phantasmas,persistent,,,0,Ghost,0,,10,14,510,688
Pharosfly,Pharosfly,exact,pharosfly,2105804,,1058,Firefly,,pharosflies,persistent,,,0,Firefly,0,,,,,
Phurble,Phurble,exact,phurble,2104401 2104402 2104405,,1044,Phurble,,phurbles,persistent,Wanted: Soft Evidence,,0,Snurble,0,,50,59,3216,3838
Plague Djigga,Plague Djigga,exact,plague djigga,2205607,,1056,Chigoe,,plague djiggas,leve-or-quest,,,0,Chigoe,0,,40,52,913,1584
Plague Rat,Plague Rat,exact,plague rat,2204001,,1040,Rat,,plague rats,leve-or-quest,A Beardful of Rats | Missing Teeth | My Very First Adventure,,0,Rodent,0,,3,23,234,671
Plain Pudding,Plain Pudding,exact,plain pudding,2103401 2103402,,1034,Flan,,plain puddings,persistent,,,0,Flan,0,,40,44,2402,2598
Plains Footpad,Plains Footpad,exact,plains footpad,2180101,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",plains footpads,persistent,,,0,Enemy Humanoid,0,,29,29,,
Plains Rat,Plains Rat,exact,plains rat,2104003,,1040,Rat,,plains rats,persistent,,,0,Rodent,0,,10,14,1019,1145
Plasma Spark,Plasma Spark,exact,plasma spark,2210001 2210002 2210004,,1100,ウィル・オー・ウィスプ (仮),,plasma sparks,leve-or-quest,,,0,Plasmoid,0,,45,73,1669,2897
Plasmoid,Plasmoid,exact,plasmoid,2110001 2110002 2110005 2210003,,1100,ウィル・オー・ウィスプ (仮),,plasmoids,persistent | leve-or-quest,,,0,Plasmoid,0,,45,49,2517,2723
Poison Flytrap,Poison Flytrap,exact,poison flytrap,2202705,,1027,Flytrap,,poison flytraps,leve-or-quest,,,0,Landtrap,0,,40,68,841,2083
Poisoned Peasant,Poisoned Peasant,exact,poisoned peasant,2304304,,1043,Ghost,,poisoned peasants,instanced-dungeon,,,0,Ghost,0,,56,,,
Popoto-opoto,Popoto-opoto,exact,popoto-opoto,2100509,,1005,Opo-opo,,popoto-opoto,persistent,,,0,Opo-opo,0,,25,25,,
Porcupine,Porcupine,exact,porcupine,2105711 2105712,,1057,Hedgemole,,porcupines,persistent,,,0,Mole,0,,55,64,4032,994
Prince of Pestilence,Prince of Pestilence,exact,prince of pestilence,2100610,,1006,Gnat,,Prince of Pestilence,persistent,,The Pursuit of Power,1,Gnat,0,x,47,,19285,
Princess of Pestilence,Princess of Pestilence,exact,princess of pestilence,2200611,,1006,Gnat,,Princess of Pestilence,leve-or-quest,,,1,Gnat,0,Y,55,,,
Prison Pteroc,Prison Pteroc,exact,prison pteroc,2300101,,1001,Puk,,prison pterocs,instanced-dungeon,,,0,Puk,0,,35,,1481,
Prison Pudding,Prison Pudding,exact,prison pudding,2303401,,1034,Flan,,prison puddings,instanced-dungeon,,,0,Flan,0,,35,,2115,
Pruned Roselet,Pruned Roselet,exact,pruned roselet,2102722 2102723 2102724,,1027,Flytrap,,pruned roselets,persistent,,,0,Landtrap,0,,34,37,,
Pteroc Matron,Pteroc Matron,exact,pteroc matron,2100107 2100108,,1001,Puk,,pteroc matrons,persistent,,,0,Puk,0,,35,39,1481,1641
Pteroctrap,Pteroctrap,exact,pteroctrap,2102714,,1027,Flytrap,,pteroctraps,persistent,,,0,Landtrap,0,,45,49,1855,2007
Pugot,Pugot,exact,pugot,2101508,,1015,Boar,,pugots,persistent,,,0,Boar,0,,75,79,8128,8795
Puk,Puk (1.X),exact,puk,2100102 2100103 2200112,,1001,Puk,,puk,persistent | leve-or-quest,,,0,Puk,0,,20,24,955,1074
Puk Hatchling,Puk Hatchling,exact,puk hatchling,2100101 2100119 2100120 2100121,9220203 9220204 9220205 9220206 9220207 9220208 9220209 9220210,1001,Puk,,puk hatchlings,persistent,,,0,Puk,0,,10,14,714,802
Pukla Puki the Pomburner,Pukla Puki the Pomburner,exact,pukla puki the pomburner,2210405,,1104,モーグリ,,Pukla Puki the Pomburner,leve-or-quest,,,1,Moogle,0,Yes,,,50,
Pukna Pako the Tailturner,Pukna Pako the Tailturner,exact,pukna pako the tailturner,2210407,,1104,モーグリ,,Pukna Pako the Tailturner,leve-or-quest,,,1,Moogle,0,Yes,,,50,
Puksi Piko the Shaggysong,Puksi Piko the Shaggysong,exact,puksi piko the shaggysong,2210406,,1104,モーグリ,,Puksi Piko the Shaggysong,leve-or-quest,,,1,Moogle,0,Yes,50,,,
Puroboros,Puroboros,exact,puroboros,2101608,,1016,Bomb,,puroboros,persistent,,,0,Bomb,0,,75,79,4781,5173
Pus Gnat,Pus Gnat,exact,pus gnat,2100602 2100603 2100613 2100614 2100615,,1006,Gnat,,pus gnats,persistent,,,0,Gnat,0,,28,29,2221,2728
Pygmy Dormouse,Pygmy Dormouse,exact,pygmy dormouse,2104017,,1040,Rat,,pygmy dormice,persistent,,,0,Rodent,0,,35,39,2115,2344
Pyrausta,Pyrausta,exact,pyrausta,2100114,,1001,Puk,,Pyrausta,persistent,,,1,Puk,0,x,36,,16335,
Qiqirn Beater,Qiqirn Beater,exact,qiqirn beater,2106305,,1063,Qiqirn,,Qiqirn beaters,persistent,,,1,Qiqirn,0,,55,59,3225,3489
Qiqirn Egg Hunter,Qiqirn Egg Hunter,exact,qiqirn egg hunter,2106301,,1063,Qiqirn,,Qiqirn egg hunters,persistent,,,1,Qiqirn,0,,35,39,2115,2344
Qiqirn Goon,Qiqirn Goon,exact,qiqirn goon,2206301 2206303,,1063,Qiqirn,,Qiqirn goons,leve-or-quest,Operation: Bloody Side Up,,1,Qiqirn,0,,30,54,549,1423
Qiqirn Mercenary,Qiqirn Mercenary,exact,qiqirn mercenary,2106306 2106307 2106308 2106309 2106310 2106312,,1063,Qiqirn,,Qiqirn mercenaries,persistent,,,1,Qiqirn,0,,60,99,3558,7675
Qiqirn Poacher,Qiqirn Poacher,exact,qiqirn poacher,2106303,,1063,Qiqirn,,Qiqirn poachers,persistent,,,1,Qiqirn,0,,45,49,2649,2866
Qiqirn Scrambler,Qiqirn Scrambler,exact,qiqirn scrambler,2106304,,1063,Qiqirn,,Qiqirn scramblers,persistent,,,1,Qiqirn,0,,50,54,2923,3162
Qiqirn Shirrer,Qiqirn Shirrer,exact,qiqirn shirrer,2206306,,1063,Qiqirn,,Qiqirn shirrers,leve-or-quest,,A Song of Bards and Bowmen,1,Qiqirn,0,,,,,
Quartz Doblyn,Quartz Doblyn,exact,quartz doblyn,2102107 2102108 2102119 2102120,,1021,Coblyn,,quartz doblyns,persistent,,,0,Coblyn,0,,40,49,481,1433
Queen Bolete,Queen Bolete,exact,queen bolete,2105915,,1059,Funguar,,Queen Bolete,persistent,,,1,Funguar,0,x,36,,15246,
Queen Gougou,Queen Gougou,exact,queen gougou,2100519,,1005,Opo-opo,,Queen Gougou,persistent,,A Feast of Fools,1,Opo-opo,0,Y,55,55,,
Quicksand Peiste,Quicksand Peiste,exact,quicksand peiste,2300701,,1007,Basilisk,,quicksand peistes,instanced-dungeon,,,0,Basilisk,0,,56,56,,
Rabid Coywolf,Rabid Coywolf,exact,rabid coywolf,2201408,,1014,Wolf/Hyena/Hellhound,,rabid coywolves,leve-or-quest,,,0,Wolf,0,,10,,459,
Rabid Dodo,Rabid Dodo,exact,rabid dodo,2202008,,1020,Cockatrice,,rabid dodos,leve-or-quest,,,0,Cockatrice,0,,10,,,
Rabid Jackal,Rabid Jackal,exact,rabid jackal,2101407,,1014,Wolf/Hyena/Hellhound,,rabid jackals,persistent,,,0,Wolf,0,,55,59,2903,3141
Ragged Hippocerf,Ragged Hippocerf,exact,ragged hippocerf,2200406,,1004,Hippogryph,,ragged hippocerfs,leve-or-quest,,,0,Hippogryph,0,No,43,44,,
Raging Ram,Raging Ram,exact,raging ram,2206002 2206004,,1060,Sheep,,raging rams,leve-or-quest,,,0,Ram,0,,3,38,133,870
Rainbow Basilisk,Rainbow Basilisk,exact,rainbow basilisk,2100714 2100715 2100716,,1007,Basilisk,,rainbow basilisks,persistent,,,0,Basilisk,0,,80,94,7123,9388
Ranig'oh,Ranig'oh,exact,ranig'oh,2102221,,1022,Drake,,Ranig'oh,persistent,,,1,Drake,0,,56,56,,
Raptor Poacher,Raptor Poacher,exact,raptor poacher,2280125 2280126 2280127,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",raptor poachers,leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Rat Mole,Rat Mole,exact,rat mole,2205701 2205703,,1057,Hedgemole,,rat moles,leve-or-quest,Mole Patrol,,0,Mole,0,,3,15,257,566
Ravenous Billygoat,Ravenous Billygoat,exact,ravenous billygoat,2102303 2102304,,1023,Aldgoats,,ravenous billygoats,persistent,,,0,Aldgoat,0,,40,49,2883,3440
Ravenous Nannygoat,Ravenous Nannygoat,exact,ravenous nannygoat,2102307 2102308,,1023,Aldgoats,,ravenous nannygoats,persistent,,,0,Aldgoat,0,,30,39,2741,3516
Razor Plume,Razor Plume,exact,razor plume,2209510 2209511 2209518 2209519,,1095,Garuda,,razor plumes,leve-or-quest,,,0,Unknown,0,Yes,,,,
Razorback,Razorback,exact,razorback,2101507,,1015,Boar,,razorbacks,persistent,,,0,Boar,0,,70,74,7367,7970
Rebel,Rebel,exact,rebel,2180143 2180144 2180145 2180146 2180147 2180148 2180149 2180150,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",rebels,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Recluse Hippogryph,Recluse Hippogryph,exact,recluse hippogryph,2300401,6500039,1004,Hippogryph,,recluse hippogryphs,instanced-dungeon,,,0,Hippogryph,0,,52,52,,
Red Dewflower Sylph,Red Dewflower Sylph,exact,red dewflower sylph,2206701,,1067,Sylph,,red dewflower sylphs,leve-or-quest,,,0,Sylph,0,,30,50,768,1667
Redhorn Ogre,Redhorn Ogre,exact,redhorn ogre,2102501 2102502,,1025,Ogre,,redhorn ogres,persistent,,,0,Ogre,0,,70,74,8450,9142
Redwing Ked,Redwing Ked,exact,redwing ked,2100607 2100608,,1006,Gnat,,redwing keds,persistent,,,0,Gnat,0,,65,74,5106,6095
Reef Angler,Reef Angler,exact,reef angler,2104503,,1045,Angler,,reef anglers,persistent,,,0,Angler,0,,30,34,914,1233
Remora,Remora (1.x),exact,remora,2104513,,1045,Angler,,remorae,persistent,,,0,Angler,0,Yes,15,,1475,
