ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,item_name,item_category,patch_introduced,required_level,optimal_level,required_rank,suits_classes,fits_races,favors_classes,requires_classes,gender_restriction,wear_durability_points,base_material,base_item,dye_colors,defense,magic_defense,damage,delay_seconds,number_of_attacks,recast_seconds,duration_seconds,blunt_attack_pct,piercing_attack_pct,slashing_attack_pct,projectile_attack_pct,evasion_bonus,magic_evasion_bonus,accuracy_bonus,magic_accuracy_bonus,attack_magic_potency_bonus,healing_magic_potency_bonus,enhancement_magic_potency_bonus,enfeebling_magic_potency_bonus,strength_bonus,vitality_bonus,dexterity_bonus,intelligence_bonus,mind_bonus,piety_bonus,hp_bonus,mp_bonus,craftsmanship_bonus,magic_craftsmanship_bonus,gathering_bonus,perception_bonus,output_bonus,has_attributes,materia_effect,meld_slots,meldable,convertible,materia_catalyst,recipe_templates_raw,stack_max,unique,untradeable,resale_price_gil,repair_class,repair_level,hq_effect,hq_bonus_attribute,description,source
Velveteen Sleeves (Green),472743,2011-10-01T23:23:08Z,1,Velveteen Sleeves (Green),Cloth Sleeve,,,,,All Classes,,,,,,Hunter Green Velveteen,Velveteen Sleeves,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Sleeves (Green) |Primary Skill = Weaving |Primary Skill Level = 35 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Hunter Green Velveteen, Hunter Green Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Sleeves (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,A pair of hunter green velveteen sleeves used in making various types of cloth armor.,ge-item-pages
Velveteen Sleeves (Red),472762,2011-10-01T23:22:59Z,1,Velveteen Sleeves (Red),Cloth Sleeve,,,,,All Classes,,,,,,Wine-red Velveteen,Velveteen Sleeves,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Sleeves (Red) |Primary Skill = Weaving |Primary Skill Level = 35 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Wine-red Velveteen, Wine-red Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Sleeves (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,A pair of wine-red velveteen sleeves used in making various types of cloth armor.,ge-item-pages
Velveteen Sleeves (Yellow),472802,2011-10-01T23:22:48Z,1,Velveteen Sleeves (Yellow),Cloth Sleeve,,,,,All Classes,,,,,,Cream-yellow Velveteen,Velveteen Sleeves,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Sleeves (Yellow) |Primary Skill = Weaving |Primary Skill Level = 35 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Cream-yellow Velveteen, Cream-yellow Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Sleeves (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,A pair of cream-yellow velveteen sleeves used in making various types of cloth armor.,ge-item-pages
Velveteen Socks,472820,2011-10-01T23:21:24Z,1,Velveteen Socks,Footwear Part,,,,,All Classes,,,,,,Undyed Velveteen,Velveteen Socks,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Socks |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Undyed Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Socks |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,"A pair of simple, undyed velveteen socks sewn to the inner lining of footwear to prevent chafing.",ge-item-pages
Velveteen Socks (Black),472840,2011-10-01T23:22:10Z,1,Velveteen Socks (Black),Footwear Part,,,,,All Classes,,,,,,Raven-black Velveteen,Velveteen Socks,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Socks (Black) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Raven-black Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Socks (Black) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,"A pair of simple, raven-black velveteen socks sewn to the inner lining of footwear to prevent chafing.",ge-item-pages
Velveteen Socks (Green),472880,2011-10-01T23:22:00Z,1,Velveteen Socks (Green),Footwear Part,,,,,All Classes,,,,,,Hunter Green Velveteen,Velveteen Socks,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Socks (Green) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Hunter Green Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Socks (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,"A pair of simple, hunter green velveteen socks sewn to the inner lining of footwear to prevent chafing.",ge-item-pages
Velveteen Socks (Red),472899,2011-10-01T23:21:48Z,1,Velveteen Socks (Red),Footwear Part,,,,,All Classes,,,,,,Wine-red Velveteen,Velveteen Socks,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Socks (Red) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Wine-red Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Socks (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,"A pair of simple, wine-red velveteen socks sewn to the inner lining of footwear to prevent chafing.",ge-item-pages
Velveteen Socks (Yellow),472863,2011-10-01T23:21:36Z,1,Velveteen Socks (Yellow),Footwear Part,,,,,All Classes,,,,,,Cream-yellow Velveteen,Velveteen Socks,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Socks (Yellow) |Primary Skill = Weaving |Primary Skill Level = 30 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 12 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Cream-yellow Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Socks (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,"A pair of simple, cream-yellow velveteen socks sewn to the inner lining of footwear to prevent chafing.",ge-item-pages
Velveteen Sugarloaf Hat,155762,2012-05-11T14:30:52Z,0,Velveteen Sugarloaf Hat,Hat,,,32,,All Classes,,,,,12510,,,"Red, Green, Black",24,,,,,,,,,,,,,,,,,,,,,,,,3,,24,,,,,,,,,Yes,Yes,,"{{Recipe | Name = Velveteen Sugarloaf Hat | Primary Skill = Weaving | Primary Skill Level = 35 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 3 |Crystal 2 = Wind Shard |Crystal 2 Amount = 6 |Ingredients = Undyed Velveteen, Undyed Velveteen, Dew Thread, Steel Ingot |Main Hand NQ = Velveteen Sugarloaf Hat |Main Hand HQ+1 =Velveteen Sugarloaf Hat +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Sugarloaf Hat |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,4065,Weaver,22,,Piety,,ge-item-pages
Velveteen Sugarloaf Hat of Intelligence,411170,2012-05-11T14:52:02Z,0,Velveteen Sugarloaf Hat of Intelligence,Hat,,32,,,,,,Discipline of Magic,,12510,,,"Red, Green, Black",24,,,,,,,,,,,,,,,,,,,,,,2,,3,,24,,,,,,,,,Yes,Yes,,"{{Recipe | Name = Velveteen Sugarloaf Hat of Intelligence | Primary Skill = Weaving | Primary Skill Level = 35 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Ice Shard |Crystal 1 Amount = 9 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Undyed Velveteen, Velveteen Sugarloaf Hat |Main Hand NQ = Velveteen Sugarloaf Hat of Intelligence |Main Hand HQ+1 = Velveteen Sugarloaf Hat of Intelligence +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Sugarloaf Hat of Intelligence |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,,Weaver,22,,Intelligence,,ge-item-pages
Velveteen Sugarloaf Hat of the Mind,411185,2012-05-11T14:31:53Z,0,Velveteen Sugarloaf Hat of the Mind,Hat,,32,,,,,,Discipline of Magic,,12510,,,"Red, Green, Black",24,,,,,,,,,,,,,,,,,,,,,,,2,3,,24,,,,,,,,,Yes,Yes,,"{{Recipe | Name = Velveteen Sugarloaf Hat of the Mind | Primary Skill = Weaving | Primary Skill Level = 35 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Water Shard |Crystal 1 Amount = 9 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Undyed Velveteen, Velveteen Sugarloaf Hat |Main Hand NQ = Velveteen Sugarloaf Hat of the Mind |Main Hand HQ+1 =Velveteen Sugarloaf Hat of the Mind +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Sugarloaf Hat of the Mind |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,4065,Weaver,22,,Mind,,ge-item-pages
Velveteen Tabard Back,472915,2011-10-01T23:13:21Z,1,Velveteen Tabard Back,Back Cloth,,,,,All Classes,,,,,,Undyed Velveteen,Velveteen Tabard Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Back |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Undyed Velveteen, Undyed Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tabard Back |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from undyed velveteen.,ge-item-pages
Velveteen Tabard Back (Black),473005,2011-10-01T23:14:24Z,1,Velveteen Tabard Back (Black),Back Cloth,,,,,All Classes,,,,,,Raven-black Velveteen,Velveteen Tabard Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Back (Black) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Raven-black Velveteen, Raven-black Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tabard Back (Black) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from raven-black velveteen.,ge-item-pages
Velveteen Tabard Back (Green),472934,2011-10-01T23:14:07Z,1,Velveteen Tabard Back (Green),Back Cloth,,,,,All Classes,,,,,,Hunter Green Velveteen,Velveteen Tabard Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Back (Green) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Hunter Green Velveteen, Hunter Green Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tabard Back (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from hunter green velveteen.,ge-item-pages
Velveteen Tabard Back (Red),472963,2011-10-01T23:13:53Z,1,Velveteen Tabard Back (Red),Back Cloth,,,,,All Classes,,,,,,Wine-red Velveteen,Velveteen Tabard Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Back (Red) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Wine-red Velveteen, Wine-red Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tabard Back (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from wine-red velveteen.,ge-item-pages
Velveteen Tabard Back (Yellow),472983,2011-10-01T23:13:36Z,1,Velveteen Tabard Back (Yellow),Back Cloth,,,,,All Classes,,,,,,Cream-yellow Velveteen,Velveteen Tabard Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Back (Yellow) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Cream-yellow Velveteen, Cream-yellow Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tabard Back (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from cream-yellow velveteen.,ge-item-pages
Velveteen Tabard Front,473019,2011-10-01T23:11:57Z,1,Velveteen Tabard Front,Front Cloth,,,,,All Classes,,,,,,Undyed Velveteen,Velveteen Tabard Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Front |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Undyed Velveteen, Soot-black Buffalo Leather, Buffalo Leather Strap (Black), Raptor Sinew Cord, Silver Buckle |Main Hand NQ = Velveteen Tabard Front |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from undyed velveteen,ge-item-pages
Velveteen Tabard Front (Black),473075,2011-10-01T23:13:06Z,1,Velveteen Tabard Front (Black),Front Cloth,,,,,All Classes,,,,,,Raven-black Velveteen,Velveteen Tabard Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Front (Black) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Raven-black Velveteen, Soot-black Buffalo Leather, Buffalo Leather Strap (Black), Raptor Sinew Cord, Silver Buckle |Main Hand NQ = Velveteen Tabard Front (Black) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from raven-black velveteen,ge-item-pages
Velveteen Tabard Front (Green),473036,2011-10-01T23:12:50Z,1,Velveteen Tabard Front (Green),Front Cloth,,,,,All Classes,,,,,,Hunter Green Velveteen,Velveteen Tabard Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Front (Green) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Hunter Green Velveteen, Soot-black Buffalo Leather, Buffalo Leather Strap (Black), Raptor Sinew Cord, Silver Buckle |Main Hand NQ = Velveteen Tabard Front (Green) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from hunter green velveteen,ge-item-pages
Velveteen Tabard Front (Red),473088,2011-10-01T23:12:36Z,1,Velveteen Tabard Front (Red),Front Cloth,,,,,All Classes,,,,,,Wine-red Velveteen,Velveteen Tabard Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Front (Red) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Wine-red Velveteen, Soot-black Buffalo Leather, Buffalo Leather Strap (Black), Raptor Sinew Cord, Silver Buckle |Main Hand NQ = Velveteen Tabard Front (Red) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from wine-red velveteen,ge-item-pages
Velveteen Tabard Front (Yellow),473060,2011-10-01T23:12:24Z,1,Velveteen Tabard Front (Yellow),Front Cloth,,,,,All Classes,,,,,,Cream-yellow Velveteen,Velveteen Tabard Front,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tabard Front (Yellow) |Primary Skill = Weaving |Primary Skill Level = 40 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Earth Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Cream-yellow Velveteen, Soot-black Buffalo Leather, Buffalo Leather Strap (Black), Raptor Sinew Cord, Silver Buckle |Main Hand NQ = Velveteen Tabard Front (Yellow) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tabard made from cream-yellow velveteen,ge-item-pages
Velveteen Tights,237045,2012-05-28T02:38:24Z,0,Velveteen Tights,Pants,,,26,,All Classes,,,,,12510,,,Black,28,,,,,,,,,,,,,,,,,,,,,,1,1,,,10,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Tights |Primary Skill = Weaving |Primary Skill Level = 28 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 2 |Crystal 2 = Wind Shard |Crystal 2 Amount = 6 |Ingredients = Undyed Velveteen, Undyed Velveteen, Dew Thread |Main Hand NQ = Velveteen Tights |Main Hand HQ+1 = Velveteen Tights +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Tights |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,1328,Weaver,16,,MP,,ge-item-pages
Velveteen Trousers,389458,2012-05-11T15:06:45Z,0,Velveteen Trousers,Pants,,,34,,,,,Discipline of War,,20850,,,Red,65,,,,,,,,,,,,,,,,,,,2,4,,,,,17,,,,,,,,,,Yes,Yes,,"{{Recipe |Name = Velveteen Trousers |Primary Skill = Weaving |Primary Skill Level = 37 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 7 |Crystal 2 = Wind Shard |Crystal 2 Amount = 2 |Ingredients = Undyed Velveteen, Undyed Velveteen, Dew Thread, Aldgoat Leather, Iron Rivets |Main Hand NQ = Velveteen Trousers |Main Hand HQ+1 = Velveteen Trousers +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Velveteen Trousers |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3150,Weaver,24,,HP,,ge-item-pages
Velveteen Tunic Back,473101,2011-10-01T15:43:40Z,1,Velveteen Tunic Back,Back Cloth,,,,,All Classes,,,,,,Undyed Velveteen,Velveteen Tunic Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Back |Primary Skill = Weaving |Primary Skill Level = 31 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Undyed Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tunic Back |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from undyed velveteen,ge-item-pages
Velveteen Tunic Back (Black),473162,2011-10-01T15:43:12Z,1,Velveteen Tunic Back (Black),Back Cloth,,,,,All Classes,,,,,,Raven-black Velveteen,Velveteen Tunic Back,"Undyed,Black,Green,Red,Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Velveteen Tunic Back (Black) |Primary Skill = Weaving |Primary Skill Level = 31 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Earth Shard |Crystal 2 Amount = 5 |Ingredients = Raven-black Velveteen, Cotton Yarn |Main Hand NQ = Velveteen Tunic Back (Black) |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,297,,,+3,,The back half of a tunic made from raven-black velveteen,ge-item-pages
