ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,mob_name,family,subfamily,subspecies,mob_type,job,gender,element,elemental_weakness,aggressive,behavior_flags,notorious_monster,level_low,level_high,hp_low,hp_high,mp_low,mp_high,drops_no_shards,drops_no_crystals,notes,etymology,source
Manipulated Ogre,309477,2012-06-06T18:48:13Z,0,Manipulated Ogre,Ogre,,,,,,Fire,,Y,,Y,55,,,,,,Y,Y,,,ge-mob-pages
Marshlight,501098,2012-06-23T09:27:16Z,0,Marshlight,Wisp,,Wisp,,,,Fire,,,,,25,29,1263,1420,2460,2760,,,,,ge-mob-pages
Megalocrab,269536,2011-09-23T17:43:16Z,0,Megalocrab,Crab,,,,,,Water,,,,,30,54,549,1423,568,975,,,,,ge-mob-pages
Mickle Mouse,326839,2012-06-03T17:35:57Z,0,Mickle Mouse,Rodent,Mouse,,,,,,,,,,40,52,,,,,,,"While the word ""Mickle"" means ""A large amount"" and the Mickle Mouse is certainly large for a mouse, it is more than likely to be a play on words of the famous Disney character ""Micky Mouse""",,ge-mob-pages
Midge Cloud (1.x),467986,2011-10-02T07:50:27Z,0,Midge Cloud,Swarm,,Midges,,,,Wind,,,,,3,26,70,537,248,506,,,,,ge-mob-pages
Migrating Doe,472913,2012-06-06T20:24:23Z,0,Migrating Doe,Antelope,,,,,Female,Earth,,,,,34,42,1798,1993,657,726,,,,,ge-mob-pages
Mildewed Goobbue,50542,2011-09-21T01:42:43Z,0,Mildewed Goobbue,Goobbue,,,,,,,,x,,,70,74,6717,7267,1330,1438,,,,,ge-mob-pages
Mirror Roselet,498209,2012-06-04T21:19:34Z,0,Mirror Roselet,Landtrap,,Roseling,,,,Wind,,,,,25,29,921,1154,492,552,,,,,ge-mob-pages
Mistbeard Buccaneer,34606,2012-09-30T04:33:53Z,0,Mistbeard Buccaneer,Enemy Humanoid,,,,,,,,,,,,,,,,,,,,,ge-mob-pages
Miteling,477711,2011-09-22T01:12:46Z,0,Miteling,Diremite,,,,,,Earth,,x,,,20,29,1160,1508,427,552,,,,,ge-mob-pages
Miteling Straggler,367671,2012-06-16T22:43:09Z,0,Miteling Straggler,Diremite,Miteling,,,,,,,Y,,,33,,,,,,,,,,ge-mob-pages
Mitetrap,295627,2012-05-20T00:52:21Z,0,Mitetrap,Landtrap,,,,,,Earth,,Y,,,39,39,,,,,,,,,ge-mob-pages
Moiling Mole,64970,2012-10-31T06:36:00Z,0,Moiling Mole,Mole,,,,,,Earth,Water,,,,15,15,,,,,,,,,ge-mob-pages
Molting Megalocrab,475189,2011-09-23T17:54:09Z,0,Molting Megalocrab,Crab,,,,,,Water,,,,,25,45,789,1722,492,819,,,,,ge-mob-pages
Molting Miteling,478175,2012-04-19T00:54:48Z,0,Molting Miteling,Diremite,,,,,,Earth,,x,,,30,39,1553,1993,568,726,,,,,ge-mob-pages
Moon-eared Mouse,32095,2012-03-08T05:39:44Z,0,Moon-eared Mouse,Rodent,Dormouse,,,,,Wind,,,,,25,,1578,,492,,,,,,ge-mob-pages
Moon-eyed Mouse,31941,2012-03-08T05:40:14Z,0,Moon-eyed Mouse,Rodent,Dormouse,,,,,Wind,,,,,15,,1179,,370,,,,,,ge-mob-pages
Moon-toothed Mouse,42600,2012-03-08T05:40:43Z,0,Moon-toothed Mouse,Rodent,Dormouse,,,,,Wind,,,,,35,,2115,,657,,,,,,ge-mob-pages
Moonblind Dodo,17957,2011-10-02T09:40:50Z,0,Moonblind Dodo,Cockatrice,Dodo,,,,,Wind,,,,,20,,614,,427,,,,,,ge-mob-pages
Moraby Mole,417289,2012-05-29T05:12:01Z,0,Moraby Mole,Mole,,,,,,Earth,,,,,15,19,1297,1458,370,415,,,"*Uses Breakout, after which is it untargetable for a couple of seconds.",,ge-mob-pages
Morbol,160514,2011-09-21T01:48:35Z,0,Morbol,Morbol,,,,,,Earth,,x,,,65,74,5695,6798,1206,1438,,,,,ge-mob-pages
Mosshorn Billygoat,20701,2011-09-17T01:24:55Z,0,Mosshorn Billygoat,Aldgoat,,,,,Male,Earth,,x,,x,55,,18706,19350,994,,,,Only spawn around Elder Mosshorn. Links with Elder Mosshorn,,ge-mob-pages
Mosshorn Nannygoat,20887,2011-09-17T01:24:27Z,0,Mosshorn Nannygoat,Aldgoat,,,,,Female,Earth,,x,,x,55,,18706,19350,994,,,,Only spawn around Elder Mosshorn. Links with Elder Mosshorn,,ge-mob-pages
Mossy Goobbue,317492,2012-09-07T20:19:17Z,0,Mossy Goobbue,Goobbue,,,,,,Earth,,x,"A, H",,75,79,7411,8019,1466,1585,,,,,ge-mob-pages
Mottled Eft,80910,2011-09-19T23:47:00Z,0,Mottled Eft,Salamander,,,,,,Water,,x,,,40,68,1346,2958,744,1279,,,,,ge-mob-pages
Mountain Peiste,509929,2012-05-01T00:50:02Z,0,Mountain Peiste,Basilisk,,,,,,Fire,,,,,50,54,3508,3795,902,975,,,,,ge-mob-pages
Mudpuppy,498505,2011-09-19T23:50:17Z,0,Mudpuppy,Salamander,,,,,,Water,,x,,,70,74,7367,7970,1330,1438,,,,,ge-mob-pages
Mummer's Lantern,376993,2012-06-23T09:29:29Z,0,Mummer's Lantern,Wisp,,,,,,Fire,,,,,30,42,,,,,,,,,ge-mob-pages
Mun-Tuy Sapling,295768,2012-05-20T00:52:36Z,0,Mun-Tuy Sapling,Landtrap,,,,,,Earth,,Y,,,39,39,,,,,,,,,ge-mob-pages
Mun-Tuy Squirrel,497995,2012-06-04T20:29:16Z,0,Mun-Tuy Squirrel,Rodent,,,,,,Earth,Water,,,,30,34,1827,2054,568,638,,,,,ge-mob-pages
Musk Roseling,258615,2012-05-05T20:50:14Z,0,Musk Roseling,Landtrap,Roseling,,,,,Earth,,Yes,,,20,20,,,,,,,Involved in quest Till Death Do Us Part. Musk Roseling Pollen drops 100% while on the quest.,,ge-mob-pages
Musk Stag,327328,2012-06-03T18:57:24Z,0,Musk Stag,Antelope,Stag,,,,Male,Earth,,,,,40,52,,,,,,,,,ge-mob-pages
Myrmidon Drone,324869,2012-06-01T22:26:10Z,0,Myrmidon Drone,Antling,,,,,,Earth,,Y,,,50,50,,,,,,,,,ge-mob-pages
Myrmidon Guard,324985,2012-06-01T22:28:10Z,0,Myrmidon Guard,Antling,,,,,,Earth,,Y,,,55,55,,,,,,,"Assists, and heals Myrmidon Princess.",,ge-mob-pages
Myrmidon Princess,325053,2012-06-01T22:29:09Z,0,Myrmidon Princess,Antling,,,,,Female,Earth,,Y,,Y,59,59,,,,,,,,,ge-mob-pages
Myrmidon Sentry,324912,2012-06-01T22:27:05Z,0,Myrmidon Sentry,Antling,,,,,,Earth,,Y,,,56,56,,,,,,,,,ge-mob-pages
Myrmidon Soldier,325129,2012-06-01T22:29:59Z,0,Myrmidon Soldier,Antling,,,,,,Earth,,Y,,,45,45,,,,,,,Assist Myrmidon Princess.,,ge-mob-pages
Naked Mole,492229,2011-09-17T23:27:50Z,0,Naked Mole,Mole,,,,,,Earth,,,,,3,26,257,780,322,506,,,,,ge-mob-pages
Napalm,65289,2012-10-31T10:49:59Z,0,Napalm,Bomb,,,,,,Fire,,Y,,,70,74,,,,,,,,,ge-mob-pages
Natalan Boneknitter,299421,2012-06-08T00:38:31Z,0,Natalan Boneknitter,Ixal,,,,Thaumaturge,,Wind,,Yes,,,50,56,,,,,,,,,ge-mob-pages
Natalan Gatekeeper,299781,2012-06-08T00:41:53Z,0,Natalan Gatekeeper,Ixal,,,,Gladiator,,Wind,,Yes,,,52,56,,,,,,,Must be defeated in order to open the gates within Natalan,,ge-mob-pages
Natalan Logsplitter,299304,2012-06-08T00:41:20Z,0,Natalan Logsplitter,Ixal,,,,Marauder,,Wind,,Yes,,,50,56,,,,,,,,,ge-mob-pages
Natalan Pikecarver,299363,2012-06-08T00:41:15Z,0,Natalan Pikecarver,Ixal,,,,Lancer,,Wind,,Yes,,,50,56,,,,,,,,,ge-mob-pages
Natalan Sentry (Gladiator),299491,2012-06-08T00:41:11Z,0,Natalan Sentry,Ixal,,,,Gladiator,,Wind,,Yes,,,52,52,,,,,,,,,ge-mob-pages
Natalan Sentry (Lancer),299631,2012-06-08T00:41:06Z,0,Natalan Sentry,Ixal,,,,Lancer,,Wind,,Yes,,,50,56,,,,,,,,,ge-mob-pages
Natalan Sentry (Marauder),299562,2012-06-08T00:41:01Z,0,Natalan Sentry,Ixal,,,,Marauder,,Wind,,Yes,,,53,53,,,,,,,,,ge-mob-pages
Natalan Sentry (Thaumaturge),299704,2012-06-08T00:40:56Z,0,Natalan Sentry,Ixal,,,,Thaumaturge,,Wind,,Yes,,,59,59,,,,,,,,,ge-mob-pages
Natalan Wolftamer,299241,2012-06-08T00:40:51Z,0,Natalan Wolftamer,Ixal,,,,Gladiator,,Wind,,Yes,,,50,56,,,,,,,,,ge-mob-pages
Needletail,6282,2012-09-11T20:55:27Z,0,Needletail,Diremite,,,,,,,,x,,,,,,,,,,,,,ge-mob-pages
Nest Commander,217486,2012-08-18T21:07:21Z,0,Nest Commander,Antling,,,,,,Earth,,x,,x,36,,15246,,676,,,,8:1 drop rate for Nighthawk Visor,,ge-mob-pages
Nestling Buzzard,367796,2012-07-06T15:20:10Z,0,Nestling Buzzard,Vulture,Vulture,,,,,Wind,,x,,,37,39,,,,,,,,,ge-mob-pages
Nether Nix,330508,2012-06-06T20:31:44Z,0,Nether Nix,Toad,,,,,,Water,,Y,,,55,,,,,,,,,,ge-mob-pages
Nibbled Toadstool,326958,2012-06-03T17:32:34Z,0,Nibbled Toadstool,Funguar,,,,,,Earth,,,,,40,52,,,,,,,,,ge-mob-pages
Nightblade Assassin,499812,2012-05-10T17:42:02Z,0,Nightblade Assassin,Enemy Humanoid,,,"Normal, Quest",Gladiator,Male,,,,,,,,,,,,,,Lalafell,,ge-mob-pages
Nightwolf,360996,2011-09-19T00:25:09Z,0,Nightwolf,Wolf,,,,,,Lightning,Earth,,,,10,30,276,768,322,568,,,,,ge-mob-pages
Nix,426114,2011-09-20T00:10:18Z,0,Nix,Toad,,,,,,Water,,x,,,65,73,5498,6436,1206,1410,,,,,ge-mob-pages
Northern Eft,384412,2011-09-19T23:52:00Z,0,Northern Eft,Salamander,,,,,,Water,,,,,40,68,1346,2958,744,1279,,,,,ge-mob-pages
Nut Nibbler,330464,2012-06-06T20:32:35Z,0,Nut Nibbler,Rodent,Squirrel,,,,,Earth,,,,,40,,,,,,,,,,ge-mob-pages
Nutbiter Marmot,467823,2011-09-18T02:38:31Z,0,Nutbiter Marmot,Rodent,,,,,,Earth,,,,,3,30,234,823,248,568,,,,,ge-mob-pages
Nutbreaker Squirrel,401832,2011-09-18T02:40:50Z,0,Nutbreaker Squirrel,Rodent,,,,,,Earth,,,,,20,40,410,1081,427,744,,,,,ge-mob-pages
Nutcracker Squirrel,417235,2011-09-18T02:41:50Z,0,Nutcracker Squirrel,Rodent,,,,,,Earth,,,,,30,54,549,1423,568,975,,,,,ge-mob-pages
Nutgrabber Marmot,65033,2012-10-31T06:57:04Z,0,Nutgrabber Marmot,Rodent,,,,,,Earth,Water,,,,10,10,,,,,,,Resistance to Stone,,ge-mob-pages
Ocean Roseling (Roselet),456528,2012-05-29T01:25:55Z,0,Ocean Roseling,Landtrap,,Roseling,,,,Wind,,x,,,10,40,122,841,322,744,,,,,ge-mob-pages
Oilbug,7942,2011-10-27T02:53:23Z,0,Oilbug,Beetle,,,,,,Fire,,,,,17,19,,,,,,,,,ge-mob-pages
Old Six-arms,214314,2012-06-10T23:44:12Z,0,Old Six-arms,Crab,,,,,,Water,,,,x,47,,11020,,851,,,,"Uses a move named ""Backclip."" Inflicts high damage to a player with emnity behind the NM. Involved in the Paladin quest: Power Struggles",,ge-mob-pages
Opo-opo,156410,2012-06-04T20:33:29Z,0,Opo-Opo,Opo-opo,,,,,,Fire,,,,,25,34,1263,1644,492,638,,,,,ge-mob-pages
Ornery Karakul Ewe,473294,2012-07-11T03:49:48Z,0,Ornery Karakul Ewe,Ram,,,,,Female,Wind,,,,,35,39,1693,1876,657,726,,,,,ge-mob-pages
Orobon,439931,2011-09-22T01:07:39Z,0,Orobon,Angler,,,,,,Water,,x,,,35,39,1481,1641,657,726,,,,,ge-mob-pages
Ossuary Almstaker,156573,2012-05-29T03:55:09Z,0,Ossuary Almstaker,Enemy Humanoid,Lalafell,,,Thaumaturge,Female,,,Y,,Y,36,36,,,,,X,X,,,ge-mob-pages
Pack Rat (1.x),430303,2011-09-18T02:43:13Z,0,Pack Rat,Rodent,,,,,,Earth,,,,,10,26,306,732,322,506,,,,,ge-mob-pages
Painted Ladybug,359112,2011-09-21T23:49:47Z,0,Painted Ladybug,Beetle,,,,,,Fire,,,,,30,34,1553,1746,568,638,,,,,ge-mob-pages
Palemoon Parazuzu,292800,2010-11-23T21:34:18Z,0,Palemoon Parazuzu,Enemy Humanoid,,,Quest,Archer,Female,,,,,,,,,,,,,,Archer type mob. Will use stun effect weapon skills. Lalafell,,ge-mob-pages
Peiste Familiar,89085,2011-10-02T05:54:22Z,0,Peiste Familiar,Basilisk,,,,,,Fire,,x,,,19,,3181,,415,,,,,,ge-mob-pages
Phaia,210384,2012-07-11T19:02:41Z,0,Phaia,Boar,,,,,,Fire,,x,,x,47,,28928,,851,,,,Monster appears to be highly resistant if not immune to stun. Seems to only aggro from behind.,,ge-mob-pages
Phantasma,500069,2011-09-17T17:42:23Z,0,Phantasma,Ghost,,,,,,Water,,x,,,10,14,510,688,1610,1800,,,,,ge-mob-pages
Pharosfly,460293,2011-09-23T00:12:11Z,0,Pharosfly,Firefly,,,,,,,,,,,,,,,,,,,,,ge-mob-pages
Phurble,488352,2011-09-24T01:15:58Z,0,Phurble,Snurble,,,,"Thaumaturge, Conjurer",,Lightning,,,,,50,59,3216,3838,4510,5370,,,,,ge-mob-pages
Plague Djigga,80215,2012-05-29T01:15:20Z,0,Plague Djigga,Chigoe,,,,,,Fire,,x,,,40,52,913,1584,744,1279,,,,,ge-mob-pages
Plague Rat,339164,2011-09-18T02:46:40Z,0,Plague Rat,Rodent,,,,,,Earth,,,,,3,23,234,671,248,465,,,,,ge-mob-pages
Plain Pudding,29711,2012-09-30T04:39:07Z,0,Plain Pudding,Flan,,,,,,,,,,,40,44,2402,2598,3720,4015,,,"Plain Puddings appear in six (6) different colors. Every color seems to be attached to certain element. Red : Fire, Blue : Water, Purple: Lightning, Light Green: Earth, Green: Wind, White: Ice They can all cast spells based on their element up to level II (2) spells, for example Fire II and Burn II. They can also use possibly magic improving ability Glossolalia and melee attack Amorphic Spear.",,ge-mob-pages
Plains Footpad,362560,2012-05-30T00:06:32Z,0,Plains Footpad,Enemy Humanoid,Hyur,,,Gladiator,Male,,,Y,,,29,29,,,,,,,,,ge-mob-pages
Plains Rat,360873,2011-09-18T02:49:04Z,0,Plains Rat,Rodent,,,,,,Earth,,,,,10,14,1019,1145,322,360,,,,,ge-mob-pages
Plasma Spark,474765,2011-09-30T05:10:34Z,0,Plasma Spark,Plasmoid,,Plasmoid,,,,Lightning,,,,,45,73,1669,2897,4095,7050,,,,,ge-mob-pages
Plasmoid,61161,2011-09-30T05:00:29Z,0,Plasmoid,Plasmoid,,Plasmoid,,,,Lightning,,,,,45,49,2517,2723,4095,4425,,,,,ge-mob-pages
Poison Flytrap,189298,2011-10-24T06:01:30Z,0,Poison Flytrap,Landtrap,,Flytrap,,,,Wind,,,,,40,68,841,2083,744,1279,,,,,ge-mob-pages
Poisoned Peasant,330589,2012-06-06T20:35:28Z,0,Poisoned Peasant,Ghost,,,,Thaumaturge,,Ice,,Y,,,56,,,,,,,,,,ge-mob-pages
Popoto-opoto,297774,2012-05-20T16:39:18Z,0,Popoto-opoto,Opo-opo,,,,,,,,,,,25,25,,,,,,,,,ge-mob-pages
Porcupine,43038,2011-09-18T00:40:39Z,0,Porcupine,Mole,,,,,,Earth,,,,,55,64,4032,994,4813,1183,,,,,ge-mob-pages
Prince of Pestilence,213083,2012-08-29T04:18:18Z,0,Prince of Pestilence,Gnat,,Gnat,,,,Lightning,,x,,x,47,,19285,,25530,,,,"Teleports frequently, often using a powerful lightning attack right afterwards.","The Prince of Pestilence is the title of the theological demon Meresin. Though he is attributed by many names across Abrahamic mythologies, he is specifically mentioned in Heywood's The Hierarchy of the Blessed Angels as being the lord of thunder and lightning in Hell. This example is worth noting above others, as The Prince of Pestilence is a Gnat, who as a species exhibit powerful lightning abilities.",ge-mob-pages
Princess of Pestilence,29946,2012-07-29T18:33:41Z,0,Princess of Pestilence,Gnat,,,,,,Lightning,Earth,Y,,Y,55,,,,,,Y,Y,Spawns along with Eurylochus and Cactuar Jaques,,ge-mob-pages
Prison Pteroc,30404,2012-05-20T00:54:09Z,0,Prison Pteroc,Puk,,,,,,Wind,,x,,,35,,1481,,657,,,,,,ge-mob-pages
Prison Pudding,48416,2012-05-20T00:53:10Z,0,Prison Pudding,Flan,,,,,,,,,,,35,,2115,,3285,,,,"Prison Puddings appear in six (6) different colours. Every colour seems to be attached to certain element. Red : Fire, Blue : Water, Purple: Lightning, Light Green: Earth, Green: Wind, White: Ice",,ge-mob-pages
Pruned Roselet,329109,2012-09-29T07:34:02Z,0,Pruned Roselet,Landtrap,Roselet,,,,,Earth,,Y,,,34,37,,,,,,,,,ge-mob-pages
Pteroc Matron,473446,2012-09-26T03:57:53Z,0,Pteroc Matron,Puk,,,,,,Wind,,,,,35,39,1481,1641,657,726,,,,,ge-mob-pages
Pteroctrap,3196,2011-10-24T06:01:01Z,0,Pteroctrap,Landtrap,,Flytrap,,,,Wind,,x,,,45,49,1855,2007,819,885,,,,,ge-mob-pages
Pugot,505317,2011-09-17T11:37:39Z,0,Pugot,Boar,,,,,,Fire,,x,,,75,79,8128,8795,1466,1585,,,Detects by sound.,,ge-mob-pages
Puk (1.X),127078,2012-05-29T05:03:42Z,0,Puk,Puk,,,,,,Wind,,,,,20,24,955,1074,427,478,,,,,ge-mob-pages
Puk Hatchling,343662,2012-03-17T23:57:41Z,0,Puk Hatchling,Puk,,,,,,Wind,,,,,10,14,714,802,322,360,,,,,ge-mob-pages
Pukla Puki the Pomburner,247499,2012-06-06T16:41:17Z,0,Pukla Puki the Pomburner,Moogle,,,,Thaumaturge,Female,,,Yes,,Yes,,,50,,,,Yes,Yes,Uses Pom Flare and grants Good King Moggle Mog XII the ability to use Pom Flare after death.,,ge-mob-pages
Pukna Pako the Tailturner,247979,2012-06-06T16:46:26Z,0,Pukna Pako the Tailturner,Moogle,,,,Thief,Female,,,Yes,,Yes,,,50,,,,Yes,Yes,Uses Mognesia and Break and grants Good King Moggle Mog XII the ability to use Mognesia and Break after death.,,ge-mob-pages
Puksi Piko the Shaggysong,247594,2012-06-06T16:44:49Z,0,Puksi Piko the Shaggysong,Moogle,,,,Bard,Female,,,Yes,,Yes,50,,,,,,Yes,Yes,Uses Maximoogle and grants Good King Moggle Mog XII the ability to use Maximoogle after death.,,ge-mob-pages
Puroboros,507055,2011-09-25T01:29:00Z,0,Puroboros,Bomb,,,,,,Fire,,x,,,75,79,4781,5173,7330,7925,,,,,ge-mob-pages
Pus Gnat,56611,2012-09-26T01:14:57Z,0,Pus Gnat,Gnat,,Gnat,,,,Lightning,,x,,,28,29,2221,2728,,,,,,,ge-mob-pages
Pygmy Dormouse,498168,2012-06-04T21:17:08Z,0,Pygmy Dormouse,Rodent,,,,,,Earth,,,,,35,39,2115,2344,657,726,,,,,ge-mob-pages
Pyrausta,211433,2012-08-18T21:18:04Z,0,Pyrausta,Puk,,,,,,Wind,,,,x,36,,16335,,676,,,,,,ge-mob-pages
Pyro,427254,2011-09-26T11:52:44Z,0,Pyro,Imp,,,,,,,,x,,,,,,,,,,,,,ge-mob-pages
Qiqirn Beater,274441,2011-09-20T02:42:45Z,0,Qiqirn Beater,Qiqirn,,,,,,Earth,,,,,55,59,3225,3489,994,1074,,,,,ge-mob-pages
Qiqirn Egg Hunter,352043,2011-09-20T02:45:31Z,0,Qiqirn Egg Hunter,Qiqirn,,,,,,,,,,,35,39,2115,2344,657,726,,,,,ge-mob-pages
Qiqirn Goon,458995,2011-09-20T02:49:09Z,0,Qiqirn Goon,Qiqirn,,,,,,Earth,,,,,30,54,549,1423,568,975,,,,,ge-mob-pages
Qiqirn Mercenary,333585,2011-09-20T02:53:07Z,0,Qiqirn Mercenary,Qiqirn,,,,,,Earth,,,,,60,99,3558,7675,1095,2343,,,,,ge-mob-pages
Qiqirn Poacher,34410,2012-09-30T04:40:17Z,0,Qiqirn Poacher,Qiqirn,,,,,,Earth,,,,,45,49,2649,2866,819,885,,,,,ge-mob-pages
Qiqirn Scrambler,508267,2012-07-03T02:00:35Z,0,Qiqirn Scrambler,Qiqirn,,,,,,Earth,,,,,50,54,2923,3162,902,975,,,,,ge-mob-pages
Qiqirn Shirrer,55106,2012-06-20T22:59:59Z,0,Qiqirn Shirrer,Qiqirn,,,,,,,,,,,,,,,,,,,,,ge-mob-pages
Quartz Doblyn,505370,2012-08-03T01:47:05Z,0,Quartz Doblyn,Coblyn,,,,,,Earth,Water,,,,40,49,481,1433,744,885,,,,,ge-mob-pages
Queen Bolete,219350,2012-07-19T01:29:08Z,0,Queen Bolete,Funguar,,,,,,Ice,,x,,x,36,,15246,,676,,,,Casts Slumber Cloud and Slumber Spores to make the player Sleep. Also casts Hyena Whip.,,ge-mob-pages
Queen Gougou,309690,2012-05-28T00:44:35Z,0,Queen Gougou,Opo-opo,,,,,,Earth,,,,Y,55,55,,,,,,,,,ge-mob-pages
Quicksand Peiste,325385,2012-06-01T22:35:58Z,0,Quicksand Peiste,Basilisk,,,,,,Earth,,Y,,,56,56,,,,,,,,,ge-mob-pages
Rabid Coywolf,450984,2011-09-19T00:26:32Z,0,Rabid Coywolf,Wolf,,,,,,Lightning,Earth,x,,,10,,459,,322,,x,x,,,ge-mob-pages
Rabid Dodo,362014,2012-06-13T20:20:32Z,0,Rabid Dodo,Cockatrice,,,,,,Wind,,,,,10,,,,,,,,,,ge-mob-pages
Rabid Jackal,464650,2011-09-19T00:28:11Z,0,Rabid Jackal,Wolf,,,,,,Lightning,Earth,x,,,55,59,2903,3141,994,1074,,,,,ge-mob-pages
Ragged Hippocerf,250797,2012-04-30T21:12:56Z,0,Ragged Hippocerf,Hippogryph,,,,,,,,Yes,,No,43,44,,,,,,,,,ge-mob-pages
Raging Ram,344190,2011-09-18T23:42:21Z,0,Raging Ram,Ram,,,,,Male,Wind,,,,,3,38,133,870,248,709,,,,,ge-mob-pages
Rainbow Basilisk,509966,2011-10-02T05:54:29Z,0,Rainbow Basilisk,Basilisk,,,,,,Lightning,,x,,,80,94,7123,9388,1616,2124,,,,,ge-mob-pages
Ranig'oh,297101,2012-05-30T21:04:52Z,0,Ranig'oh,Drake,,,,,,Fire,,Y,,,56,56,,,,,,,,,ge-mob-pages
Raptor Poacher,80749,2012-09-26T03:53:41Z,0,Raptor Poacher,Enemy Humanoid,,,Quest,Lancer,Female,,,,,,,,,,,,,,Miqo'te,,ge-mob-pages
Rat Mole,427200,2011-09-18T00:43:05Z,0,Rat Mole,Mole,,,,,,Earth,,,,,3,15,257,566,248,370,,,,,ge-mob-pages
Ravenous Billygoat,450916,2012-05-27T02:35:10Z,0,Ravenous Billygoat,Aldgoat,,,,,Male,Earth,,,,,40,49,2883,3440,744,885,,,,,ge-mob-pages
Ravenous Nannygoat,351155,2011-09-17T01:21:33Z,0,Ravenous Nannygoat,Aldgoat,,,,,Female,Earth,,,,,30,39,2741,3516,568,726,,,,,ge-mob-pages
Razor Plume,300353,2012-08-08T19:56:10Z,0,Razor Plume,Unknown,,,,,,Wind,,Yes,,Yes,,,,,,,Yes,Yes,Attempts to destroy the pillars around the battlefield.,,ge-mob-pages
Razorback,58121,2011-09-17T18:11:33Z,0,Razorback,Boar,,,,,,Fire,,x,,,70,74,7367,7970,1330,1438,,,,,ge-mob-pages
Rebel,333692,2010-09-10T21:32:43Z,0,Rebel,Enemy Humanoid,,,Quest,Gladiator,Male,,,,,,,,,,,,,,,,ge-mob-pages
Recluse Hippogryph,323551,2012-06-01T21:40:36Z,0,Recluse Hippogryph,Hippogryph,,,,,,Wind,,Y,,,52,52,,,,,,,,,ge-mob-pages
Red Dewflower Sylph,364766,2011-09-20T02:20:35Z,0,Red Dewflower Sylph,Sylph,,,,,,Wind,,,,,30,50,768,1667,2840,4510,,,,,ge-mob-pages
Redhorn Ogre,497894,2011-09-24T01:55:18Z,0,Redhorn Ogre,Ogre,,,,,,Fire,,x,,,70,74,8450,9142,1330,1438,,,"Redhorn Ogres that spawn near Wyrmking's Perch Aetheryte gate have a tendency to not attack after walking into the gorge near the Aetherial Gate. When this happens they are easily killable by low ranked/physical leveled players. Fights last 40-60 minutes with a party of four low ranked/physical leveled players. Any close range fighters should worry about aggro from other patrolling Redhorn Ogres. Ogres use fire based Area of Effect magic. (Tested and duplicated on the Lindblum server on September 27/28, 2010) [http://www.youtube.com/watch?v=Wb5hl2H1m8c Youtube Glitch Video Pt. 1]",,ge-mob-pages
Redwing Ked,362273,2012-01-02T05:55:20Z,0,Redwing Ked,Gnat,,Ked,,,,,,x,,,65,74,5106,6095,6030,7190,,,Detects by sound. Cannot walk (sneak) past it.,,ge-mob-pages
Reef Angler,440054,2011-09-22T01:22:02Z,0,Reef Angler,Angler,,,,,,Water,,x,,,30,34,914,1233,568,638,,,,,ge-mob-pages
Remora (1.x),26336,2012-09-26T20:09:42Z,0,Remora,Angler,Orobon,,,,,Water,,Yes,,Yes,15,,1475,,361,,,,Assists Giant Remora. Found on Map 3.,,ge-mob-pages
Revenant,456620,2012-05-30T03:13:37Z,0,Revenant,Ghost,,,,Thaumaturge,,Ice,,,,,30,39,1188,1524,2840,3630,,,,,ge-mob-pages
Rift Angler,437674,2011-10-09T15:04:41Z,0,Rift Angler,Angler,,,,,,,,x,,,,,,,,,,,,,ge-mob-pages
Ringtail,503830,2011-09-18T01:57:18Z,0,Ringtail,Opo-opo,,,,,,Fire,,,,,55,59,2742,2966,994,1074,,,,,ge-mob-pages
Ringtail Pteroc,401896,2011-09-19T03:01:53Z,0,Ringtail Pteroc,Puk,,,,,,Wind,,,,,25,45,553,1325,492,819,,,,,ge-mob-pages
Ripe Shrieker,345637,2012-06-07T03:40:46Z,0,Ripe Shrieker,Funguar,,,,,,,,,,,56,,,,,,,,,,ge-mob-pages
Roadrunner,493973,2011-10-02T09:41:16Z,0,Roadrunner,Cockatrice,Cockatrice,,,,,Wind,,,,,55,59,3225,3489,994,1074,,,,,ge-mob-pages
Roadside Bewitcher,373833,2012-06-20T23:28:02Z,0,Roadside Bewitcher,Enemy Humanoid,Lalafell,,,Thaumaturge,,,,Y,,,27,,,,,,,,,,ge-mob-pages
Roadside Bludgeoner,373866,2012-06-20T23:28:24Z,0,Roadside Bludgeoner,Enemy Humanoid,Lalafell,,,Pugilist,,,,Y,,,27,,,,,,,,,,ge-mob-pages
Roadside Poacher,331086,2012-06-06T20:51:41Z,0,Roadside Poacher,Enemy Humanoid,Miqo'te,,,Lancer,,,,Y,,,27,,,,,,,,,,ge-mob-pages
Roadside Stabber,373899,2012-06-20T23:28:57Z,0,Roadside Stabber,Enemy Humanoid,Lalafell,,,Gladiator,,,,Y,,,27,,,,,,,,,,ge-mob-pages
Roadside Tracker,331160,2012-06-06T20:52:42Z,0,Roadside Tracker,Enemy Humanoid,Miqo'te,,,Archer,,,,Y,,,27,,,,,,,,,,ge-mob-pages
Roadside Trapper,331125,2012-06-06T20:52:17Z,0,Roadside Trapper,Enemy Humanoid,Miqo'te,,,Pugilist,,,,Y,,,27,,,,,,,,,,ge-mob-pages
Rock Crab,34765,2012-09-30T04:36:34Z,0,Rock Crab,Crab,,,,,,Water,,,,,40,44,2402,2598,744,803,,,,,ge-mob-pages
