mob_name,zone,map_coords,event_or_quest,level_range,drops,behavior_flags,source
Screecher,Central Shroud,,,,,,ge-mob-pages
Scurrying Spriggan,Central Shroud,29-32,"Hatching-tide (2011), Hatching-tide (2012)",30,"{{Drops|Name=Painted Archon Egg|100%}}, {{Drops|Name=Red Archon Egg|5|12}}, {{Drops|Name=Blue Archon Egg|10|12}}, {{Drops|Name=Green Archon Egg|9|12}}, {{Drops|Name=Yellow Archon Egg|9|12}}, {{Drops|Name=Violet Archon Egg|2|12}}",P,ge-mob-pages
Scurrying Spriggan,Lower La Noscea,29-32,"Hatching-tide (2011), Hatching-tide (2012)",30,"{{Drops|Name=Painted Archon Egg|100%}}, {{Drops|Name=Red Archon Egg|5|12}}, {{Drops|Name=Blue Archon Egg|10|12}}, {{Drops|Name=Green Archon Egg|9|12}}, {{Drops|Name=Yellow Archon Egg|9|12}}, {{Drops|Name=Violet Archon Egg|2|12}}",P,ge-mob-pages
Scurrying Spriggan,Western Thanalan,18-33,"Hatching-tide (2011), Hatching-tide (2012)",30,"{{Drops|Name=Painted Archon Egg|100%}}, {{Drops|Name=Red Archon Egg|5|12}}, {{Drops|Name=Blue Archon Egg|10|12}}, {{Drops|Name=Green Archon Egg|9|12}}, {{Drops|Name=Yellow Archon Egg|9|12}}, {{Drops|Name=Violet Archon Egg|2|12}}",P,ge-mob-pages
Sea Hare,Cassiopeia Hollow,35-38,,35 - 39,"{{Drops|Name=Muddy Water||}},{{Drops|Name=Acidic Secretions||}},{{Drops|Name=Thyme||}},{{Drops|Name=Blue Coral||}},{{Drops|Name=Red Coral||}}",P,ge-mob-pages
Sea Hare,Mistbeard Cove,6-7,,40 - 44,"{{Drops|Name=Muddy Water||}},{{Drops|Name=Acidic Secretions||}},{{Drops|Name=Thyme||}},{{Drops|Name=Blue Coral||}},{{Drops|Name=Red Coral||}}",P,ge-mob-pages
Sea Puk,Cassiopeia Hollow,,,18 - 19,,,ge-mob-pages
Sea Puk,Lower La Noscea,,,22 - 25,"{{Drops|Name=Puk Wing||}}, {{Drops|Name=Cotton Boll||}}, {{Drops|Name=Swan Feather||}}, {{Drops|Name=Cock Feather||}}, {{Drops|Name=Midge Basket||}}",P,ge-mob-pages
Sea Wasp,Lower La Noscea,,,,"{{Drops|Name=Jellyfish Cnida||}},{{Drops|Name=Sunrise Tellin||}},{{Drops|Name=Jellyfish Umbrella||}},{{Drops|Name=Blacklip Oyster||}},{{Drops|Name=Uncultured Pearl||}}",A,ge-mob-pages
Ser Aucheforne of the High Tide,Cassiopeia Hollow,,Wanted: Ser Aucheforne of the High Tide,,,,ge-mob-pages
Serpent Reaver Claw,Mistbeard Cove,6-3,,45,"{{Drops|Name=Faerie Apple|3|6}}, {{Drops|Name=Ala Mhigan Mustard|4|6}}",A,ge-mob-pages
Serpent Reaver Eye,Mistbeard Cove,6-3,,45,"{{Drops|Name=Ala Mhigan Mustard|1|3}},{{Drops|Name=Black Pepper|1|3}}",A,ge-mob-pages
Serpent Reaver Fin,Mistbeard Cove,6-3,,45,"{{Drops|Name=Faerie Apple|5|6}}, {{Drops|Name=Hawksbill Shell|2|6}}",A,ge-mob-pages
Sewer Mole,Western La Noscea,,,,"{{Drops|Name=Bloodworm|3|15}}, {{Drops|Name=Formic Acid|3|15}}, {{Drops|Name=Mole Meat|3|15}}, {{Drops|Name=Mole Sinew|1|15}}",P,ge-mob-pages
Sewer Mole,Lower La Noscea,31-26,,,"{{Drops|Name=Formic Acid||}}, {{Drops|Name=Mole Meat||}}, {{Drops|Name=Mole Sinew||}}",P,ge-mob-pages
Shade Lurker,Shposhae,4-4,,15-16,"{{Drops|Name=Silver Shposhae Coffer Key|23|130}}, {{Drops|Name=Obsidian|24|130}}, {{Drops|Name=Firepot|159|130}}, {{Drops|Name=Red Coral|13|130}}",A,ge-mob-pages
Shade Seeker,Shposhae,5-4,,15,,P,ge-mob-pages
Shadow Lurker,Shposhae,6-5,,16-17,"{{Drops|Name=Mythril Shposhae Coffer Key|16|180}}, {{Drops|Name=Obsidian|44|180}}, {{Drops|Name=Firepot|192|180}}, {{Drops|Name=Red Coral|25|180}}",A,ge-mob-pages
Shadow Seeker,Shposhae,5-4,,15,,P,ge-mob-pages
Shaggy Wolf,Eastern La Noscea,,Wanted: Palemoon Parazuzu,,,,ge-mob-pages
Shaula,The Thousand Maws of Toto-Rak,Interrogation Chamber,,40,,,ge-mob-pages
Shearing Sheridan,Shposhae,5-4,,20,"{{Drops|Name=Plundered Cavalier's Hat|2|18}}, {{Drops|Name=Megalocrab Leg|2|18}}, {{Drops|Name=Rothlyt Oyster|1|5}}",A,ge-mob-pages
Shore Slug,Eastern La Noscea,"32-28, 36-20, 33-22 (All in caves)",,25 - 29,"{{Drops|Name=Viscous Secretions||}},{{Drops|Name=Muddy Water||}},{{Drops|Name=Laurel||}},{{Drops|Name=White Coral||}},{{Drops|Name=Hawksbill Shell||}}",P,ge-mob-pages
Shore Slug,Lower La Noscea,,,30 - 34,"{{Drops|Name=Viscous Secretions||}},{{Drops|Name=Muddy Water||}},{{Drops|Name=Laurel||}},{{Drops|Name=White Coral||}},{{Drops|Name=Hawksbill Shell||}}",P,ge-mob-pages
Shroud Bee Swarm,South Shroud,"39-52, 35-45",,17,{{Drops|Name=Honey|Link=|1|2}},A,ge-mob-pages
Shroud Hare,North Shroud,27-16 in a cave,,,"{{Drops|Name=Muddy Water||}},{{Drops|Name=Thyme||}},{{Drops|Name=Acidic Secretions||}},{{Drops|Name=Blue Coral||}},{{Drops|Name=Red Coral||}}",P,ge-mob-pages
Shroud Hare,The Tam-Tara Deepcroft,,,40-42,"{{Drops|Name=Muddy Water||}},{{Drops|Name=Thyme||}},{{Drops|Name=Acidic Secretions||}},{{Drops|Name=Blue Coral||}},{{Drops|Name=Red Coral||}}",P,ge-mob-pages
Shroud Shrew,North Shroud,20-19,,10-12,,P,ge-mob-pages
Shroud Shrew,North Shroud,"20-16, 23-18",,13-16,,P,ge-mob-pages
Shuffling Spriggan,Western La Noscea,10-22,"Hatching-tide (2011), Hatching-tide (2012)",10,"{{Drops|Name=Archon Egg|100%}}, {{Drops|Name=Yellow Archon Egg|4|13}}, {{Drops|Name=Violet Archon Egg|0|13}}, {{Drops|Name=Blue Archon Egg|1|13}}, {{Drops|Name=Green Archon Egg|1|13}}, {{Drops|Name=Red Archon Egg|8|13}}",P,ge-mob-pages
Shuffling Spriggan,North Shroud,18-17,"Hatching-tide (2011), Hatching-tide (2012)",10,"{{Drops|Name=Archon Egg|100%}}, {{Drops|Name=Yellow Archon Egg|4|13}}, {{Drops|Name=Violet Archon Egg|0|13}}, {{Drops|Name=Blue Archon Egg|1|13}}, {{Drops|Name=Green Archon Egg|1|13}}, {{Drops|Name=Red Archon Egg|8|13}}",P,ge-mob-pages
Shuffling Spriggan,Eastern Thanalan,36-27,"Hatching-tide (2011), Hatching-tide (2012)",10,"{{Drops|Name=Archon Egg|100%}}, {{Drops|Name=Yellow Archon Egg|4|13}}, {{Drops|Name=Violet Archon Egg|0|13}}, {{Drops|Name=Blue Archon Egg|1|13}}, {{Drops|Name=Green Archon Egg|1|13}}, {{Drops|Name=Red Archon Egg|8|13}}",P,ge-mob-pages
Sirocco,Central Shroud,27-31,,,"{{Drops|Name=Antelope Shank| 1|23}}, {{Drops|Name=Coerthas Carrot| 2|23}}, {{Drops|Name=Leather Duckbills| 1|23}}, {{Drops|Name=Leather Caligae| 1|23}}, {{Drops|Name=Ash Pattens| 1|23}}, {{Drops|Name=Toadskin Shoes| 1|23}}, {{Drops|Name=Antelope Sinew| 4|23}}, {{Drops|Name=Boarskin Crakows| 2|23}}, {{Drops|Name=Blue Antelope Hide| 1|23}}, {{Drops|Name=Flax| 1|23}}, {{Drops|Name=Taurus Staff| 2|23}}, {{Drops|Name=Midland Basil| 1|23}}, {{Drops|Name=Padded Sheepskin Duckbills|1|23}}, {{Drops|Name=Leather Crakows| 2|23}}, {{Drops|Name=Steel-plated Jackboots| 1|23}}",P,ge-mob-pages
Skeleton Soldier,Upper La Noscea,,,,"{{Drops|Name=Bone Chip||}}, {{Drops|Name=Soiled Femur||}}, {{Drops|Name=Steel Ingot||}}, {{Drops|Name=Skull Eyepatch (Black)||}}, {{Drops|Name=Bat Wing||}}, {{Drops|Name=Firepot||}}, {{Drops|Name=Red Coral||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Crow Fly||}}, {{Drops|Name=Buffalo Leather||}}",A,ge-mob-pages
Skeleton Soldier,Western La Noscea,,,,"{{Drops|Name=Bone Chip||}}, {{Drops|Name=Soiled Femur||}}, {{Drops|Name=Steel Ingot||}}, {{Drops|Name=Skull Eyepatch (Black)||}}, {{Drops|Name=Bat Wing||}}, {{Drops|Name=Firepot||}}, {{Drops|Name=Red Coral||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Crow Fly||}}, {{Drops|Name=Buffalo Leather||}}",A,ge-mob-pages
Skeleton Soldier,South Shroud,,,,"{{Drops|Name=Bone Chip||}}, {{Drops|Name=Soiled Femur||}}, {{Drops|Name=Steel Ingot||}}, {{Drops|Name=Skull Eyepatch (Black)||}}, {{Drops|Name=Bat Wing||}}, {{Drops|Name=Firepot||}}, {{Drops|Name=Red Coral||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Crow Fly||}}, {{Drops|Name=Buffalo Leather||}}",A,ge-mob-pages
Skeleton Soldier,Eastern Thanalan,,,,"{{Drops|Name=Bone Chip||}}, {{Drops|Name=Soiled Femur||}}, {{Drops|Name=Steel Ingot||}}, {{Drops|Name=Skull Eyepatch (Black)||}}, {{Drops|Name=Bat Wing||}}, {{Drops|Name=Firepot||}}, {{Drops|Name=Red Coral||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Crow Fly||}}, {{Drops|Name=Buffalo Leather||}}",A,ge-mob-pages
Skeleton Soldier,Southern Thanalan,,,,"{{Drops|Name=Bone Chip||}}, {{Drops|Name=Soiled Femur||}}, {{Drops|Name=Steel Ingot||}}, {{Drops|Name=Skull Eyepatch (Black)||}}, {{Drops|Name=Bat Wing||}}, {{Drops|Name=Firepot||}}, {{Drops|Name=Red Coral||}}, {{Drops|Name=Crow Feather||}}, {{Drops|Name=Crow Fly||}}, {{Drops|Name=Buffalo Leather||}}",A,ge-mob-pages
Skeleton Soldier,The Tam-Tara Deepcroft,,,40-44,"{{Drops|Name=Bone Chip|5|8}}, {{Drops|Name=Soiled Femur|2|8}}, {{Drops|Name=Steel Ingot|1|8}}, {{Drops|Name=Skull Eyepatch (Black)|0|8}}, {{Drops|Name=Bat Wing|0|8}}, {{Drops|Name=Firepot|0|8}}, {{Drops|Name=Red Coral|0|8}}, {{Drops|Name=Crow Feather|0|8}}, {{Drops|Name=Crow Fly|0|8}}, {{Drops|Name=Buffalo Leather|0|8}}",A,ge-mob-pages
Skeleton Swordbearer,Cassiopeia Hollow,,,,"{{Drops|Name=Bone Chip||}},{{Drops|Name=Soiled Femur||}},{{Drops|Name=Bronze Chain||}},{{Drops|Name=Skull Eyepatch (Black)||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Midge Basket||}},{{Drops|Name=Swan Feather||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Rat Tail||}},{{Drops|Name=Bomb Arm||}},{{Drops|Name=Crow Feather||}}",A,ge-mob-pages
Skeleton Swordbearer,Western Thanalan,20-36,,,"{{Drops|Name=Bone Chip||}},{{Drops|Name=Soiled Femur||}},{{Drops|Name=Bronze Chain||}},{{Drops|Name=Skull Eyepatch (Black)||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Midge Basket||}},{{Drops|Name=Swan Feather||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Rat Tail||}},{{Drops|Name=Bomb Arm||}},{{Drops|Name=Crow Feather||}}",A,ge-mob-pages
Skeleton Swordbearer,Nanawa Mines,6-4,,,"{{Drops|Name=Bone Chip||}},{{Drops|Name=Soiled Femur||}},{{Drops|Name=Bronze Chain||}},{{Drops|Name=Skull Eyepatch (Black)||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Midge Basket||}},{{Drops|Name=Swan Feather||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Rat Tail||}},{{Drops|Name=Bomb Arm||}},{{Drops|Name=Crow Feather||}}",A,ge-mob-pages
Skeleton Swordbearer,Coerthas Central Highlands,27-16 in cave accessible at 28-16,,,"{{Drops|Name=Bone Chip||}},{{Drops|Name=Soiled Femur||}},{{Drops|Name=Bronze Chain||}},{{Drops|Name=Skull Eyepatch (Black)||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Puk Wing||}},{{Drops|Name=Midge Basket||}},{{Drops|Name=Swan Feather||}},{{Drops|Name=Cock Feather||}},{{Drops|Name=Rat Tail||}},{{Drops|Name=Bomb Arm||}},{{Drops|Name=Crow Feather||}}",A,ge-mob-pages
Skulking Wolf,The Mun-Tuy Cellars,,Necrologos: The Moons' Mistress,,,A,ge-mob-pages
Skulking Wolf,The Mun-Tuy Cellars,,Tracking the Pack,,,A,ge-mob-pages
Skulking Wolf,Lower La Noscea,,Wanted: Godwin Goodgoat,,,A,ge-mob-pages
Slippery Sykes,Eastern La Noscea,38-25,,,"{{Drops|Name=Laurel |2|32}}, {{Drops|Name=Thalassian Targe |3|32}}, {{Drops|Name=White Coral |3|32}}, {{Drops|Name=Hawksbill Shell |1|32}}, {{Drops|Name=Steel Sallet |1|32}}, {{Drops|Name=Steel Goggles |2|31}}, {{Drops|Name=Velveteen Wedge Cap |2|31}}, {{Drops|Name=Velveteen Bandana |3|26}}",P,ge-mob-pages
Slithering Slug,North Shroud,,Treespeak Behest,45,,P,ge-mob-pages
Smoke Bomb,Mistbeard Cove,6-5,,40-44,{{Drops|Name=Bomb Ash|1|3}},A,ge-mob-pages
Smolenkos,Eastern La Noscea,,,,,A,ge-mob-pages
Smolenkos,Coerthas Western Highlands,17-15,,,,A,ge-mob-pages
Smolenkos,Coerthas Eastern Highlands,50-14,,,,A,ge-mob-pages
Smolenkos,East Shroud,,,,,A,ge-mob-pages
Smolenkos,West Shroud,36-9,,,,A,ge-mob-pages
Smolenkos,Southern Thanalan,,,,,A,ge-mob-pages
Smolenkos,Northern Thanalan,9-29,,,,A,ge-mob-pages
Smolenkos,Mor Dhona,"5-13, 9-7",,,,A,ge-mob-pages
Smolenkos,Eastern Thanalan,29-39,,,,A,ge-mob-pages
Snapping Shrew,Central Thanalan,"23-28, 29-24",,1-10,"{{Drops|Name=Mole Sinew|2|14}}, {{Drops|Name=Mole Meat|4|14}}, {{Drops|Name=Formic Acid|2|14}}, {{Drops|Name=Bloodworm|2|14}}",P,ge-mob-pages
Snapping Shrew,North Shroud,19-21,,10,"{{Drops|Name=Mole Sinew||}}, {{Drops|Name=Mole Meat||}}, {{Drops|Name=Formic Acid||}}, {{Drops|Name=Bloodworm||}}",P,ge-mob-pages
Snipper,Eastern La Noscea,,,65 - 69,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Rothlyt Oyster||}},{{Drops|Name=Brown Stainsand||}},{{Drops|Name=Sea Sand||}},{{Drops|Name=Red Stainsand||}}",A,ge-mob-pages
Snipper,Lower La Noscea,,,60 - 69,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Rothlyt Oyster||}},{{Drops|Name=Brown Stainsand||}},{{Drops|Name=Sea Sand||}},{{Drops|Name=Red Stainsand||}}",A,ge-mob-pages
Snipper,Western La Noscea,,,65 - 69,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Rothlyt Oyster||}},{{Drops|Name=Brown Stainsand||}},{{Drops|Name=Sea Sand||}},{{Drops|Name=Red Stainsand||}}",A,ge-mob-pages
Snowbuck Stag,Coerthas Central Highlands,39-15,,34 - 38,,A,ge-mob-pages
Snowbuck Stag,Coerthas Eastern Highlands,48-5,,,,A,ge-mob-pages
Snurble,Eastern La Noscea,"39-23, 40-22, 41-22",,65 - 69,"{{Drops|Name=Chanterelle||}},{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Snurble,Lower La Noscea,33-37,,60 - 64,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}},{{Drops|Name=Chanterelle||}}",P,ge-mob-pages
Snurble,Upper La Noscea,"20-14, 23-16, 24-15, 23-12 in cave accessible at 21-11",,60 - 69,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}},{{Drops|Name=Chanterelle||}}",P,ge-mob-pages
Snurble,Western La Noscea,17-16,,65 - 69,"{{Drops|Name=Chanterelle||}},{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Snurble,East Shroud,"45-24, 47-24",,60 - 64,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}},{{Drops|Name=Chanterelle||}}",P,ge-mob-pages
Snurble,South Shroud,41-55,,65 - 69,"{{Drops|Name=Chanterelle||}},{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Snurble,Eastern Thanalan,48-21,,65 - 69,"{{Drops|Name=Chanterelle||}},{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Snurble,Northern Thanalan,"18-14, 14-8",,65 - 69,"{{Drops|Name=Chanterelle||}},{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Snurble,Southern Thanalan,"38-41, 44-45",,65 - 69,"{{Drops|Name=Chanterelle||}},{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Snurble,Coerthas Central Lowlands,40-34,,60 - 64,"{{Drops|Name=Snurble Tufts||}},{{Drops|Name=Straw||}},{{Drops|Name=Chanterelle||}}",P,ge-mob-pages
Snurble,Coerthas Eastern Highlands,49-12,,65 - 69,"{{Drops|Name=Chanterelle||}},{{Drops|Name=Straw||}},{{Drops|Name=Snurble Tufts||}}",P,ge-mob-pages
Sordes (1.X),The Tam-Tara Deepcroft,,,40-44,"{{Drops|Name=Cock Feather|1|1}}, {{Drops|Name=Puk Egg|2|1}}",P,ge-mob-pages
Sordes (1.X),Copperbell Mines,4-5 and 4-6,,41-44,"{{Drops|Name=Cock Feather||}}, {{Drops|Name=Puk Wing||}}, {{Drops|Name=Puk Egg||}}, {{Drops|Name=Midge Basket||}}, {{Drops|Name=Cotton Boll||}}",P,ge-mob-pages
Sotted Simian,The Mun-Tuy Cellars,,"Best Cellars, Swimming in Suds",30-42,"{{Drops|Name=Sun Lemon|4|9}},{{Drops|Name=Ramhorn Zucchini|3|9}},{{Drops|Name=Ruby Tomato|6|9}},{{Drops|Name=Lalafellin Lentil|3|9}},{{Drops|Name=Wizard Eggplant|2|9}},{{Drops|Name=Gridanian Chestnut|2|9}}",P,ge-mob-pages
Soulgazer,The Dzemael Darkhold,,,N/A,,P,ge-mob-pages
Spawning Orobon,Shposhae,,,16-19,"{{Drops|Name=Jellyfish Umbrella|17|223}}, {{Drops|Name=Brass Shposhae Coffer Key|29|223}}, {{Drops|Name=Blue Coral|9|223}}, {{Drops|Name=White Coral|14|223}}, {{Drops|Name=Marmot Pelt|20|223}}, {{Drops|Name=Orobon Liver|54|223}}, {{Drops|Name=Black Sole|45|223}}",A,ge-mob-pages
Spelaean Slug,Shposhae,,,16-19,"{{Drops|Name=Laurel|3|25}}, {{Drops|Name=White Coral|3|25}}, {{Drops|Name=Hawksbill Shell|2|25}}",A,ge-mob-pages
Sphene Doblyn (1.0),Central Thanalan,"29-35, 29-34, 30-35",,55-59,,P,ge-mob-pages
Sphene Doblyn (1.0),Southern Thanalan,,,55-59,,P,ge-mob-pages
Sphene Doblyn (1.0),Western Thanalan,,,50-54,,P,ge-mob-pages
Sphene Doblyn (1.0),Northern Thanalan,,,50-54,,P,ge-mob-pages
Spindiggle,West Shroud,Turning Leaf,,55,{{Drops|Name=Unmarked Keystone|Link=|2|1}},A,ge-mob-pages
Spinesnap Ogre,Central Thanalan,"31-27, 32-29",,,,A,ge-mob-pages
Spinesnap Ogre,Northern Thanalan,"32-6, 27-10",,,,A,ge-mob-pages
Spinesnap Ogre,Western Thanalan,,,,,A,ge-mob-pages
Spinesnap Ogre,Coerthas Western Highlands,16-17,,,,A,ge-mob-pages
Spiny Dormouse,The Tam-Tara Deepcroft,,,45-49,"{{Drops|Name=Iron Acorn|2|3}},{{Drops|Name=Dragon Pepper|3|3}},{{Drops|Name=Laurel|1|3}}",P,ge-mob-pages
Spiny Dormouse,West Shroud,36-17,,,,P,ge-mob-pages
Spiny Dormouse,East Shroud,42-28,,,,P,ge-mob-pages
Spirit of the Wood,East Shroud,,Beckon of the Elementals,28,,A,ge-mob-pages
Spiteful (1.x),West Shroud,Turning Leaf,,55,{{Drops|Name=Unmarked Keystone|Link=|10|1}},A,ge-mob-pages
Spitfire,Coerthas,"49-35, 50-35",,47,"{{Drops|Name=Bloodcry|Link=|8|43}}, {{Drops|Name=Engineer's Leggings|Link=|3|43}}, {{Drops|Name=Zinc Ore|Link=|9|43}}, {{Drops|Name=Iron Ore|Link=|9|43}}, {{Drops|Name=Silver Ore|Link=|6|43}}, {{Drops|Name=Sunstone Choker|Link=|1|43}}, {{Drops|Name=Fluorite Choker|Link=|1|43}}, {{Drops|Name=Danburite Choker|Link=|1|43}}, {{Drops|Name=Amethyst Choker|Link=|2|43}}, {{Drops|Name=Garnet Choker|Link=|1|43}}, {{Drops|Name=Goshenite Choker|Link=|1|9}}, {{Drops|Name=Heliodor Choker|Link=|1|43}}, {{Drops|Name=Peridot Choker|Link=|1|43}}",A,ge-mob-pages
Spriggan,Lower La Noscea,,,,"{{Drops|Name=Alumen|Link=|0|0}}, {{Drops|Name=Silver Ore|Link=|0|0}}",A,ge-mob-pages
Spriggan,Central Thanalan,,Sprightly Spriggans,,"{{Drops|Name=Alumen|Link=|0|0}}, {{Drops|Name=Obsidian|Link=|0|0}}",A,ge-mob-pages
Spriggan,North Shroud,,The Black Rabbit's Ore,,,A,ge-mob-pages
Spriggan,Central Shroud,,An Old Fashioned Exorcism,,,A,ge-mob-pages
Spriggan,Eastern Thanalan,,Treasures of the Smallfolk,,,A,ge-mob-pages
Spriggan,Central Thanalan,24-26,Black Brush Behest,13,,A,ge-mob-pages
Spriggan Bezzler,The Mun-Tuy Cellars,,Swimming in Suds,30-42,,P,ge-mob-pages
Spriggan Collector,Central Shroud,,,5-9,{{Drops|Name=Obsidian|Link=|0|0}},A,ge-mob-pages
Spriggan Collector,Central Thanalan,,,5-9,"{{Drops|Name=Obsidian|Link=|0|0}}, {{Drops|Name=Silver Ore|Link=|0|0}},{{Drops|Name=Alumen|Link=|0|0}}",P,ge-mob-pages
Spriggan Collector,Lower La Noscea,22-29,,5-9,"{{Drops|Name=Copper Ore|Link=|0|0}}, {{Drops|Name=Tin Ore|Link=|0|0}}, {{Drops|Name=Silver Ore|Link=|0|0}},",A,ge-mob-pages
Sprinting Spriggan,The Tam-Tara Deepcroft,4-5,"Hatching-tide (2011), Hatching-tide (2012)",40,"{{Drops|Name=Darkened Archon Egg|100%}}, {{Drops|Name=Red Archon Egg|1|3}}, {{Drops|Name=Yellow Archon Egg|1|3}}, {{Drops|Name=Blue Archon Egg|2|3}}, {{Drops|Name=Green Archon Egg|2|3}}, {{Drops|Name=Violet Archon Egg|1|3}}",P,ge-mob-pages
Sprinting Spriggan,Copperbell Mines,4-6,"Hatching-tide (2011), Hatching-tide (2012)",40,"{{Drops|Name=Darkened Archon Egg|100%}}, {{Drops|Name=Red Archon Egg|1|3}}, {{Drops|Name=Yellow Archon Egg|1|3}}, {{Drops|Name=Blue Archon Egg|2|3}}, {{Drops|Name=Green Archon Egg|2|3}}, {{Drops|Name=Violet Archon Egg|1|3}}",P,ge-mob-pages
Sprinting Spriggan,Mistbeard Cove,5-5,"Hatching-tide (2011), Hatching-tide (2012)",40,"{{Drops|Name=Darkened Archon Egg|100%}}, {{Drops|Name=Red Archon Egg|1|3}}, {{Drops|Name=Yellow Archon Egg|1|3}}, {{Drops|Name=Blue Archon Egg|2|3}}, {{Drops|Name=Green Archon Egg|2|3}}, {{Drops|Name=Violet Archon Egg|1|3}}",P,ge-mob-pages
Star Marmot,Central Shroud,,,1 - 3,"{{Drops|Name=Bronze Swallowtail Arrowheads|5|50}}, {{Drops|Name=Gridanian Walnut|9|50}}, {{Drops|Name=Marmot Meat|8|50}}, {{Drops|Name=Marmot Pelt|6|50}}, {{Drops|Name=Moko Grass|9|50}}",P,ge-mob-pages
Star Marmot,Western Thanalan,28-8,,,"{{Drops|Name=Marmot Pelt||}}, {{Drops|Name=Marmot Meat|4|12}}, {{Drops|Name=Moko Grass|4|12}}, {{Drops|Name=Gridanian Walnut|3|12}}",P,ge-mob-pages
Star Marmot,Central Thanalan,,,,"{{Drops|Name=Marmot Pelt||}}, {{Drops|Name=Marmot Meat|4|12}}, {{Drops|Name=Moko Grass|4|12}}, {{Drops|Name=Gridanian Walnut|3|12}}, {{Drops|Name=Bronze Swallowtail Arrowheads|0|12}}",P,ge-mob-pages
Steropes,Turtleback Island,1-1,Skirmish,55,,A,ge-mob-pages
Stollenwurm,Coerthas Central Highlands,,Fatal Seduction,53,{{Drops|Name=Drake Scales|Link=|0|1}},A,ge-mob-pages
Stone Golem,Turtleback Island,1-1,Skirmish,55,,A,ge-mob-pages
Stoneshell,East Shroud,,,,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}}",P,ge-mob-pages
Storm Biast,Upper La Noscea,20-13,,,,A,ge-mob-pages
Stormcry Boatswain,Cassiopeia Hollow,11-6,,30,"{{Drops|Name=Faerie Apple |15|55}}, {{Drops|Name=Ala Mhigan Mustard |22|55}}, {{Drops|Name=Hawksbill Shell | 7|55}}, {{Drops|Name=Black Pepper | 7|55}}",A,ge-mob-pages
Stormcry Powder Monkey,Cassiopeia Hollow,11-6,,30,"{{Drops|Name=Faerie Apple |12|50}}, {{Drops|Name=Ala Mhigan Mustard |19|50}}, {{Drops|Name=Hawksbill Shell | 5|50}}, {{Drops|Name=Black Pepper |17|50}}",A,ge-mob-pages
Stormcry Quartermaster,Cassiopeia Hollow,11-6,,30,"{{Drops|Name=Faerie Apple |24|70}}, {{Drops|Name=Ala Mhigan Mustard |23|70}}, {{Drops|Name=Hawksbill Shell | 9|70}}, {{Drops|Name=Black Pepper |13|70}}",A,ge-mob-pages
Stray Dodo,Western La Noscea,,Herbicide,,"{{Drops|Name=Dodo Feather|0|7}},{{Drops|Name=Dodo Tenderloin|0|7}},{{Drops|Name=Dodo Skin|1|7}},{{Drops|Name=Dodo Egg|1|7}},{{Drops|Name=Salt Leek|0|7}}",P,ge-mob-pages
Stray Dodo,Eastern Thanalan,,Revenge of the Dodos,,"{{Drops|Name=Dodo Feather||}},{{Drops|Name=Dodo Tenderloin||}},{{Drops|Name=Dodo Skin||}},{{Drops|Name=Dodo Egg||}},{{Drops|Name=Salt Leek||}}",P,ge-mob-pages
Stray Karakul Ewe,Lower La Noscea,,Wanted: Godwin Goodgoat,,,P,ge-mob-pages
Stray Karakul Ram,Lower La Noscea,,Wanted: Godwin Goodgoat,,,P,ge-mob-pages
