row_index,capture,scenario_id,wire_index,lane_index,frame_index,outer_timestamp_or_seq_hex,subevent_index,subevent_offset,opcode,shape,row_index_in_packet,row_count,source_actor_id,target_actor_id,effect_or_animation_id,command_id,numeric_value,world_master_text_id,message_class,effect_id,text_param,row_ordinal_or_filter,header_control_value,presentation_flags
397,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10460,0,2805,d1fe5aef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,2080374882,0,0,30331,non_fit,671311704,0,1,0,2064
398,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10481,0,2814,c8085bef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
399,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10484,0,2816,3d095bef3b010000,0,0,0x013A,X10,0,2,43723073,43723073,2080374882,0,0,0,unknown,0,0,1,0,2064
400,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10484,0,2816,3d095bef3b010000,0,0,0x013A,X10,1,2,43723073,43723073,2080374882,0,0,30331,non_fit,671311704,0,1,0,2064
401,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10617,0,2850,021f5bef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
402,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10705,0,2872,32265bef3b010000,1,40,0x0139,X01,0,1,1158679897,1158679897,2080374882,21001,0,0,unknown,1,0,1,0,2064
403,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10743,0,2880,912a5bef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21001,0,0,unknown,1,0,1,0,2064
404,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10756,0,2885,192d5bef3b010000,0,0,0x0139,X01,0,1,1158679898,43722707,285216768,23003,89,30302,critical_damage,134219343,1,1,0,2064
405,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10758,0,2886,302d5bef3b010000,0,0,0x013A,X10,0,2,43723073,43723073,2080374882,0,0,0,unknown,0,0,1,0,2064
406,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10758,0,2886,302d5bef3b010000,0,0,0x013A,X10,1,2,43723073,43723073,2080374882,0,0,30331,non_fit,671311734,0,1,0,2064
407,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10793,0,2891,c32f5bef3b010000,0,0,0x0139,X01,0,1,1158679897,43722707,285216768,23005,64,30301,normal_damage,134219340,1,1,0,2064
408,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10811,0,2901,8c345bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679897,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
409,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10821,0,2906,7c365bef3b010000,2,336,0x013A,X10,0,2,43722707,1158679897,302096389,27156,50,30301,normal_damage,134219268,1,1,0,2064
410,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10821,0,2906,7c365bef3b010000,2,336,0x013A,X10,1,2,43722707,1158679897,302096389,27156,0,30335,non_fit,537093927,1,1,0,2064
411,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10839,0,2914,843c5bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679897,419434496,22104,42,30301,normal_damage,134219268,2,1,0,2064
412,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10843,0,2918,873d5bef3b010000,0,0,0x0139,X01,0,1,1158679898,43722707,285216768,23005,89,30302,critical_damage,134219343,1,1,0,2064
413,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10880,0,2930,c9435bef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,234971719,27141,0,30328,non_fit,537093970,0,1,0,2064
414,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10886,0,2936,45485bef3b010000,0,0,0x0139,X01,0,1,1158679897,1158679897,2080374882,0,0,30338,non_fit,671311655,0,1,0,2064
415,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10920,0,2941,c94b5bef3b010000,0,0,0x013A,X10,0,3,1158679897,43722707,285216768,23005,0,30306,block_damage,134221900,1,1,0,2064
416,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10920,0,2941,c94b5bef3b010000,0,0,0x013A,X10,1,3,1158679897,43722707,285216768,23005,144,33008,hp_recovery,805306626,1,1,0,2064
417,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10920,0,2941,c94b5bef3b010000,0,0,0x013A,X10,2,3,1158679897,43722707,285216768,23005,0,30331,non_fit,671311698,1,1,0,2064
418,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10929,0,2945,f34b5bef3b010000,0,0,0x013A,X10,0,2,43723073,43723073,301993998,27190,0,30331,non_fit,671311859,0,1,0,2064
419,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10929,0,2945,f34b5bef3b010000,0,0,0x013A,X10,1,2,43723073,1158679897,301993998,27190,106,30301,normal_damage,134252036,1,1,0,2064
420,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10940,0,2951,3a505bef3b010000,0,0,0x0139,X01,0,1,1158679898,43722707,285216768,23005,38,30306,block_damage,134221900,1,1,0,2064
421,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10945,0,2955,fc515bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679897,301994016,27158,53,30301,normal_damage,134252036,1,1,0,2064
422,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10964,0,2963,06575bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679897,301994027,27191,100,30301,normal_damage,134284804,1,1,0,2064
423,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10982,0,2970,7c5d5bef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,234889735,27100,215,30320,hp_recovery,805306626,0,1,0,2064
424,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10986,0,2974,3e5f5bef3b010000,0,0,0x0139,X01,0,1,1158679897,43723073,285216768,23003,43,30301,normal_damage,134219340,1,1,0,2064
425,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11001,0,2982,d0635bef3b010000,0,0,0x0139,X01,0,1,1158679898,43722707,285216768,23005,87,30302,critical_damage,134219343,2,1,0,2064
426,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11002,0,2983,e4635bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679897,419434496,22104,47,30301,normal_damage,134219268,1,1,0,2064
427,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11007,0,2987,c5645bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679897,301995007,27150,65,30301,normal_damage,134252036,1,1,0,2064
428,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11030,0,2997,da6d5bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679897,301995009,27152,66,30301,normal_damage,134284804,1,1,0,2064
429,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11039,0,3002,58725bef3b010000,0,0,0x0139,X01,0,1,1158679897,43723073,285216768,23005,42,30301,normal_damage,134219340,1,1,0,2064
430,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11051,0,3005,d8745bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679897,419434496,22104,44,30301,normal_damage,134219268,1,1,0,2064
431,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11056,0,3010,01785bef3b010000,0,0,0x0139,X01,0,1,1158679898,43722707,285216768,23003,59,30301,normal_damage,134219340,2,1,0,2064
432,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11069,0,3015,207b5bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679897,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
433,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11091,0,3027,e6845bef3b010000,2,104,0x0139,X01,0,1,1158679897,43723073,1862270987,23091,0,30126,non_fit,1,0,1,0,2064
434,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11096,0,3030,0e855bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679897,301993998,27190,83,30301,normal_damage,134252036,1,1,0,2064
435,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11101,0,3030,0e855bef3b010000,5,672,0x0139,X01,0,1,43722707,1158679897,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
436,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11105,0,3033,9e875bef3b010000,1,40,0x0139,X01,0,1,1158679897,43723073,553656320,23091,81,30301,normal_damage,134225484,1,1,0,2064
437,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11110,0,3037,7a8a5bef3b010000,0,0,0x0139,X01,0,1,1158679898,43722707,285216768,23003,58,30301,normal_damage,134219340,2,1,0,2064
438,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11323,0,3048,968f5bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679897,419434496,22104,22,30302,critical_damage,134219271,1,1,0,2064
439,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11337,0,3054,77915bef3b010000,7,536,0x013A,X10,0,6,43723073,1158679897,419434496,22104,44,30301,normal_damage,134743556,1,1,0,2064
440,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11337,0,3054,77915bef3b010000,7,536,0x013A,X10,1,6,43723073,1158679897,419434496,22104,0,30116,non_fit,0,0,1,0,2064
441,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11337,0,3054,77915bef3b010000,7,536,0x013A,X10,2,6,43723073,43723073,419434496,22104,2,33919,non_fit,0,60,1,0,2064
442,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11337,0,3054,77915bef3b010000,7,536,0x013A,X10,3,6,43723073,43723073,419434496,22104,553,33936,non_fit,0,78,1,0,2064
443,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11337,0,3054,77915bef3b010000,7,536,0x013A,X10,4,6,43723073,43722707,419434496,22104,2,33919,non_fit,0,60,1,0,2064
444,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11337,0,3054,77915bef3b010000,7,536,0x013A,X10,5,6,43723073,43722707,419434496,22104,493,33935,non_fit,0,78,1,0,2064
445,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11572,0,3074,669c5bef3b010000,0,0,0x0139,X01,0,1,1158679898,43722707,285216768,23005,60,30301,normal_damage,134219340,2,1,0,2064
446,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11580,0,3080,e3a15bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,419434496,22104,44,30301,normal_damage,134219268,1,1,0,2064
447,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11612,0,3093,ceac5bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,302002191,27193,81,30301,normal_damage,134219268,1,1,0,2064
448,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11617,0,3093,ceac5bef3b010000,5,672,0x0139,X01,0,1,1158679898,43723073,285216768,23005,40,30301,normal_damage,134219340,1,1,0,2064
449,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11626,0,3101,84af5bef3b010000,1,80,0x0139,X01,0,1,43722707,1158679898,419434496,22104,20,30301,normal_damage,134219268,1,1,0,2064
450,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11653,0,3115,45b95bef3b010000,3,376,0x013A,X10,0,2,43722707,1158679898,302096389,27156,51,30301,normal_damage,134219268,1,1,0,2064
451,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11653,0,3115,45b95bef3b010000,3,376,0x013A,X10,1,2,43722707,1158679898,302096389,27156,0,30335,non_fit,537093927,1,1,0,2064
452,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11666,0,3120,a3be5bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,419434496,22104,0,30311,miss,134217732,1,1,0,2064
453,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11672,0,3123,60c15bef3b010000,0,0,0x0139,X01,0,1,43723073,43723073,234889735,27100,199,30320,hp_recovery,805306626,0,1,0,2064
454,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11685,0,3127,f6c55bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
455,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11710,0,3138,d4cd5bef3b010000,0,0,0x0139,X01,0,1,1158679898,1158679898,2080374882,0,0,30338,non_fit,671311655,0,1,0,2064
456,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11715,0,3140,c4ce5bef3b010000,1,40,0x0139,X01,0,1,1158679898,1158679898,1862270988,23092,0,30126,non_fit,1,0,1,0,2064
457,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11718,0,3143,78d05bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,0,30311,miss,134217732,4,1,0,2064
458,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11733,0,3148,e4d65bef3b010000,3,376,0x0139,X01,0,1,1158679898,1158679898,553660416,23092,0,30328,non_fit,537094072,0,1,0,2064
459,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11736,0,3151,ded75bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,419434496,22104,47,30301,normal_damage,134219268,1,1,0,2064
460,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11738,0,3153,78da5bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,19,30301,normal_damage,134219268,4,1,0,2064
461,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11762,0,3163,82e45bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,19,30301,normal_damage,134219268,4,1,0,2064
462,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11767,0,3166,4ce75bef3b010000,1,40,0x0139,X01,0,1,1158679898,43723073,1862270987,23091,0,30126,non_fit,1,0,1,0,2064
463,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11769,0,3168,14e95bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,419434496,22104,49,30301,normal_damage,134219268,1,1,0,2064
464,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11781,0,3172,03ec5bef3b010000,1,40,0x0139,X01,0,1,1158679898,43723073,553656320,23091,102,30301,normal_damage,134225484,1,1,0,2064
465,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,11787,0,3177,96ee5bef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,21,30301,normal_damage,134219268,4,1,0,2064
466,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12011,0,3191,cbf85bef3b010000,27,3520,0x0139,X01,0,1,43722707,1158679898,419434496,22104,21,30301,normal_damage,134219268,4,1,0,2064
467,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12013,0,3192,54f95bef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,419434496,22104,44,30301,normal_damage,134219268,1,1,0,2064
468,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12024,0,3197,b1fc5bef3b010000,0,0,0x0139,X01,0,1,1158679898,43723073,285216768,23005,0,30311,miss,134217740,1,1,0,2064
469,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12055,0,3205,12035cef3b010000,2,160,0x0139,X01,0,1,43722707,1158679898,419434496,22104,19,30301,normal_damage,134219268,4,1,0,2064
470,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12080,0,3219,eb085cef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,301995007,27150,57,30301,normal_damage,134252036,1,1,0,2064
471,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12099,0,3228,c60d5cef3b010000,0,0,0x0139,X01,0,1,1158679898,43723073,285216768,23005,59,30301,normal_damage,134219340,4,1,0,2064
472,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12104,0,3233,5e125cef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,419434496,22104,50,30301,normal_damage,134219268,1,1,0,2064
473,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12137,0,3240,e9145cef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,301995009,27152,0,30311,miss,134217732,1,1,0,2064
474,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12164,0,3250,4a1c5cef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,302002191,27193,0,30311,miss,134217732,1,1,0,2064
475,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12170,0,3253,01205cef3b010000,2,120,0x0139,X01,0,1,1158679898,43723073,1862270987,23091,0,30126,non_fit,1,0,1,0,2064
476,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12187,0,3259,ed245cef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,21,30301,normal_damage,134219268,2,1,0,2064
477,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12192,0,3262,5e265cef3b010000,1,40,0x0139,X01,0,1,1158679898,43723073,553656320,23091,103,30301,normal_damage,134225484,1,1,0,2064
478,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12221,0,3275,b52e5cef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,20,30301,normal_damage,134219268,8,1,0,2064
479,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12224,0,3277,9a2f5cef3b010000,0,0,0x0139,X01,0,1,43723073,1158679898,419434496,22104,42,30301,normal_damage,134219268,1,1,0,2064
480,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12253,0,3290,fc365cef3b010000,2,336,0x013A,X10,0,2,43722707,1158679898,302096389,27156,50,30301,normal_damage,134219268,4,1,0,2064
481,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12253,0,3290,fc365cef3b010000,2,336,0x013A,X10,1,2,43722707,1158679898,302096389,27156,0,30335,non_fit,537093927,4,1,0,2064
482,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12256,0,3291,34375cef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,1862270979,27346,0,30128,non_fit,1,0,1,0,2064
483,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12283,0,3297,ea3a5cef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2130706434,27346,0,30209,non_fit,0,0,1,0,2064
484,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12300,0,3305,be435cef3b010000,0,0,0x0139,X01,0,1,43723073,43723073,234889797,27182,0,30328,non_fit,537093993,0,1,0,2064
485,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12313,0,3308,fe445cef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,19,30301,normal_damage,134219268,4,1,0,2064
486,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12532,0,3322,444f5cef3b010000,0,0,0x0139,X01,0,1,43722707,1158679898,419434496,22104,21,30301,normal_damage,134219268,4,1,0,2064
487,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12555,0,3329,5d515cef3b010000,6,440,0x0139,X01,0,1,43723073,1158679898,2080374882,0,0,0,unknown,671311800,0,1,0,2064
488,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12556,0,3329,5d515cef3b010000,7,528,0x0139,X01,0,1,43723073,1158679898,2080374882,0,0,0,unknown,671311655,0,1,0,2064
489,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,0,8,43723073,1158679898,301993998,27190,87,30301,normal_damage,134252036,1,1,0,2064
490,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,1,8,43723073,1158679898,301993998,27190,65,30332,non_fit,1208484864,1,1,0,2064
491,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,2,8,43723073,43723073,301993998,27190,0,30331,non_fit,671311721,0,1,0,2064
492,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,3,8,43723073,1158679898,301993998,27190,0,30116,non_fit,0,0,1,0,2064
493,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,4,8,43723073,43723073,301993998,27190,3,33919,non_fit,0,40,1,0,2064
494,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,5,8,43723073,43723073,301993998,27190,569,33936,non_fit,0,83,1,0,2064
495,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,6,8,43723073,43722707,301993998,27190,3,33919,non_fit,0,40,1,0,2064
496,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12560,0,3329,5d515cef3b010000,11,992,0x013A,X10,7,8,43723073,43722707,301993998,27190,506,33935,non_fit,0,83,1,0,2064
497,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12822,0,3352,78615cef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
498,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12840,0,3359,20695cef3b010000,3,336,0x0139,X01,0,1,43723073,43723073,2080374882,0,2611,33921,non_fit,0,4,1,0,2064
499,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12841,0,3359,20695cef3b010000,4,424,0x0139,X01,0,1,43722707,43722707,2080374882,0,559,33921,non_fit,0,3,1,0,2064
500,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12924,0,3386,c6865cef3b010000,0,0,0x0139,X01,0,1,43723073,43723073,2080374882,0,0,30331,non_fit,671311845,0,1,0,2064
501,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,12967,0,3404,3aa35cef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21002,0,0,unknown,1,0,1,0,2064
502,return_to_inn.pcapng,aetheryte-mechanic-teleport-flows,65,0,37,ac38a1ee3b010000,1,48,0x0139,X01,0,1,43723073,43723073,2130706433,0,0,30330,non_fit,537094175,0,1,0,2064
503,switch_to_weaver.pcapng,character-mechanic-attributes-and-class,140,0,25,f2c5ccee3b010000,14,2000,0x0139,X01,0,1,43723073,43723073,2080374882,12009,0,0,unknown,1,0,1,0,2064
504,war_quest_update1.pcapng,job-quest-war-updates,19,0,9,a8d447f03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
505,war_quest_update2.pcapng,job-quest-war-updates,12,0,5,f2ef49f03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
506,war_quest_update2.pcapng,job-quest-war-updates,104,0,51,0f1c4af03b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
507,war_quest_update2.pcapng,job-quest-war-updates,115,0,54,7e1c4af03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
508,war_quest_update2.pcapng,job-quest-war-updates,168,0,82,fa394af03b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21001,0,0,unknown,1,0,1,0,2064
509,war_quest_update2.pcapng,job-quest-war-updates,180,0,88,2f414af03b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
510,war_quest_update2.pcapng,job-quest-war-updates,199,0,95,9f454af03b010000,2,336,0x013A,X10,0,2,43722707,1163947559,302830616,27108,661,30301,normal_damage,134219276,8,1,0,2064
511,war_quest_update2.pcapng,job-quest-war-updates,199,0,95,9f454af03b010000,2,336,0x013A,X10,1,2,43722707,1163947559,302830616,27108,0,30335,non_fit,537093927,8,1,0,2064
512,war_quest_update2.pcapng,job-quest-war-updates,212,0,103,004a4af03b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
513,war_quest_update2.pcapng,job-quest-war-updates,230,0,110,ee4b4af03b010000,3,504,0x0139,X01,0,1,43722707,43722707,234889934,27107,0,30328,non_fit,537094157,0,1,0,2064
514,war_quest_update2.pcapng,job-quest-war-updates,245,0,118,0f554af03b010000,0,0,0x013A,X10,0,3,43722707,1163947559,419434496,22104,193,30302,critical_damage,268437007,8,1,0,6160
515,war_quest_update2.pcapng,job-quest-war-updates,245,0,118,0f554af03b010000,0,0,0x013A,X10,1,3,43722707,1163947559,419434496,22104,115,30301,normal_damage,134219278,8,2,0,6160
516,war_quest_update2.pcapng,job-quest-war-updates,245,0,118,0f554af03b010000,0,0,0x013A,X10,2,3,43722707,1163947559,419434496,22104,111,30301,normal_damage,134219278,8,3,0,6160
517,war_quest_update2.pcapng,job-quest-war-updates,256,0,125,8c594af03b010000,1,40,0x0139,X01,0,1,1163947558,1163947558,2080374882,21001,0,0,unknown,1,0,1,0,2064
518,war_quest_update2.pcapng,job-quest-war-updates,261,0,128,7c5a4af03b010000,1,40,0x0139,X01,0,1,1163947557,1163947557,2080374882,21001,0,0,unknown,1,0,1,0,2064
519,war_quest_update2.pcapng,job-quest-war-updates,281,0,139,7c5e4af03b010000,1,40,0x0139,X01,0,1,1163947556,1163947556,2080374882,21001,0,0,unknown,1,0,1,0,2064
520,war_quest_update2.pcapng,job-quest-war-updates,289,0,144,c1604af03b010000,0,0,0x013A,X10,0,3,43722707,1163947559,419434496,22104,124,30301,normal_damage,268437004,8,1,0,6160
521,war_quest_update2.pcapng,job-quest-war-updates,289,0,144,c1604af03b010000,0,0,0x013A,X10,1,3,43722707,1163947559,419434496,22104,106,30301,normal_damage,134219278,8,2,0,6160
522,war_quest_update2.pcapng,job-quest-war-updates,289,0,144,c1604af03b010000,0,0,0x013A,X10,2,3,43722707,1163947559,419434496,22104,111,30301,normal_damage,134219278,8,3,0,6160
523,war_quest_update2.pcapng,job-quest-war-updates,296,0,150,a2634af03b010000,0,0,0x0139,X01,0,1,1163947559,1163947559,2080374882,0,0,30338,non_fit,671311655,0,1,0,2064
524,war_quest_update2.pcapng,job-quest-war-updates,308,0,155,c4654af03b010000,1,40,0x0139,X01,0,1,1163947559,1163947559,2080374882,21001,0,0,unknown,1,0,1,0,2064
525,war_quest_update2.pcapng,job-quest-war-updates,312,0,158,2d674af03b010000,0,0,0x0139,X01,0,1,1163947557,43723073,285216768,23003,238,30301,normal_damage,134219272,1,1,0,2064
526,war_quest_update2.pcapng,job-quest-war-updates,320,0,165,98694af03b010000,0,0,0x0139,X01,0,1,1163947558,43723073,285216768,23003,244,30301,normal_damage,134219272,2,1,0,2064
527,war_quest_update2.pcapng,job-quest-war-updates,328,0,170,a26b4af03b010000,0,0,0x0139,X01,0,1,1163947556,43723073,285216768,23003,210,30301,normal_damage,134219272,1,1,0,2064
528,war_quest_update2.pcapng,job-quest-war-updates,337,0,174,926c4af03b010000,0,0,0x013A,X10,0,3,43722707,1163947559,419434496,22104,190,30302,critical_damage,268437007,8,1,0,6160
529,war_quest_update2.pcapng,job-quest-war-updates,337,0,174,926c4af03b010000,0,0,0x013A,X10,1,3,43722707,1163947559,419434496,22104,122,30301,normal_damage,134219278,8,2,0,6160
530,war_quest_update2.pcapng,job-quest-war-updates,337,0,174,926c4af03b010000,0,0,0x013A,X10,2,3,43722707,1163947559,419434496,22104,187,30302,critical_damage,134219279,8,3,0,6160
