source_ordinal,observation_id,created_at,zone,canonical_zone_name,client_zone_name,zone_identity_status,category,category_basis,subject_type,subject_name,subject_identity_status,profile_id,map_bounds,position,rotation,notes,placement_claim_status
358,5c6c5fa6-59a6-4d15-b3c6-a0ba3a1fb682,2026-09-15T16:45:30.1758624Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-131.00112915039062,17.84906768798828,353.8258972167969]",-2.644172191619873,Truffle hog spawn,observation-only; home/slot/respawn unresolved
359,749169b8-77ec-4afe-b9ed-4cb53f8a05c4,2026-09-15T16:45:40.0319384Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-159.42140197753906,18.51512908935547,350.5476989746094]",1.31333589553833,Truffle hog spawn,observation-only; home/slot/respawn unresolved
360,3343169d-b2a1-4714-a93b-c0b289d4402e,2026-09-15T16:46:02.2096799Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic Toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-224.03329467773438,16.700002670288086,360.6569519042969]",-0.9942545890808105,Toxic Toad spawn,observation-only; home/slot/respawn unresolved
361,15c32ff9-9416-4ae5-82b2-36683ebc6fd8,2026-09-15T16:46:15.9447012Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-252.00250244140625,18.346376419067383,409.5751037597656]",-1.3278388977050781,Truffle hog spawn,observation-only; home/slot/respawn unresolved
362,d29a1723-d28e-4b12-bc8f-7b6b981d944c,2026-09-15T16:55:26.1765103Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-323.8028564453125,8.384112358093262,707.6823120117188]",-1.9902968406677246,Truffle hog spawn,observation-only; home/slot/respawn unresolved
363,93903b6f-135b-44e5-94ef-37d457cdfe10,2026-09-15T16:55:34.7204003Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-312.8509521484375,7.42026424407959,695.7381591796875]",1.5255461931228638,Truffle hog spawn,observation-only; home/slot/respawn unresolved
364,517350f3-8b53-47be-9b46-84ac23751ac8,2026-09-15T16:55:48.8086087Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-297.17626953125,6.809257507324219,707.8060913085938]",0.46997788548469543,Truffle hog spawn,observation-only; home/slot/respawn unresolved
365,2dd47507-8743-47ff-9755-be05cdd6d8de,2026-09-15T16:56:16.784259Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-254.6479949951172,8.000025749206543,638.595947265625]",2.7038726806640625,Truffle hog spawn,observation-only; home/slot/respawn unresolved
366,df16e90a-30bc-4511-afe4-869492d05291,2026-09-15T16:57:11.2561995Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Evil Eye,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-164.26783752441406,10.617175102233887,661.1163330078125]",2.6838815212249756,Evil Eye spawn,observation-only; home/slot/respawn unresolved
367,b0692c49-8dc4-466f-9ac7-27d0949cd0c1,2026-09-15T16:58:25.7603435Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-119.73953247070312,36.912349700927734,614.2036743164062]",2.3311924934387207,Truffle hog spawn,observation-only; home/slot/respawn unresolved
368,09214c0d-2858-449c-9410-8c81f9201fba,2026-09-15T16:58:53.1761472Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-129.4758758544922,31.859567642211914,648.4982299804688]",-0.5443892478942871,Truffle hog spawn,observation-only; home/slot/respawn unresolved
369,e53df191-9103-41e1-b190-daf7f2757157,2026-09-15T16:59:52.4324047Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Diremite,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-165.8775177001953,30.647850036621094,633.6513671875]",-1.7133030891418457,Diremite Spawn,observation-only; home/slot/respawn unresolved
370,baf52467-a301-4877-b122-4c9ed03a06df,2026-09-15T21:58:48.6956296Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Imperial Sagittarius,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-578.868408203125,-1.3252862691879272,-41.91325378417969]",1.2498663663864136,imperial Sagittarius spawn,observation-only; home/slot/respawn unresolved
442,4908d34a-b9f1-4d54-bcc3-8cfd5fcbac0e,2026-09-16T01:07:08.1723051Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic Toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-605.301025390625,-31.22801399230957,-368.5780029296875]",0.0,Toxic Toad spawn,observation-only; home/slot/respawn unresolved
443,c749ad6e-d8cb-4e1f-9fb2-4d6e3c8d9987,2026-09-16T01:20:46.0925936Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hunter Kalong,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-275.1878967285156,17.423080444335938,177.47276306152344]",0.9042161703109741,Hunter Kalong spawn,observation-only; home/slot/respawn unresolved
444,affb15c9-9a93-4cf7-8904-f1f9a8606edd,2026-09-16T01:21:10.6845342Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hunter Kalong,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-288.50628662109375,17.41611099243164,183.20767211914062]",-1.0905208587646484,Hunter Kalong spawn,observation-only; home/slot/respawn unresolved
445,4503370a-17b8-4a8b-970a-ad39fe80fc10,2026-09-16T01:21:59.4053596Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-382.7963562011719,19.972410202026367,123.42720794677734]",2.1213581562042236,Goblin Bouncer spawn,observation-only; home/slot/respawn unresolved
446,5c3548dd-5532-4de1-8674-aaaa94b47a02,2026-09-16T01:22:22.557185Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-408.3793029785156,18.816661834716797,134.4464569091797]",-1.468034267425537,Goblin Bouncer spawn,observation-only; home/slot/respawn unresolved
447,755d4c28-48c7-45ec-87dd-f09efe7ae147,2026-09-16T01:22:38.5594531Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-387.86016845703125,19.92510223388672,133.39695739746094]",1.4825340509414673,Goblin Bouncer,observation-only; home/slot/respawn unresolved
448,fa2fe4cf-c847-4f93-aa27-b60614b73144,2026-09-16T01:24:59.4053849Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-445.0025329589844,21.447072982788086,246.4295196533203]",0.2854054570198059,Goblin Bouncer spawn,observation-only; home/slot/respawn unresolved
449,1398cb50-fd75-42ba-8e3f-295392236665,2026-09-16T01:27:28.853605Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,VIIth Legion Sagitarius,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-524.1965942382812,-2.340445041656494,322.0445556640625]",-2.1602907180786133,VIIth Legion Sagitarius spawn,observation-only; home/slot/respawn unresolved
450,a214eeca-3675-4456-82a4-027b8432f335,2026-09-16T01:27:56.4852918Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,VIIth Legion Eques,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-515.3585815429688,-3.7515838146209717,316.5167541503906]",2.142068386077881,VIIth Legion Eques spawn,observation-only; home/slot/respawn unresolved
451,c1d57eac-77d4-47db-aea0-df0350e1fe52,2026-09-16T01:28:21.5807283Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,VIIth Legion Medicus,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-528.2259521484375,-5.140018939971924,341.9927062988281]",0.525902271270752,VIIth Legion Medicus spawn,observation-only; home/slot/respawn unresolved
452,b6cd10c4-f459-4924-b9c7-3f9d7cac7c18,2026-09-16T01:28:39.5652537Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,VIIth Legion Laquearius,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-523.4188842773438,-3.8695034980773926,354.1614990234375]",1.143584966659546,VIIth Legion Laquearius spawn,observation-only; home/slot/respawn unresolved
453,c4e2a335-cf26-4fbf-9147-7c6c0c99ada6,2026-09-16T01:28:57.4211315Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,VIIth Legion Secutor,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-512.7552490234375,-6.240433692932129,352.0129089355469]",1.9454880952835083,VIIth Legion Secutor spawn,observation-only; home/slot/respawn unresolved
454,d0871663-4a51-4d52-b17a-c37f50970b57,2026-09-16T01:29:18.7891421Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,VIIth Legion Signifer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-510.4235534667969,-4.550036907196045,330.72003173828125]",2.877495288848877,VIIth Legion Signifer spawn,observation-only; home/slot/respawn unresolved
455,b772a101-5a49-4328-9a42-7787c9ba78a9,2026-09-16T01:29:53.9173015Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,VIIth Legion Hoplomachus,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-517.33056640625,-5.925548553466797,284.02386474609375]",-2.878203868865967,VIIth Legion Hoplomachus spawn,observation-only; home/slot/respawn unresolved
456,1f288e88-62dc-4706-ae46-ebad2e6cb4b1,2026-09-16T01:30:21.4215301Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-517.0352783203125,-4.8177289962768555,241.64779663085938]",0.1570199429988861,Goblin Bouncer spawn,observation-only; home/slot/respawn unresolved
457,f0f84588-2b03-4131-b88a-6e86f2945833,2026-09-16T01:30:40.821541Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-543.0789794921875,-7.163887977600098,233.89370727539062]",-2.5441858768463135,Toxic Toad spawn,observation-only; home/slot/respawn unresolved
458,cf7e8e7e-0733-4875-8bf2-4d53b0355eda,2026-09-16T01:30:57.8292464Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-517.4921875,-6.122737884521484,226.9540252685547]",2.6896703243255615,Goblin Bouncer spawn,observation-only; home/slot/respawn unresolved
459,e4e5ef48-ef42-416d-8f46-69cfb7d5326d,2026-09-16T01:31:16.9328268Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-510.92559814453125,-5.3382110595703125,213.68479919433594]",2.681943416595459,Goblin Bouncer spawn,observation-only; home/slot/respawn unresolved
460,985a84fe-2820-4126-955c-37ed10af882a,2026-09-16T01:31:46.0048819Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle Hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-568.6105346679688,-4.307472229003906,254.0265350341797]",-2.320161819458008,Truffle Hog Spawn,observation-only; home/slot/respawn unresolved
461,72cc6f1b-02dc-4945-be2e-38baac250dea,2026-09-16T01:32:32.2697836Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-520.5181274414062,-4.487763404846191,199.38555908203125]",3.0475821495056152,Truffle Hog spawn,observation-only; home/slot/respawn unresolved
462,ebcf7092-a488-4de1-b02f-7cff61f31163,2026-09-16T01:32:49.3810287Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Goblin Bouncer,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-514.4833984375,-4.032110691070557,187.139404296875]",3.0475223064422607,Goblin Bouncer spawn,observation-only; home/slot/respawn unresolved
463,6b223e6b-b6df-4e53-a09b-4ac55d6b7211,2026-09-16T01:33:21.5571003Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-486.5565185546875,1.1562504768371582,134.51036071777344]",-2.9173855781555176,Truffle hog spawn,observation-only; home/slot/respawn unresolved
464,8bfae776-51e8-4f6b-a3ce-b06bc84b015c,2026-09-16T01:33:48.6929361Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-529.451904296875,-2.6716232299804688,115.6646957397461]",-0.046326637268066406,Truffle hog spawn,observation-only; home/slot/respawn unresolved
465,efe55a1f-1583-46b8-9340-528dbdaafffb,2026-09-16T01:34:18.8212675Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Truffle Hog,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-469.68585205078125,-3.406907081604004,47.08518981933594]",-2.2268433570861816,Truffle Hog spawn,observation-only; home/slot/respawn unresolved
466,8371d724-5fa9-442b-b92e-1d50e1c2da2a,2026-09-16T01:41:57.6932288Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-608.7486572265625,-7.299935340881348,-597.31298828125]",2.892824649810791,Toxic Toad spawn,observation-only; home/slot/respawn unresolved
467,21f76a9f-4f6b-4c24-bd15-63835a104dd1,2026-09-16T01:48:59.8772813Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic Toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-468.67132568359375,-54.60507583618164,-227.105712890625]",1.2840558290481567,Toxic toad spawn,observation-only; home/slot/respawn unresolved
468,c398ddce-7113-4425-bc6d-7176a66a70f7,2026-09-16T01:49:20.5415229Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-487.7908020019531,-55.29999542236328,-231.7661895751953]",2.52052903175354,toxic toad spawn,observation-only; home/slot/respawn unresolved
469,64520c8f-2922-44bc-9cf9-d78cfc2a6828,2026-09-16T01:51:00.4455166Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-274.52490234375,-6.882807731628418,-352.8558654785156]",1.0408494472503662,Toxic toad spawn,observation-only; home/slot/respawn unresolved
470,d2f0974d-aef1-4621-8011-dd563a3527aa,2026-09-16T01:51:22.8935002Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic Toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-298.7216796875,-7.300001621246338,-361.1624755859375]",-1.016963005065918,Toxic toad spawn,observation-only; home/slot/respawn unresolved
471,b3435d08-8454-492d-b322-ef31662aeab1,2026-09-16T02:17:49.7104576Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic Toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[677.9010009765625,29.438831329345703,107.9409408569336]",1.0404000282287598,Toxic Toad spawn,observation-only; home/slot/respawn unresolved
472,1bdb0798-72ac-465d-afe9-73a746d98c8b,2026-09-16T02:25:31.0620836Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toadstool,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[137.79571533203125,43.4479866027832,-736.3616943359375]",-0.28522157669067383,Toadstool spawn,observation-only; home/slot/respawn unresolved
473,23e92fe9-8776-4be6-9a4d-0893d07f6262,2026-09-16T02:28:09.1348036Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Mountain Peiste,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[35.79080581665039,30.292980194091797,-682.6671142578125]",-1.2253546714782715,Mountain Peiste spawn,observation-only; home/slot/respawn unresolved
474,bb1e7828-3ecf-4c03-8508-3faa552035f3,2026-09-16T02:28:48.8704325Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Mountain Peiste,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-132.63076782226562,20.00973129272461,-701.619140625]",-0.9688506126403809,Mountain Peiste spawn,observation-only; home/slot/respawn unresolved
475,30c1b902-3d20-4229-a565-4af5eab8c25e,2026-09-16T02:29:53.7318677Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Mountain Peiste,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-129.52581787109375,19.48991584777832,-756.9954223632812]",0.0955648347735405,Mountain Peiste spawn,observation-only; home/slot/respawn unresolved
476,2c31c040-b968-4f08-974f-ab0d0fe8828f,2026-09-16T02:38:38.438378Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Toxic Toad,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-551.8408813476562,-7.299999713897705,213.7572784423828]",1.7802211046218872,Toxic Toad spawn,observation-only; home/slot/respawn unresolved
477,067cef32-ce50-4653-bf29-4c388b70843c,2026-09-16T03:13:53.000141Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pugot,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[435.50054931640625,45.217552185058594,-78.80497741699219]",-2.492697238922119,Pugot spawn,observation-only; home/slot/respawn unresolved
478,dfbc40a9-cfb7-495f-8e3d-6eaf1a77895a,2026-09-16T03:14:21.8231048Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pugot,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[497.0611572265625,43.19231033325195,-56.94991683959961]",-2.6763670444488525,Pugot spawn,observation-only; home/slot/respawn unresolved
479,1b0aaa2c-1a5b-4568-92fd-b2c2a42270f4,2026-09-16T03:14:41.6000488Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pugot,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[509.055419921875,44.0,-61.748939514160156]",2.052304267883301,Pugot spawn,observation-only; home/slot/respawn unresolved
480,7b13e26d-6cc9-4d48-8f14-d8302a258503,2026-09-16T03:15:01.0163805Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pugot,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[515.4215698242188,44.00007247924805,-125.77979278564453]",2.442629337310791,Pugot spawn,observation-only; home/slot/respawn unresolved
481,d56275e5-1eb4-4a03-96a2-e9e926a26dbb,2026-09-16T03:18:38.1436658Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pugot,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[451.0566711425781,42.05173110961914,27.756696701049805]",-0.4143495559692383,Pugot spawn,observation-only; home/slot/respawn unresolved
482,cd15b252-0e52-487a-9760-314e228e4301,2026-09-16T03:18:57.2876863Z,190,Mor Dhona,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Pugot,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[437.409423828125,43.3736457824707,68.17859649658203]",1.8065403699874878,Pugot spawn,observation-only; home/slot/respawn unresolved
371,e02b3db8-f956-4175-90c3-c01901ba3001,2026-09-15T22:11:16.0479794Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Hoplomachus,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-577.8932495117188,-3.8310282230377197,-60.82206344604492]",-0.1830759048461914,"Imperial Hoplomachus Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
372,70305a1c-dc43-4ad8-9b51-a19b29bb52c1,2026-09-15T22:11:54.9360093Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Eques,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-590.2637329101562,-3.571269989013672,-60.52533721923828]",-0.7848219871520996,"Imperial Eques Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
373,a96c1160-5350-499c-9f4c-033053a9c3a6,2026-09-15T22:12:22.5760151Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Eques,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-579.8452758789062,-3.0070221424102783,-51.0522346496582]",0.5702424049377441,"Imperial Eques Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
374,f69b5fe3-b99f-4023-ab2d-3b994beec0f1,2026-09-15T22:13:36.6720037Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Sagittarius,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-564.3738403320312,-3.3052518367767334,-83.40838623046875]",0.19498372077941895,"Imperial Sagittarius  Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
375,55792c30-f543-4a44-aa90-54a8cabea927,2026-09-15T22:14:37.8240657Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Laquearius,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-587.5994873046875,-3.5712709426879883,-71.38166046142578]",1.0837773084640503,"Imperial Laquearius Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
376,cd16a966-1d18-4dec-b97e-169e15cecb29,2026-09-15T22:15:46.3365585Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Sagittarius,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-582.55126953125,-2.072455406188965,-83.67156219482422]",2.1431760787963867,"Imperial Sagittarius Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
377,c80f0300-7921-43e4-ab7e-8fdf1b8265e3,2026-09-15T22:20:16.1919904Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Magitek Vanguard,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-670.1781005859375,-7.258807182312012,-43.233882904052734]",-0.5845866203308105,"Magitek Vanguard  Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
378,2c12981d-2d72-485e-9836-18fe2a328cdc,2026-09-15T22:22:38.5839837Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial War Hound,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-641.3265991210938,-4.369024753570557,-51.68729782104492]",-0.21661996841430664,"Imperial War Hound Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
379,66926a3a-b963-45c3-8243-7dd075c2c24f,2026-09-15T22:23:03.2643803Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial War Hound,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-641.6909790039062,-4.429783821105957,-41.27848815917969]",1.4760483503341675,"Imperial War Hound Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
380,01d723c4-c3a5-47b3-8555-f82fb214f917,2026-09-15T22:25:49.6804583Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Hoplomachus,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-657.9796142578125,-5.596469879150391,-47.114501953125]",-2.7830772399902344,"Imperial Hoplomachus Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
381,660d121f-6ce9-4ef9-84f2-ec2dce846b96,2026-09-15T22:26:14.2640452Z,190,Mor Dhona,unresolved,unresolved,encounter,explicit quest/Grand Company/GC/boss/content note encounter candidate,monster,Imperial Sagitarius,unresolved,profile-a0c58b95907685c3,"[-1280.0,-1344.0,1280.0,1216.0]","[-662.182373046875,-6.208137035369873,-47.89345932006836]",-2.9878599643707275,"Imperial Sagitarius Grand company quest ""united we stand"" spawn",observation-only; home/slot/respawn unresolved
