occurrence,capture,record_index,field_u32_00,field_u32_08,field_u32_0c,field_f32_14,field_f32_18,field_f32_1c,hypothesis_f32_20_unprojected
occurrence-562,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1090.30347,55.8082428,31.793808,-2.96535206
occurrence-563,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1092.10059,55.8590813,32.3465576,-3.03599668
occurrence-563,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1092.7373,56.7032547,20.3906803,-2.93135953
occurrence-564,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1095.81665,56.9539719,21.0174789,2.88517976
occurrence-564,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1092.7373,56.7032547,20.3906803,-2.93135953
occurrence-565,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.52026,56.3488998,28.8751545,-0.058131218
occurrence-565,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1092.7373,56.7032547,20.3906803,-2.93135953
occurrence-566,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-566,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1092.7373,56.7032547,20.3906803,-2.75446415
occurrence-567,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-567,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1097.01135,57.1081276,23.2789307,0.184309155
occurrence-568,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-568,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1097.01135,57.1081276,23.2789307,0.184309155
occurrence-569,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-569,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1097.01135,57.1081276,23.2850475,-0.0321331024
occurrence-570,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-570,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1096.36072,56.9677048,23.9219952,0.807537198
occurrence-571,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-571,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1096.36072,56.9677048,23.9219952,0.807537198
occurrence-572,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-572,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1096.36072,56.9677048,23.9219952,0.807537198
occurrence-573,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-573,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1095.66895,56.8181267,23.7616329,1.50566936
occurrence-574,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-574,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1095.66895,56.8181267,23.7616329,1.50566936
occurrence-575,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-575,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1094.01526,56.6665039,25.4823704,2.86746001
occurrence-576,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-576,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1092.11414,56.4558983,25.2933826,-2.70266986
occurrence-577,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-577,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1090.51538,56.3068542,25.9020977,-0.150236145
occurrence-578,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-578,war_quest_update2.pcapng,1,value-006,value-006,value-006,0,0,0,0
occurrence-579,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1094.07861,56.2893524,32.4956398,3.12035418
occurrence-579,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1089.02002,56.6599998,41.0099983,-0
occurrence-580,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1089.80725,56.6599998,41.400032,-0.955283165
occurrence-580,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1089.02002,56.6599998,41.0099983,-0
occurrence-581,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-581,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1122.31909,53.2286148,284.713501,1.26163244
occurrence-582,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-582,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-583,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-583,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-584,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-584,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-585,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-585,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-586,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-586,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-587,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-587,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-588,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-588,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-589,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-589,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-590,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-590,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-591,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1117.87415,53.0568237,285.045502,1.64599967
occurrence-591,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
occurrence-592,war_quest_update3.pcapng,0,value-001,value-005,value-006,-1118.19873,53.0592194,284.973114,-1.79025984
occurrence-592,war_quest_update3.pcapng,1,value-007,value-008,value-006,-1118.36414,52.9484749,286.46228,1.15131593
