record_index,capture,scenario_id,lane_index,frame_index,subevent_index,packet_index,record_in_packet,stream_offset,source_actor_id,destination_actor_id,target_marker,property_hash,value_width,value_hex,value_u_le,value_f32
8566,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,4,25,43723073,43723073,,0x8e4e1fb2,1,01,1,
8567,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,5,31,43723073,43723073,,0x318836c0,1,01,1,
8568,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,6,37,43723073,43723073,,0x419b046f,1,01,1,
8569,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,7,43,43723073,43723073,,0x8a5cbc5b,1,01,1,
8570,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,8,49,43723073,43723073,,0xabb78bce,1,01,1,
8571,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,9,55,43723073,43723073,,0x6b060065,1,01,1,
8572,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,10,61,43723073,43723073,,0x18734cc5,1,01,1,
8573,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,11,67,43723073,43723073,,0x0cdd66e8,1,01,1,
8574,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,12,73,43723073,43723073,,0xb9c13d96,1,01,1,
8575,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,13,79,43723073,43723073,,0x6065f862,1,01,1,
8576,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,14,85,43723073,43723073,,0xa6d426c4,1,01,1,
8577,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,15,91,43723073,43723073,,0x7cc10854,1,01,1,
8578,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,16,97,43723073,43723073,,0xf55d07a5,1,01,1,
8579,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,17,103,43723073,43723073,,0xe4567838,1,01,1,
8580,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,18,109,43723073,43723073,,0x2bcd68aa,1,20,32,
8581,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,24,8,19,115,43723073,43723073,,0xc8c3a058,1,01,1,
8582,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,0,1,43723073,43723073,,0xadef0b22,1,01,1,
8583,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,1,7,43723073,43723073,,0x2526d379,1,01,1,
8584,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,2,13,43723073,43723073,,0x58cd7cc0,1,01,1,
8585,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,3,19,43723073,43723073,,0xfcdfdcac,1,01,1,
8586,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,4,25,43723073,43723073,,0x98bcf012,1,01,1,
8587,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,5,31,43723073,43723073,,0x5f0f0e64,1,01,1,
8588,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,6,37,43723073,43723073,,0x671ef2b1,1,01,1,
8589,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,7,43,43723073,43723073,,0x1b37117e,1,01,1,
8590,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,8,49,43723073,43723073,,0x4b2a7d17,1,01,1,
8591,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,9,55,43723073,43723073,,0x85aafe74,1,01,1,
8592,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,10,61,43723073,43723073,,0x1bc46a06,1,01,1,
8593,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,11,67,43723073,43723073,,0x8b4fa1a4,1,01,1,
8594,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,12,73,43723073,43723073,,0x8d974f1c,4,0c23e050,1356866316,3.00831457e+10
8595,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,13,82,43723073,43723073,,0x5272eae9,4,0c23e050,1356866316,3.00831457e+10
8596,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,14,91,43723073,43723073,,0x28887bd6,4,0c23e050,1356866316,3.00831457e+10
8597,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,15,100,43723073,43723073,,0xa2478ea5,4,0c23e050,1356866316,3.00831457e+10
8598,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,25,9,16,109,43723073,43723073,,0x4f365e47,4,0c23e050,1356866316,3.00831457e+10
8599,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,0,1,43723073,43723073,,0x1662a1bf,4,0c23e050,1356866316,3.00831457e+10
8600,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,1,10,43723073,43723073,,0xc642e791,4,0c23e050,1356866316,3.00831457e+10
8601,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,2,19,43723073,43723073,,0x04a05dae,4,0c23e050,1356866316,3.00831457e+10
8602,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,3,28,43723073,43723073,,0x36b51229,4,0c23e050,1356866316,3.00831457e+10
8603,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,4,37,43723073,43723073,,0x9db2fd87,4,0c23e050,1356866316,3.00831457e+10
8604,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,5,46,43723073,43723073,,0x9fd558d0,4,0c23e050,1356866316,3.00831457e+10
8605,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,6,55,43723073,43723073,,0x9a378611,4,0c23e050,1356866316,3.00831457e+10
8606,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,7,64,43723073,43723073,,0xd68fa0e1,4,23b3df50,1356837667,3.00244726e+10
8607,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,8,73,43723073,43723073,,0xbca83abb,4,32b3df50,1356837682,3.00245033e+10
8608,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,9,82,43723073,43723073,,0x45b85823,4,faacdf50,1356836090,3.00212429e+10
8609,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,10,91,43723073,43723073,,0x5883d746,4,3aaddf50,1356836154,3.0021374e+10
8610,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,11,100,43723073,43723073,,0xedad792f,4,a1d4ca50,1355469985,2.72234598e+10
8611,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,26,10,12,109,43723073,43723073,,0x5d9dbe46,4,79745550,1347777657,1.43247206e+10
8612,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,0,1,43723073,43723073,,0x22bc605f,4,79745550,1347777657,1.43247206e+10
8613,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,1,10,43723073,43723073,,0x10f6fd7c,4,0c23e050,1356866316,3.00831457e+10
8614,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,2,19,43723073,43723073,,0xebbefbea,4,79745550,1347777657,1.43247206e+10
8615,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,3,28,43723073,43723073,,0xe058a98c,4,79745550,1347777657,1.43247206e+10
8616,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,4,37,43723073,43723073,,0x3c674537,4,79745550,1347777657,1.43247206e+10
8617,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,5,46,43723073,43723073,,0x49ced7cd,4,79745550,1347777657,1.43247206e+10
8618,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,6,55,43723073,43723073,,0x63d4b0db,4,79745550,1347777657,1.43247206e+10
8619,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,7,64,43723073,43723073,,0x7fc8b15d,4,79745550,1347777657,1.43247206e+10
8620,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,8,73,43723073,43723073,,0x6b9c6437,4,79745550,1347777657,1.43247206e+10
8621,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,9,82,43723073,43723073,,0x94574d0a,4,79745550,1347777657,1.43247206e+10
8622,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,10,91,43723073,43723073,,0x97e78c4e,4,79745550,1347777657,1.43247206e+10
8623,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,11,100,43723073,43723073,,0x4db13e27,4,79745550,1347777657,1.43247206e+10
8624,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,27,11,12,109,43723073,43723073,,0x44849402,4,0000803f,1065353216,1
8625,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,0,1,43723073,43723073,,0x19b5d704,4,0000803f,1065353216,1
8626,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,1,10,43723073,43723073,,0x1bc92b93,2,ffff,65535,
8627,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,2,17,43723073,43723073,,0x1e1bdb29,2,ffff,65535,
8628,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,3,24,43723073,43723073,,0xb1cbe069,1,04,4,
8629,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,4,30,43723073,43723073,,0xf8a7dab1,1,05,5,
8630,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,5,36,43723073,43723073,,0x20fe7d3f,1,05,5,
8631,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,6,42,43723073,43723073,,0x002c1cd3,4,1109f5a0,2700413201,-4.15106141e-19
8632,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,7,51,43723073,43723073,,0xd6917eac,4,bd48aa3e,1051347133,0.332586199
8633,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,8,60,43723073,43723073,,0x6974eda5,4,00b4f1a0,2700194816,-4.09461021e-19
8634,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,9,69,43723073,43723073,,0x5cdee710,4,38b0f1a0,2700193848,-4.09435998e-19
8635,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,10,78,43723073,43723073,,0x1fa0bdf7,4,3eb0f1a0,2700193854,-4.09436154e-19
8636,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,11,87,43723073,43723073,,0x570e1086,4,34b0f1a0,2700193844,-4.09435895e-19
8637,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,12,96,43723073,43723073,,0xcfff28e0,4,acb0f1a0,2700193964,-4.09438997e-19
8638,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,55,28,12,13,105,43723073,43723073,,0xd4235016,4,43b0f1a0,2700193859,-4.09436283e-19
8639,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,0,1,43723073,43723073,,0x58060af4,4,abb0f1a0,2700193963,-4.09438971e-19
8640,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,1,10,43723073,43723073,,0x073c06a8,4,3fb0f1a0,2700193855,-4.09436179e-19
8641,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,2,19,43723073,43723073,,0xad01c385,4,b5b0f1a0,2700193973,-4.0943923e-19
8642,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,3,28,43723073,43723073,,0xd485feaa,4,4ab0f1a0,2700193866,-4.09436464e-19
8643,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,4,37,43723073,43723073,,0xab82239b,4,42b0f1a0,2700193858,-4.09436257e-19
8644,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,5,46,43723073,43723073,,0xa23b5013,1,01,1,
8645,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,6,52,43723073,43723073,,0x14d7f7bd,1,01,1,
8646,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,7,58,43723073,43723073,,0xe2983e05,1,01,1,
8647,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,8,64,43723073,43723073,,0x774a02bf,1,06,6,
8648,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,9,70,43723073,43723073,,0x5ab3d930,1,0c,12,
8649,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,10,76,43723073,43723073,,0x822c9556,1,09,9,
8650,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,11,82,43723073,43723073,,0x0efb82d4,1,02,2,
8651,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,12,88,43723073,43723073,,0xaad96353,1,02,2,
8652,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,13,94,43723073,43723073,,0x87861205,2,c730,12487,
8653,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,14,101,43723073,43723073,,0xa1f2dba3,2,c530,12485,
8654,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,0,13,15,108,43723073,43723073,,0x7f382b10,2,c630,12486,
8655,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,56,15,14,0,1,1154482178,43723073,,0x3eafb2cc,2,5e1f,8030,
8656,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,57,33,16,0,1,1154482202,43723073,,0xe14b0ca8,1,01,1,
8657,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,57,33,16,1,7,1154482202,43723073,,0x2138fd71,1,01,1,
8658,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,57,33,16,2,13,1154482202,43723073,,0xfbfbcfb1,1,01,1,
8659,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,58,8,17,0,1,1154482223,43723073,,0xe14b0ca8,1,01,1,
8660,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,58,8,17,1,7,1154482223,43723073,,0x2138fd71,1,01,1,
8661,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,58,8,17,2,13,1154482223,43723073,,0x03cf5b58,2,1227,10002,
8662,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,58,8,17,3,20,1154482223,43723073,,0x40e25304,1,08,8,
8663,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,58,23,18,0,1,1154482199,43723073,,0xe14b0ca8,1,01,1,
8664,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,58,23,18,1,7,1154482199,43723073,,0x2138fd71,1,01,1,
8665,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,58,23,18,2,13,1154482199,43723073,,0xfbfbcfb1,1,01,1,
8666,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,0,19,0,1,1154482181,43723073,,0xe14b0ca8,1,01,1,
8667,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,0,19,1,7,1154482181,43723073,,0x2138fd71,1,01,1,
8668,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,0,19,2,13,1154482181,43723073,,0xfbfbcfb1,1,01,1,
8669,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,15,20,0,1,1154482198,43723073,,0xe14b0ca8,1,01,1,
8670,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,15,20,1,7,1154482198,43723073,,0x2138fd71,1,01,1,
8671,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,15,20,2,13,1154482198,43723073,,0xfbfbcfb1,1,01,1,
8672,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,30,21,0,1,1154482203,43723073,,0xe14b0ca8,1,01,1,
8673,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,30,21,1,7,1154482203,43723073,,0x2138fd71,1,01,1,
8674,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,59,30,21,2,13,1154482203,43723073,,0xfbfbcfb1,1,01,1,
8675,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,60,8,22,0,1,1154482206,43723073,,0xe14b0ca8,1,01,1,
8676,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,60,8,22,1,7,1154482206,43723073,,0x2138fd71,1,01,1,
8677,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,60,8,22,2,13,1154482206,43723073,,0xfbfbcfb1,1,01,1,
8678,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,60,23,23,0,1,1154482213,43723073,,0xe14b0ca8,1,01,1,
8679,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,0,24,0,1,1154482180,43723073,,0xe14b0ca8,1,01,1,
8680,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,0,24,1,7,1154482180,43723073,,0x2138fd71,1,01,1,
8681,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,0,24,2,13,1154482180,43723073,,0xfbfbcfb1,1,01,1,
8682,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,15,25,0,1,1154500928,43723073,,0xe14b0ca8,1,01,1,
8683,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,15,25,1,7,1154500928,43723073,,0x2138fd71,1,01,1,
8684,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,15,25,2,13,1154500928,43723073,,0xfbfbcfb1,1,01,1,
8685,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,33,26,0,1,1154482243,43723073,,0xe14b0ca8,1,01,1,
8686,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,33,26,1,7,1154482243,43723073,,0x2138fd71,1,01,1,
8687,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,33,26,2,13,1154482243,43723073,,0x03cf5b58,2,224e,20002,
8688,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,61,33,26,3,20,1154482243,43723073,,0x40e25304,1,06,6,
8689,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,0,1,1154500034,43723073,,0xc0f66df7,4,e17a8440,1082424033,4.13999987
8690,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,1,10,1154500034,43723073,,0xe14b0ca8,1,01,1,
8691,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,2,16,1154500034,43723073,,0x2138fd71,1,01,1,
8692,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,3,22,1154500034,43723073,,0x7b675313,1,01,1,
8693,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,4,28,1154500034,43723073,,0xfbfbcfb1,1,01,1,
8694,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,5,34,1154500034,43723073,,0x4232bcaa,2,7c01,380,
8695,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,6,41,1154500034,43723073,,0x7bcdfb69,2,7c01,380,
8696,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,7,48,1154500034,43723073,,0x13f89710,2,4001,320,
8697,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,8,55,1154500034,43723073,,0x3c95d5c5,2,4001,320,
8698,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,9,62,1154500034,43723073,,0x7532ce24,1,03,3,
8699,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,10,68,1154500034,43723073,,0x584fcfe3,1,03,3,
8700,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,11,74,1154500034,43723073,,0x96063588,2,1000,16,
8701,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,12,27,12,81,1154500034,43723073,,0x8e9c05be,1,01,1,
8702,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,30,28,0,1,1154482245,43723073,,0xe14b0ca8,1,01,1,
8703,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,30,28,1,7,1154482245,43723073,,0x2138fd71,1,01,1,
8704,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,30,28,2,13,1154482245,43723073,,0x03cf5b58,2,224e,20002,
8705,teleport_to_camp_tranquil.pcapng,aetheryte-mechanic-teleport-flows,0,62,30,28,3,20,1154482245,43723073,,0x40e25304,1,06,6,
8706,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,0,1,1154482319,43723073,,0xc0f66df7,4,ccccac40,1085066444,5.39999962
8707,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,1,10,1154482319,43723073,,0xe14b0ca8,1,01,1,
8708,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,2,16,1154482319,43723073,,0x2138fd71,1,01,1,
8709,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,3,22,1154482319,43723073,,0x7b675313,1,01,1,
8710,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,4,28,1154482319,43723073,,0xfbfbcfb1,1,01,1,
8711,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,5,34,1154482319,43723073,,0x4232bcaa,2,f101,497,
8712,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,6,41,1154482319,43723073,,0x7bcdfb69,2,f101,497,
8713,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,7,48,1154482319,43723073,,0x13f89710,2,0802,520,
8714,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,8,55,1154482319,43723073,,0x3c95d5c5,2,0802,520,
8715,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,9,62,1154482319,43723073,,0x7532ce24,1,07,7,
8716,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,10,68,1154482319,43723073,,0x584fcfe3,1,07,7,
8717,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,11,74,1154482319,43723073,,0x96063588,2,1700,23,
8718,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,22,17,0,12,81,1154482319,43723073,,0x8e9c05be,1,01,1,
8719,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,55,4,1,0,1,43723073,43723073,,0x0b99c876,2,0000,0,
8720,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,55,5,2,0,1,43723073,43723073,,0x81384d9e,1,00,0,
8721,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,0,1,43723073,43723073,,0x0db5a5bf,1,0a,10,
8722,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,1,7,43723073,43723073,,0xc0f66df7,4,3333d340,1087583027,6.5999999
8723,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,2,16,43723073,43723073,,0xe14b0ca8,1,01,1,
8724,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,3,22,43723073,43723073,,0x2138fd71,1,01,1,
8725,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,4,28,43723073,43723073,,0x7b675313,1,01,1,
8726,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,5,34,43723073,43723073,,0xfbfbcfb1,1,01,1,
8727,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,6,40,43723073,43723073,,0x4232bcaa,2,f602,758,
8728,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,7,47,43723073,43723073,,0x7bcdfb69,2,f602,758,
8729,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,8,54,43723073,43723073,,0x13f89710,2,f900,249,
8730,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,9,61,43723073,43723073,,0x3c95d5c5,2,f900,249,
8731,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,10,68,43723073,43723073,,0x7532ce24,1,04,4,
8732,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,11,74,43723073,43723073,,0x96063588,2,1a00,26,
8733,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,12,81,43723073,43723073,,0x8c44e56b,4,ffffffff,4294967295,nan
8734,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,13,90,43723073,43723073,,0x8c336da3,4,ffffffff,4294967295,nan
8735,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,14,99,43723073,43723073,,0x6d5633b9,4,ffffffff,4294967295,nan
8736,teleport_to_gridania.pcapng,aetheryte-mechanic-teleport-flows,0,67,20,3,15,108,43723073,43723073,,0xd5c5254a,4,ffffffff,4294967295,nan
